original_name,drug_name,dose,form
allmed d3 infant oral spray 21 ml,allmed d3 infant,21 ml,oral spray
allmed d3 kids oral spray  21 ml,allmed d3 kids,21 ml,oral spray
allmed l-omega 3 - 30 caps.,allmed l-omega 3,Null,capsule
allmouth m. w & gargle,allmouth m. w & gargle,Null,mouth wash
alloben 30 tablets,alloben,Null,tablet
allozem-nano antiseptic gel 75 ml,allozem-nano antiseptic,75 ml,gel
allur cream 50 gm,allur,50 gm,cream
allzyme max limitless 20 e.c. tab,allzyme max limitless,Null,tablet
almitat 0.05% cream 15 gm,almitat,0.05 %,cream
almitat 15gm cream,almitat,15 gm,cream
almitat cream,almitat,Null,cream
almitat ointment 15 gm,almitat,15 gm,ointment
almotrip forte 12.5mg 2 f.c. tabs.,almotrip forte,12.5 mg,tablet
aloclair mouth wash 250 ml,aloclair,250 ml,mouth wash
aloe vera weiser 5 hair ampoules 10 ml,aloe vera weiser,10 ml,hair ampoule
aloe vera with natural e 10 soft cap,aloe vera with natural e,Null,soft capsule
aloe vera with natural e 30soft cap,aloe vera with natural e,Null,soft capsule
aloe vera with panthenol weiser 5 hair ampoules 10 ml,aloe vera with panthenol weiser,10 ml,hair ampoule
aloejen vaginal douche 200 ml,aloejen,200 ml,vaginal douche
aloekita anti-dandruff shampoo 200ml,aloekita anti-dandruff,200 ml,shampoo
aloekita ds hair shampoo 250 ml,aloekita ds hair,250 ml,shampoo
aloekita hair conditioner 200ml,aloekita,200 ml,hair conditioner
aloekita hair mask 200 gm,aloekita,200 gm,hair mask
aloekita hair shampoo 200ml,aloekita,200 ml,hair shampoo
aloekita hair spray 200 ml,aloekita,200 ml,hair spray
alojoba hair cream 250 gm,alojoba,250 gm,hair cream
alojoba hair oil 120 ml,alojoba,120 ml,hair oil
alojoba hair serum 120 ml,alojoba,120 ml,hair serum
alojoba hair shampoo 120 ml,alojoba,120 ml,hair shampoo
alojoba hair shampoo 250 ml,alojoba,250 ml,hair shampoo
alomide 1mg/ml eye drops 5 ml,alomide,1 mg/ml,eye drops
alopanthen hair lotion 190ml,alopanthen,190 ml,hair lotion
alopanthen hair shampoo 215 ml,alopanthen,215 ml,hair shampoo
aloreed oint. 20 gm,aloreed,20 gm,ointment
alotov  30 pieces,alotov,Null,Null
alovenol hair lotion 120 ml,alovenol,120 ml,hair lotion
alover 30 chew. pieces,alover,Null,Null
alovision hair lotion 120ml,alovision,120 ml,hair lotion
aloxi 0.25mg/5ml vial for i.v.,aloxi,0.25 mg/5 ml,vial
alpecin active shampoo a1 for normal or dry scalp 250 ml (n/a),alpecin active shampoo a1,250 ml,shampoo
alpecin active shampoo a2 for oily scalp 250 ml (n/a),alpecin active shampoo a2,250 ml,shampoo
alpecin anti-dandruff shampoo a3 250 ml (n/a),alpecin anti-dandruff shampoo a3,250 ml,shampoo
alpecin caffeine liquid 200 ml (n/a,alpecin caffeine,200 ml,liquid
alpecin caffeine liquid 200 ml (n/a),alpecin caffeine,200 ml,liquid
alpecin caffeine shampoo c1 250 ml (n/a),alpecin caffeine shampoo c1,250 ml,shampoo
alpecin double-effect caffeine shampoo 250 ml (n/a,alpecin double-effect caffeine shampoo,250 ml,shampoo
alpecin double-effect caffeine shampoo 250 ml (n/a),alpecin double-effect caffeine shampoo,250 ml,shampoo
alpecin sensitive shampoo s1 250 ml (n/a),alpecin sensitive shampoo s1,250 ml,shampoo
alpetigo 1% top. oint. 15 gm,alpetigo,1 %,ointment
alpha drink 20 sachets,alpha drink,Null,sachet
