original_name,drug_name,dose,form
carlol-v 6.25mg 30 f.c.tab,carlol-v,6.25mg,tab
carly tea 30 bags,carly tea,0,bags
carmela 50gm cream,carmela,50gm,cream
carminex 6 eff. sachets,carminex,0,eff. sachets
carminex syrup 120ml,carminex,120ml,syrup
carmipret 30 caps.,carmipret,0,caps
carmurit-t 20 tabs.,carmurit-t,0,tabs
carni fuel (l- carnitin ) 1000mg syrup,carni fuel (l- carnitin ),1000mg,syrup
carnicolin 60ml oral suspension,carnicolin,60ml,oral suspension
carnitine 1gm/5ml 5 amp. i.v.,carnitine,1gm/5ml,amp. i.v.
carnitine 30% oral drops 60 ml,carnitine,30%,oral drops
carnitol 1gm/5ml 5 amp. i.v.,carnitol,1gm/5ml,amp. i.v.
carnitol 30% syrup 60ml,carnitol,30%,syrup
carnitol 500mg 30 caps,carnitol,500mg,caps
carnitol plus 1000/50mg 20 f.c. tablets,carnitol plus,1000/50mg,tablets
carnivita 1gm/5ml 5 i.v. amp.,carnivita,1gm/5ml,i.v. amp.
carnivita 30% oral solution 60 ml,carnivita,30%,oral solution
carnivita advance men 30 sachets,carnivita advance men,0,sachets
carnivita advance women 30 sachets,carnivita advance women,0,sachets
carnivita chewable tab 30 tab,carnivita,0,chewable tab
carnivita forte 30 f.c. tab,carnivita forte,0,tab
carno cream 50 gm,carno,50 gm,cream
caro 20 pieces,caro,0,pieces
carogix 30 tabs,carogix,0,tabs
carol cream 50 gm,carol,50 gm,cream
caroline vaginal douche 150 ml,caroline,150 ml,vaginal douche
caroscal 30 tab.,caroscal,0,tab
carosky cream,carosky,0,cream
carti-toon 30 tabs,carti-toon,0,tabs
cartilgin 20 caps,cartilgin,0,caps
cartino 10 sachets,cartino,0,sachets
cartino plus 20 capsules,cartino plus,0,capsules
cartiofen 30 f.c.tabs,cartiofen,0,tabs
cartiofen 50 f.c.tabs,cartiofen,0,tabs
cartisamine 30 caps.,cartisamine,0,caps
cartiswab 1000mg/10ml 20 unidose oral soln.* 10 ml,cartiswab,1000mg/10ml,oral soln.
cartizad 30 tab,cartizad,0,tab
cartula 10 sachets,cartula,0,sachets
carty 30 pieces,carty,0,pieces
carvedilol 25mg 30 tab,carvedilol,25mg,tab
carvena 12.5mg 10 f.c.tab.,carvena,12.5mg,tab
carvid 25mg 20 tab.,carvid,25mg,tab
carvid 25mg 30 tab.,carvid,25mg,tab
carvid 6.25mg 20 tab.,carvid,6.25mg,tab
carvid 6.25mg 30 tab.,carvid,6.25mg,tab
carviloc 25mg 20 scored tabs.,carviloc,25mg,scored tabs
carvipress 12.5mg 20 tab.,carvipress,12.5mg,tab
carvipress 25mg 20 scored tab.,carvipress,25mg,scored tab
carvipress 6.25mg 20 scored tab.,carvipress,6.25mg,scored tab
cascade vag.douche 240 ml,cascade,240 ml,vag.douche
