original_name,drug_name,dose,form
disprelone-od 5mg 30 orodispersable tabs.,disprelone-od,5mg,tabs
dissenten 2mg 15 compresse,dissenten,2mg,compresse
dist. water 2cc 100 amp,dist. water,2cc,amp
distalgesic co- proxamol 100 tab,distalgesic co- proxamol,0,tab
distocide 600mg 4 f.c.tab.,distocide,600mg,tab
district hair lotion 100 ml,district hair lotion,100 ml,lotion
ditropan 21 tab,ditropan,0,tab
diurex 2.5mg 30 sugar coated tab.,diurex,2.5mg,tab
diusex 20mg/2ml 5 amp.,diusex,20mg/2ml,amp
diusex 40mg/2ml 5 amp.,diusex,40mg/2ml,amp
diva ultra guard 500 ml,diva ultra guard,500 ml,0
divakote 250mg 20 e.r. tab.,divakote,250mg,tab
divakote 250mg 30 e.r. tab.,divakote,250mg,tab
divakote 500mg 20 e.r. tab.,divakote,500mg,tab
divanoxa 10 sachets,divanoxa,0,sachets
divido 75mg 30 dual release caps.,divido,75mg,caps
diviton a&e 30 chewable tab.,diviton a&e,0,tab
diviton-d 200 i.u./drop oral drops 10 ml,diviton-d,200 i.u./drop,oral drops
diviton-d forte 10.000 i.u./ml oral drops 20 ml,diviton-d forte,10.000 i.u./ml,oral drops
divozine cream 30 gm,divozine,30 gm,cream
divozine topical lotion 120 ml,divozine,120 ml,lotion
dixvit 10.000 i.u. 30 tabs.,dixvit,10.000 i.u.,tabs
dizirest b6 20 tab.,dizirest b6,0,tab
dmae 100 mg 100 caps. (illegal import),dmae,100 mg,caps
do-spa 40mg 20 tab.,do-spa,40mg,tab
do-spa 40mg/2ml 5 amp.,do-spa,40mg/2ml,amp
dobuject 250mg/5ml 5 amp.,dobuject,250mg/5ml,amp
dobutamine 250mg/5ml 5 amps. for i.v. inf.,dobutamine,250mg/5ml,amps
dobutamine hameln 12.5mg/ml 20 ml vial i.v. inf. (hospital price),dobutamine hameln,12.5mg/ml,vial
dobutamine hcl 250mg/20ml vial i.v. inf.,dobutamine hcl,250mg/20ml,vial
dobutamine mylan 250mg/20ml 10 amp.,dobutamine mylan,250mg/20ml,amp
dobutrex solution 250 mg vial,dobutrex,250 mg,solution
docavarico 10 mg/2ml 5 i.v. amps.,docavarico,10 mg/2ml,amps
docavarico 20 mg 5 i.v. amps.,docavarico,20 mg,amps
docelin 50 pieces,docelin,0,0
docetax injection concentrate 20mg/0.5ml (120mg) vial,docetax injection concentrate,20mg/0.5ml,vial
docetax injection concentrate 20mg/0.5ml (20mg) vial,docetax injection concentrate,20mg/0.5ml,vial
docetax injection concentrate 20mg/0.5ml (80mg) vial,docetax injection concentrate,20mg/0.5ml,vial
docetaxel filaxis 20mg/0.5ml vial,docetaxel filaxis,20mg/0.5ml,vial
docetaxel filaxis 80mg/2ml vial,docetaxel filaxis,80mg/2ml,vial
docetaxel sandoz 20mg/2ml conc. for i.v. inf. vial,docetaxel sandoz,20mg/2ml,vial
docetaxel sandoz 80mg/8ml conc. for i.v. inf. vial,docetaxel sandoz,80mg/8ml,vial
docozan 10% top. cream 15 gm,docozan,10%,cream
docusate sodium (mup) 100 mg 10 s.g. caps.,docusate sodium (mup),100 mg,caps
dogmapride 50mg 30 caps.,dogmapride,50mg,caps
dogmapride fort 200mg 30 tab,dogmapride fort,200mg,tab
dogmatil 50mg 30 caps.,dogmatil,50mg,caps
dogmatil fort 200mg 10 tab,dogmatil fort,200mg,tab
dolabactin 400 mg 5 f.c.tab.,dolabactin,400 mg,tab
dolarex massage gel 100 gm,dolarex massage gel,100 gm,gel
