original_name,drug_name,dose,form
univit syrup 100 ml,univit,100 ml,syrup
unizefo syrup 120 ml,unizefo,120 ml,syrup
unizithrin 100mg/5ml susp. 30ml,unizithrin,100mg/5ml,susp.
unizithrin 200mg/5ml susp. 30ml,unizithrin,200mg/5ml,susp.
unizithrin 500mg 3 caps.,unizithrin,500mg,caps.
unizithrin 500mg 6 caps.,unizithrin,500mg,caps.
unizithrocure 200mg/5ml pd. for oral susp. 15ml,unizithrocure,200mg/5ml,pd. for oral susp.
unocron mr 30mg 30 tabs.,unocron mr,30mg,tabs.
unocron mr 60mg 30 tabs.,unocron mr,60mg,tabs.
unovit syrup 120 ml,unovit,120 ml,syrup
unsiatem 120 mg 30 tabs.,unsiatem,120 mg,tabs.
unsiatem 40mg 30 tabs.,unsiatem,40mg,tabs.
unsiatem 80 mg 30 tabs.,unsiatem,80 mg,tabs.
update body oil 60 ml,update body,60 ml,oil
upi mass anabolic 20 tab,upi mass anabolic,0,tab
upi mass anabolic 500 gm,upi mass anabolic,500 gm,0
upica 30 caps,upica,0,caps
upsa-c vitamin c 500mg eff,upsa-c vitamin c,500mg,eff
uptolax intimate feminine wash 250 ml,uptolax intimate feminine,250 ml,wash
uptravi 1000 mcg 60 f.c.tabs.,uptravi,1000 mcg,tabs.
uptravi 1200 mcg 60 f.c.tabs.,uptravi,1200 mcg,tabs.
uptravi 1400 mcg 60 f.c.tabs.,uptravi,1400 mcg,tabs.
uptravi 1600 mcg 60 f.c.tabs.,uptravi,1600 mcg,tabs.
uptravi 200 mcg 140 f.c.tabs.,uptravi,200 mcg,tabs.
uptravi 200 mcg 60 f.c.tabs.,uptravi,200 mcg,tabs.
uptravi 400 mcg 60 f.c.tabs.,uptravi,400 mcg,tabs.
uptravi 600 mcg 60 f.c.tabs.,uptravi,600 mcg,tabs.
uptravi 800 mcg 60 f.c.tabs.,uptravi,800 mcg,tabs.
ur-aid eff. granul. 12 sachets (n/a),ur-aid,0,eff. granul.
ur-c oral drops 15 ml,ur-c,15 ml,oral drops
ur-d 200 i.u./ml oral drops 25 ml,ur-d,200 i.u./ml,oral drops
ur-d 5000 i.u. 30 caps.,ur-d,5000 i.u.,caps.
uraid-n eff. granul. 12 sachets,uraid-n,0,eff. granul.
ural eff. granules 6 sachets,ural,0,eff. granules
uralyt-u eff. granules 280 mg,uralyt-u,280 mg,eff. granules
urbason retard 4mg 10 tab. (n/a),urbason retard,4mg,tab.
ure-glycerin cream 50 gm,ure-glycerin,50 gm,cream
urecare 10% cream 30 gm,urecare,10%,cream
urelia 10 cream 150ml,urelia 10,150 ml,cream
urelia 50 balm 40 ml,urelia 50,40 ml,balm
urelia gel 200 ml,urelia,200 ml,gel
uremel 100ml cream,uremel,100ml,cream
urepar 10% foot cream 200 ml,urepar,10%,foot cream
urepar body cream 200 ml,urepar body,200 ml,cream
urero 30 chocolate pieces,urero,0,chocolate pieces
urgeleve 1 mg 28 f.c. tabs.,urgeleve,1 mg,tabs.
urgent cream 75 gm,urgent,75 gm,cream
urgent massage cream 50,urgent massage,50 mg,cream
urgent plus cream 50gm,urgent plus,50gm,cream
urginafect 10mg 20 f.c. tab,urginafect,10mg,tab
