original_name,drug_name,dose,form
vaxato 15 mg 30 tabs.,vaxato,15 mg,tabs
vaxato 2.5mg 30 tabs,vaxato,2.5mg,tabs
vaxato 20 mg 30 tabs.,vaxato,20 mg,tabs
vaxigrip tetra 15mcg/0.5ml prefilled syringe,vaxigrip tetra,15mcg/0.5ml,prefilled syringe
vcon intimate feminine gel 50 ml,vcon intimate feminine,50 ml,gel
vecovartec 20mg 21 f.c. tabs.,vecovartec,20mg,tabs
vecovartec plus 20/12.5mg 21 f.c. tab.,vecovartec plus,20/12.5mg,tab
vecovartec plus 40/12.5mg 21 f.c.tab.,vecovartec plus,40/12.5mg,tab
vecovartec plus 40/12.5mg 28 f.c. tab.,vecovartec plus,40/12.5mg,tab
vectibix 100mg/5ml vial,vectibix,100mg/5ml,vial
vectibix 400mg/20ml vial,vectibix,400mg/20ml,vial
vedge 500mg 30 enteric coated s.r. tab.,vedge,500mg,enteric coated s.r. tab
vedge 5gm/100ml syrup 100ml,vedge,5gm/100ml,syrup
vedipex 30 tabs,vedipex,0,tabs
vedocard 3.125mg 30 f.c. tabs.,vedocard,3.125mg,tabs
vedraphenal 1 gm/100ml soln. for iv inf.,vedraphenal,1 gm/100ml,soln. for iv inf.
vedraphenal 500mg/50ml soln. for iv inf.,vedraphenal,500mg/50ml,soln. for iv inf.
vee biotin 10.000 mcg 30 caps.,vee biotin,10 mcg,caps
vee biotin 10.000 mcg 60 caps.,vee biotin,10 mcg,caps
vee care 30 caps.,vee care,0,caps
vee care 60 caps.,vee care,0,caps
vee hair 30 tabs.,vee hair,0,tabs
vee hair 60 tabs.,vee hair,0,tabs
vee melatonin 3 mg 10 tabs.,vee melatonin,3 mg,tabs
vee melatonin 3 mg 30 tabs.,vee melatonin,3 mg,tabs
vee melatonin 5 mg 10 tabs.,vee melatonin,5 mg,tabs
vee melatonin 5 mg 30 tabs.,vee melatonin,5 mg,tabs
vee melatonin s.r. 3 mg 10 tabs.,vee melatonin s.r.,3 mg,tabs
vee melatonin s.r. 3 mg 30 tabs.,vee melatonin s.r.,3 mg,tabs
vee melatonin s.r. 5 mg 10 tabs.,vee melatonin s.r.,5 mg,tabs
vee melatonin s.r. 5 mg 30 tabs.,vee melatonin s.r.,5 mg,tabs
vee skin 30 caps.,vee skin,0,caps
vee white 30 caps.,vee white,0,caps
vega 100 mg 30 tab (american),vega,100 mg,tab
vega 100 mg 4 tab (jet),vega,100 mg,tab
vega 100 mg 5 tab (asia),vega,100 mg,tab
vega 100 mg 5 tab (jet),vega,100 mg,tab
vega 100mg,vega,100mg,0
vega 100mg 4 tabs,vega,100mg,tabs
vega 100mg jet,vega jet,100mg,0
vega 100mg lozenges,vega,100mg,lozenges
vega 50mg 4 tab,vega,50mg,tab
vegapantin 50mg/ml syp. 120 ml,vegapantin,50mg/ml,syp
vegapantin 600mg 30 dividable f.c. tabs.,vegapantin,600mg,dividable tabs
vegaskine compound 5 rectal supp.,vegaskine compound,0,rectal supp
vegaskine paediatric 5 rectal supp.,vegaskine paediatric,0,rectal supp
vegaskine syrup 120ml,vegaskine,120ml,syrup
vegaskine-d 20 tab.,vegaskine-d,0,tab
vegaskine-d 240 tabs.,vegaskine-d,0,tabs
vegro 120 mg 4 tab,vegro,120 mg,tab
