original_name,drug_name,dose,form
santabiota oral drops 15 ml,santabiota,15 ml,oral drops
santaflata oral drops 10 ml,santaflata,10 ml,oral drops
santanerva 10 capsules,santanerva,10 mg,capsules
santasea 180 ml syrup,santasea,180 ml,syrup
santatone 20 capsules,santatone,20 mg,capsules
santevita 120 ml syrup,santevita,120 ml,syrup
santo dermal care cream,santo dermal care,0,cream
santorin 10 sachets,santorin,10 mg,sachets
santorin 30 sachets,santorin,30 mg,sachets
santrone 20mg/10ml vial for i.v. inf.,santrone,20mg/10ml,vial
sanvali soap 100 gm,sanvali soap,100 gm,soap
sanzal spray cream 75 gm,sanzal,75 gm,spray cream
sanzalera 120 mg 14 f.c. tab.,sanzalera,120 mg,tab.
sanzalera 180mg 14 f.c. tab.,sanzalera,180mg,tab.
sapasmo amp,sapasmo,0,amp
sarablock 160/25mg 10 f.c. tabs.,sarablock,160/25mg,tabs.
sarangiot 80 mg 14 caps.,sarangiot,80 mg,caps.
sarangiot plus 160/12.5mg 10 f.c. tab.,sarangiot plus,160/12.5mg,tab.
sarcozide 16/12.5mg 20 tabs.,sarcozide,16/12.5mg,tabs.
saricmineindawa 30 caps,saricmineindawa,30 mg,caps
sartaless 300 mg 14tab,sartaless,300 mg,tab
sartaless 300mg 14 scored tab.,sartaless,300mg,tab.
sate cream 50 gm,sate,50 gm,cream
satenafil 100 mg 16 f.c. tabs.,satenafil,100 mg,tabs.
sativonorm 500/30 mg 10 tabs.,sativonorm,500/30 mg,tabs.
satogler 10mg 30 f.c. tabs.,satogler,10mg,tabs.
satogler 20mg 30 f.c. tabs.,satogler,20mg,tabs.
satoslim 30 caps,satoslim,30 mg,caps
satostela 20 tablets,satostela,20 mg,tablets
savanna 20 sachets,savanna,20 mg,sachets
savanna 2gm 10 sachets,savanna,2gm,sachets
savapran 5 mg 20 f.c. tabs.,savapran,5 mg,tabs.
savapran 7.5 mg 20 f.c. tabs.,savapran,7.5 mg,tabs.
savelast 70 ml nasal spray,savelast,70 ml,nasal spray
savi kids 50 gm cream,savi kids,50 gm,cream
savi ostage 30 tab.,savi ostage,30 mg,tab.
savi scar gel 30 gm,savi scar,30 gm,gel
savi sol 200 ml feminine cleanser,savi sol,200 ml,feminine cleanser
savibleed 500 mg 20 f.c tab.,savibleed,500 mg,tab.
savibleed 500mg/5ml 5 amp.,savibleed,500mg/5ml,amp.
savicum 100 ml syrup,savicum,100 ml,syrup
savlon antiseptic solution 120 ml,savlon antiseptic,120 ml,solution
savlon antiseptic solution 250 ml,savlon antiseptic,250 ml,solution
savlon antiseptic solution 500 ml,savlon antiseptic,500 ml,solution
savlon disifectant solution,savlon disifectant,0,solution
savlosept 120 ml solution,savlosept,120 ml,solution
savlosept 3gm/100ml (125ml) solution,savlosept,3gm/100ml,solution
savlotec 120ml antiseptic,savlotec,120ml,antiseptic
savlotec antiseptic (120ml) solution,savlotec antiseptic,120ml,solution
savlotec antiseptic (4000ml) solution,savlotec antiseptic,4000ml,solution
