original_name,drug_name,dose,form
lergopan 5 mg 10 f.c.tab.,lergopan,5 mg,tab
lescol 40 mg 14 cap,lescol,40 mg,cap
lescol xl 80 mg 28 tablets,lescol xl,80 mg,tablets
lescol xl 80mg 28 f.c.tablets,lescol xl,80mg,tablets
lessuric 100 mg 20 tab,lessuric,100 mg,tab
lessuric 100mg 20 tab.,lessuric,100mg,tab
lessuric 300 mg 12 tab,lessuric,300 mg,tab
lessuric 300mg 12 tab.,lessuric,300mg,tab
letracitolin120ml syrup,letracitolin,120ml,syrup
letridone 20 unidose oral soln. x 5 ml,letridone,5 ml,oral soln
letrotume 2.5 mg 28 tabs.(n/a yet),letrotume,2.5 mg,tab
letrozol 2.5 mg 30 f.c.tabs.,letrozol,2.5 mg,tab
letrozole 2.5 mg 10 f.c.tabs.,letrozole,2.5 mg,tab
leucomax 300 mg 1 vial,leucomax,300 mg,vial
leucomax 400 mg 1 vial,leucomax,400 mg,vial
leuconil 150 mcg lyophilized vial,leuconil,150 mcg,vial
leuconil 300mcg lyophilized vial,leuconil,300mcg,vial
leuconil 500mcg lyophilized vial,leuconil,500mcg,vial
leucovorin calcium 100 mg vial 10 ml,leucovorin calcium,100 mg,vial
leukeran 2mg 25 f.c. tabs.,leukeran,2mg,tab
leunase 10000 i.u. vial,leunase,10000 i.u.,vial
leupro-sandoz 1-month-depot 1 syringe,leupro-sandoz,0,syringe
leupro-sandoz 3-month-depot 1 syringe,leupro-sandoz,0,syringe
leva 10 sachets,leva,0,sachet
leva joint 30 f.c. tabs.,leva joint,0,tab
levacol 250mg 1000cap,levacol,250mg,cap
levado 20 cap,levado,0,cap
levado plus 20 cap,levado plus,0,cap
levamerc 20 capsules,levamerc,0,capsules
levamisole 40 mg-3tab (coated),levamisole,40 mg,tab
levamisole 40mg 3 tab.,levamisole,40mg,tab
levamisole 40mg/5ml syrup 15ml,levamisole,40mg/5ml,syrup
levamisole syrup 15 ml,levamisole,0,syrup
levanic 500mg 5 f.c. tab.,levanic,500mg,tab
levanic 500mg 7 f.c. tab.,levanic,500mg,tab
levanic 750 mg 5 tab,levanic,750 mg,tab
levanox n 20 caps.,levanox n,0,cap
levasyl 30 sachet,levasyl,0,sachet
levatech 20 caps.,levatech,0,cap
levatone  20 capsules,levatone,0,capsules
levatone n 20 capsules,levatone n,0,capsules
levatotrue 30 cap,levatotrue,0,cap
levavit 20 caps.,levavit,0,cap
levcet 2.5mg/5ml syrup 120 ml,levcet,2.5mg/5ml,syrup
levcet 5mg 20 tab.,levcet,5mg,tab
levcet 5mg/ml oral drops 20 ml,levcet,5mg/ml,drops
levectam 1000 mg 10 f.c. tabs.,levectam,1000 mg,tab
levectam 1000 mg 20 f.c.tabs.,levectam,1000 mg,tab
levectam 100mg/ml syrup 120 ml,levectam,100mg/ml,syrup
levectam 250 mg 10 f.c. tabs.,levectam,250 mg,tab
