original_name,drug_name,dose,form
toux syrup 120 ml,toux,120 ml,syrup
tova guard 70% spray 120 ml,tova guard,70%,spray
tova guard sanitizer gel 250ml,tova guard sanitizer,0,gel
tova guard sanitizer gel 50ml,tova guard sanitizer,0,gel
tovaslim  24 sachets,tovaslim,0,sachets
towgiria 20 caps,towgiria,0,caps
tr- iodine 2.5 % 60 ml صبغة يود,tr- iodine,2.5 %,0
tracrium 25mg 5 amp.,tracrium,25mg,amp
tracrium 50 mg 5 amps.,tracrium,50 mg,amps
tractocile 7.5mg/ml i.v. conc. vial 5 ml,tractocile,7.5mg/ml,vial
tractocile 7.5mg/ml i.v. vial 0.9 ml,tractocile,7.5mg/ml,vial
tradocan forte 8mg 20 lozenges,tradocan forte,8mg,lozenges
tradocan forte 8mg lozenges,tradocan forte,8mg,lozenges
trafitz 20 tab,trafitz,0,tab
trajenta 5 mg 30 tabs.,trajenta,5 mg,tabs
trama s.r. 100mg 20 f.c. tab.,trama s.r.,100mg,tab
tramacet 20 f.c. tabs.,tramacet,0,tabs
tramadol 100mg/2ml 3 amp.,tramadol,100mg/2ml,amp
tramadol 50mg 20 caps,tramadol,50mg,caps
tramal 100mg/2ml 3 amp.,tramal,100mg/2ml,amp
tramal 100mg/2ml 3 amps,tramal,100mg/2ml,amps
tramal 100mg/ml oral drops. 10 ml,tramal,100mg/ml,oral drops
tramal 50mg 20 caps.,tramal,50mg,caps
tramax 50 mg 30 caps.,tramax,50 mg,caps
tramozal 50 gm gel,tramozal,50 gm,gel
tramundin 100mg s.r. 10 tab.,tramundin s.r.,100mg,tab
tramundin 150mg s.r. 10 tab.,tramundin s.r.,150mg,tab
tramundin 200mg s.r. 10 tab.,tramundin s.r.,200mg,tab
trandate 200mg 25 tablets,trandate,200mg,tablets
trandoged 1 mg 10 f.c. tabs.,trandoged,1 mg,tabs
trandoged 2 mg 10 f.c. tabs.,trandoged,2 mg,tabs
tranex 500mg 30 tab.,tranex,500mg,tab
tranexene 5 mg 30 caps. (n/a),tranexene,5 mg,caps
tranquomon 10 tabs.,tranquomon,0,tabs
tranquomon 200 mg 20 tab,tranquomon,200 mg,tab
transpire deodorant spray 60 ml,transpire deodorant,0,spray
tranxene 10 mg 10 cap,tranxene,10 mg,cap
tranxene 5 mg 30 cap,tranxene,5 mg,cap
trasylol 500.000 i u 1 amp 50 ml,trasylol,500.000 i u,amp
trathesia 10 mg/ml (50mg) (5amps.) i.v. inj. & inf.,trathesia,10 mg/ml,inj.
traumaplant 10gm/100gm top. cream 30gm,traumaplant,10gm/100gm,cream
travatan 0.004% eye drops 2.5 ml,travatan,0.004%,eye drops
travatan 2ml eye drops,travatan,0,eye drops
traveria 200 mg 10 f.c. tab.,traveria,200 mg,tab
traveria 550 mg 30 f.c. tab.,traveria,550 mg,tab
traviguard 200 mg 20 f.c. tabs.,traviguard,200 mg,tabs
travocort 10gm oint,travocort,10gm,oint
travodermal topical cream 15 gm,travodermal,0,topical cream
travodermal topical cream 30 gm,travodermal,0,topical cream
travogen 1 % 20 gm cream,travogen,1 %,cream
