original_name,drug_name,dose,form
hairowth hair lotion 150 ml,hairowth hair,150 ml,lotion
hairowth hair oil 100 ml,hairowth hair,100 ml,oil
hairowth hair shampoo 200 ml,hairowth hair,200 ml,shampoo
hairtonic 60 caps.,hairtonic,60 caps,caps
hairtopia hair oil 120 ml,hairtopia hair,120 ml,oil
hairvit 120 ml syrup,hairvit,120 ml,syrup
hairvit 20 tab,hairvit,20 tab,tab
hairvogine 30 tabs.,hairvogine,30 tabs,tabs
hairvogine hair lotion 10 vials x 10 ml,hairvogine hair,10 ml,lotion
hairvogine hair lotion 100 ml,hairvogine hair,100 ml,lotion
hairvogine thickening conditioner 200 ml,hairvogine thickening,200 ml,conditioner
hairvogine thickening shampoo 200 ml,hairvogine thickening,200 ml,shampoo
hala jo 30 gm gel,hala jo,30 gm,gel
hala scope 30 ml gel,hala scope,30 ml,gel
halamo agar 10 sachet,halamo agar,10 sachet,sachet
halaven 1 mg/2ml i.v. vial,halaven,1 mg/2ml,i.v. vial
haldol decanoas 50 mg/ml amp,haldol decanoas,50 mg/ml,amp
half ringer lactate 500ml p.infusion,half ringer lactate,500 ml,p.infusion
half ringer lactate-dextrose 500ml p.inf.,half ringer lactate-dextrose,500 ml,p.inf.
haliborange 30 tab,haliborange,30 tab,tab
haliborange syrup 250ml,haliborange,250ml,syrup
hallon cream 30 gm,hallon,30 gm,cream
halnide 400 mcg 60 inhalation caps. + inhaler,halnide,400 mcg,inhalation caps
halo seas 120 ml syrup,halo seas,120 ml,syrup
halokid 60 gm cream,halokid,60 gm,cream
halolan30 gm cream,halolan,30 gm,cream
halonace 1.5 mg 10 tab.,halonace,1.5 mg,tab
halonace 2mg/ml ped.drops 10 ml,halonace,2mg/ml,ped.drops
halonace 5 mg 10 tabs.,halonace,5 mg,tabs
halonace 5mg/ml i.m./i.v.amp.,halonace,5mg/ml,i.m./i.v.amp.
haloperidol 10mg/ml oral drops 10 ml(n/a),haloperidol,10mg/ml,oral drops
haloperidol 5mg/ml i.m. 5 amps.,haloperidol,5mg/ml,amps
haloperidol retard 100mg/ml i.m. amp.,haloperidol retard,100mg/ml,i.m. amp.
haloperidol retard 50mg/ml i.m.amp.,haloperidol retard,50mg/ml,i.m.amp.
haloprol 5mg/ml i.m. 3 amp.,haloprol,5mg/ml,amp
haloprol decanoas 100mg/ml 5 amp.,haloprol decanoas,100mg/ml,amp
halorange 30 caps.,halorange,30 caps,caps
halorange plus 24 caps.,halorange plus,24 caps,caps
halorange syrup 120 ml,halorange,120 ml,syrup
halorange syrup 60 ml,halorange,60 ml,syrup
halosoft 120 ml lotion,halosoft,120 ml,lotion
halothane (100ml) inhaler.,halothane,100ml,inhaler
halothane (250ml) inhaler.,halothane,250ml,inhaler
halothane b.p 2003 inhaler soln. 100 ml,halothane b.p 2003,100 ml,inhaler soln.
halothane inhaler 250 ml,halothane,250 ml,inhaler
halothane-mottahedoon inhaler 100 ml,halothane-mottahedoon,100 ml,inhaler
halothane-pharco inhaler 100 ml,halothane-pharco,100 ml,inhaler
halothane-pharco inhaler 250ml,halothane-pharco,250ml,inhaler
hamalia hair cream,hamalia hair,0,cream
hamelis 5.35gm/100gm cream 20 gm,hamelis,5.35gm/100gm,cream
