original_name,drug_name,dose,form
prisoline  eye/nasal drops 15 ml,prisoline,15 ml,drops
prisoline blue eye drops 10 ml,prisoline blue,10 ml,drops
prisoline zinc eye drops 15 ml,prisoline zinc,15 ml,drops
pristimood 50 mg 20 sust. rel. f.c. tab.,pristimood,50 mg,tab
pristiq 50mg 30 ext. rel. tab,pristiq,50mg,tab
privacond eye drops 15 ml,privacond,15 ml,drops
privanork 200mg 40 tab,privanork,200mg,tab
privigen 2.5gm/25ml vial,privigen,2.5gm/25ml,vial
privigen 5gm/50ml vial,privigen,5gm/50ml,vial
privigin 5gm/50ml vial,privigin,5gm/50ml,vial
pro efu 120 ml syrup,pro efu,120 ml,syrup
pro hair lotion 250 ml,pro hair,250 ml,lotion
pro hair shampoo 180ml,pro hair,180ml,shampoo
pro lepo topical cream 30gm,pro lepo,30gm,cream
pro line cool cream 50 mg,pro line cool,50 mg,cream
pro moist lotion 120 ml,pro moist,120 ml,lotion
pro moist topical cream,pro moist,0,cream
pro pos cream 50 gm,pro pos,50 gm,cream
pro-s 20 f.c. tabs.,pro-s,20 mg,tabs
pro-shampoo 250 ml,pro-shampoo,250 ml,shampoo
pro-vit syrup 120 ml,pro-vit,120 ml,syrup
proact 10 sachets,proact,0,sachets
proact massage cream 50 gm,proact massage,50 gm,cream
proact mouth wash 250 ml,proact,250 ml,wash
proactive cream 30 gm,proactive,30 gm,cream
probactcin 2% top. cream 10 gm,probactcin,2%,cream
probar cream 50 gm,probar,50 gm,cream
probiontal 5 mg 10 tab.,probiontal,5 mg,tab
probiotic-10 - 25 billion 50 veg. caps. (now),probiotic-10,25 billion,caps
probric 10 mg 10 tab.,probric,10 mg,tab
probric 20 mg 10 tab.,probric,20 mg,tab
probric 5mg/5ml syrup 125ml,probric,5mg/5ml,syrup
procaine penicillin 400 000i.u (i.m.) vial,procaine penicillin,400000 i.u.,vial
procal 20 tablets,procal,0,tablets
procare 20 caps.,procare,0,caps
procidal 10% topical solution 200 ml,procidal,10%,solution
procidal 8.6% topical solution 200 ml,procidal,8.6%,solution
procoralan 5mg 28 f.c. tabs.,procoralan,5mg,tabs
procoralan 7.5mg 28 f.c. tabs.,procoralan,7.5mg,tabs
procrest lozenges 8 pieces,procrest,0,lozenges
proctan s.t. 30 caps,proctan s.t.,0,caps
procto-4 5 supp.,procto-4,0,supp
procto-4 cream 15 gm,procto-4,15 gm,cream
procto-4 cream 30 gm,procto-4,30 gm,cream
procto-glyvenol 10 supp.,procto-glyvenol,0,supp
procto-glyvenol topical cream 15 gm,procto-glyvenol,15 gm,cream
proctolidosine 5 supp.,proctolidosine,0,supp
proctolidosine cream 20 gm,proctolidosine,20 gm,cream
proctophar 5 supp.,proctophar,0,supp
proctosedyl 6 supp.,proctosedyl,0,supp
