original_name,drug_name,dose,form
ondogrand 24mg 10 tab.,ondogrand,24mg,tab
one a day 14 vitamins &minerals wom formula 90 tab,one a day vitamins &minerals wom formula,0,tab
one a day 21 vitamins &minerals men formula 90 ta,one a day vitamins &minerals men formula,0,ta
one a day complete multivitamin for womens 100tab,one a day complete multivitamin womens,0,tab
one a day kids complete sugar free 60chewable ta,one a day kids complete sugar free,0,chewable ta
one a day kids plus cal sugar free 50 tab,one a day kids plus cal sugar free,0,tab
one a day men formula 30 tab,one a day men formula,0,tab
one a day promotes heart &bone health 50plus 80,one a day promotes heart &bone health 50plus,0,0
one alpha 0.25mcg 30 caps,one alpha,0.25mcg,caps
one alpha 0.5 mcg 30 caps.,one alpha,0.5mcg,caps
one alpha 1 mcg 30 caps.,one alpha,1mcg,caps
one alpha 1mcg/ml 10 amps.,one alpha,1mcg/ml,amps
one alpha 2mcg/ml 10 amps.,one alpha,2mcg/ml,amps
one alpha 2mcg/ml oral drops 10ml,one alpha,2mcg/ml,oral drops
one alpha 2mcg/ml oral drops 20ml,one alpha,2mcg/ml,oral drops
one daily mens formula 100 tab,one daily mens formula,0,tab
one daily mens formula 250 tab,one daily mens formula,0,tab
one daily mens multivitamin 100 caplets (illegal import),one daily mens multivitamin,0,caplets
one fe one 120 ml syrup,one fe one,0,syrup
one tablet daily mens formula 90 ta,one tablet daily mens formula,0,ta
one tablet daily womens formula 90 ta,one tablet daily womens formula,0,ta
onebond wash for men [one bond],onebond wash men,0,0
oneceutik massage gel 50 gm,oneceutik massage,0,gel
oneferol bone 2800 i.u./ml oral drops 30 ml,oneferol bone,2800i.u./ml,oral drops
onex cream 60 gm,onex,0,cream
onex shampoo 125 ml,onex,0,shampoo
onglyza 2.5mg 30 tablets,onglyza,2.5mg,tablets
onglyza 5 mg 30 tablets,onglyza,5mg,tablets
onkotrone 20 mg vial (n/a),onkotrone,20mg,vial
onkotrone 2mg/ml vial,onkotrone,2mg/ml,vial
onsime 1 gm i.m/i.v vial,onsime,1gm,i.m/i.v vial
onsime 500mg i.m/i.v vial,onsime,500mg,i.m/i.v vial
ony hair lotion 120 ml,ony hair,0,lotion
ony hair oil 120 ml,ony hair,0,oil
ony hair shampoo 250 ml,ony hair,0,shampoo
oody d3 30ml drop,oody d3,0,drop
opdivo 100mg/10 ml i.v. vial,opdivo,100mg/10ml,i.v. vial
opdivo 40mg/4 ml i.v. vial,opdivo,40mg/4ml,i.v. vial
ophilocond 0.1% eye drops 5 ml,ophilocond,0.1%,eye drops
ophilocond forte 0.2% eye drops 5 ml,ophilocond forte,0.2%,eye drops
ophtamycetine 0.5% eye drops,ophtamycetine,0.5%,eye drops
ophtamycetine 0.5% eye drops.,ophtamycetine,0.5%,eye drops
ophtastat 0.25% eye drops 3 ml,ophtastat,0.25%,eye drops
ophtatrov 0.004% eye drops 2.5 ml,ophtatrov,0.004%,eye drops
ophtatrov plus 0.004%/0.5% eye drops 2.5 ml,ophtatrov plus,0.004%/0.5%,eye drops
ophthalin 1% intraocular pref. syringe,ophthalin,1%,intraocular pref. syringe
ophthalmolose sulfoselenium 2.5gm eye oint,ophthalmolose sulfoselenium,2.5gm,eye oint
opichestal syrup 120ml,opichestal,0,syrup
opicroceed 50 mg 10 f.c. tab.,opicroceed,50mg,tab
opikast 10 mg 14 scored f.c. tabs.,opikast,10mg,tabs
