original_name,drug_name,dose,form
apexidone 1mg/ml syrup 100 ml,apexidone,1 mg/ml,syrup
apexidone 2mg 20 f.c.tab.,apexidone,2 mg,tablet
apexidone 3mg 30 f.c.tab.,apexidone,3 mg,tablet
apexidone 4mg 30 f.c.tab.,apexidone,4 mg,tablet
aphro neo formula 20 cap,aphro neo formula,Null,capsule
aphrofemine 100mg 30 f.c. tabs,aphrofemine,100 mg,tablet
aphrogen boost 20 caps,aphrogen boost,Null,capsule
aphtarine oral gel 10 ml,aphtarine,Null,gel
aphthtab 2mg 20 buccal bioadhesive tab.,aphthtab,2 mg,buccal bioadhesive tablet
api med cream 40 gm,api med,40 gm,cream
api-care 40g cream,api-care,40 g,cream
api-care cream 25 gm,api-care,25 gm,cream
api-grow powder 10 sachets,api-grow,Null,powder
apic sun block cream 50+spf 60 gm,apic sun block,60 gm,cream
apic white cream 60 gm,apic white,60 gm,cream
apicorte forte 1% eye drops,apicorte forte,1 %,drops
apidone syrup 125ml,apidone,Null,syrup
apidra 100i.u./ml 5 cartiridges,apidra,100 I.U./ml,cartridge
apidra solostar 100i.u./ml 5 prefilled pens,apidra solostar,100 I.U./ml,pen
apifortyl 30 capsule,apifortyl,Null,capsule
apigent 0.1% top. cr. 15 gm,apigent,0.1 %,cream
apigent 3mg/gm eye/ear oint.,apigent,3 mg/gm,ointment
apigent 3mg/ml eye/ear drops 5 ml,apigent,3 mg/ml,drops
apigent-p eye/ear drops 5 ml,apigent-p,Null,drops
apigent-p eye/ear oint. 5 gm,apigent-p,5 gm,ointment
apilipex 10 mg 30 f.c.tab.,apilipex,10 mg,tablet
apilipex 20 mg 30 f.c.tab.,apilipex,20 mg,tablet
apilipex 30 mg 30 f.c. tab.,apilipex,30 mg,tablet
apilipex 5 mg 30 f.c.tab.,apilipex,5 mg,tablet
apimed 40 mg cream,apimed,40 mg,cream
apimed cream 20 gm,apimed,20 gm,cream
apipe 10 mg 30 tablets,apipe,10 mg,tablet
apipe 15 mg 30 tabs,apipe,15 mg,tablet
apixatrack 2.5 mg 30 f.c. tabs.,apixatrack,2.5 mg,tablet
apixatrack 5 mg 30 f.c. tabs,apixatrack,5 mg,tablet
apixol 0.5% eye drops 5 ml,apixol,0.5 %,drops
apo - calcitonin 200 i.u./meterd dose sprey,apo - calcitonin,200 I.U./meterd dose,spray
apo - mefloquine 250 mg 8 tab,apo - mefloquine,250 mg,tablet
apo-calcitonin 200 i.u./metered dose spray,apo-calcitonin,200 I.U./metered dose,spray
apo-desmopressin 10mcg/dose nasal spray 2.5 ml,apo-desmopressin,10 mcg/dose,spray
apo-lorazepam 2mg 10 tab,apo-lorazepam,2 mg,tablet
apo-lorazepam 2mg 100 tab,apo-lorazepam,2 mg,tablet
apo-lyptus 80 ml spray,apo-lyptus,Null,spray
apo-mefloquine 250 mg 8 tab.,apo-mefloquine,250 mg,tablet
apoflor 80 ml mouth spray,apoflor,Null,spray
apotamex 20mg 100 tab,apotamex,20 mg,tablet
appe-raise syrup 120 ml,appe-raise,Null,syrup
appegreek syrup 100 ml,appegreek,Null,syrup
appetizer syrup 120 ml,appetizer,Null,syrup
apple cider vinegar 120tab,apple cider vinegar,Null,tablet
