original_name,drug_name,dose,form
vascomedra 600mg 30 f.c. tab.,vascomedra,600mg,tab
vascon 1% oral drops 15 ml,vascon,1%,oral drops
vascon 5mg 20 tab.,vascon,5mg,tab
vascular 20mg 20 tab,vascular,20mg,tab
vascurest 500mg 30 f.c.tabs.,vascurest,500mg,tabs
vaseline oint 20 gm,vaseline,0,oint
vashe wound solution 118 ml,vashe wound,0,solution
vaslow 10/160/12.5mg 10 f.c. tab.,vaslow,10/160/12.5mg,tab
vaslow 5/160/12.5mg 10 f.c. tab.,vaslow,5/160/12.5mg,tab
vasocare 400mg s.r. 20 tab.,vasocare,400mg,tab
vasocontrol plus 5/12.5 mg 30 tabs.,vasocontrol plus,5/12.5mg,tabs
vasocontrol plus 5/25 mg 30 tabs.,vasocontrol plus,5/25mg,tabs
vasodarone 400 mg 30 f.c. tabs.,vasodarone,400mg,tabs
vasodarone 400 mg 30 f.c.tabs.,vasodarone,400mg,tabs
vasonorm 10mg 10 tab.,vasonorm,10mg,tab
vasonorm 5 mg 10 tab.,vasonorm,5mg,tab
vasopine 10 mg 10 tabs.,vasopine,10mg,tabs
vasopine 10 mg 30 tabs.,vasopine,10mg,tabs
vasopine 5 mg 30 tabs.,vasopine,5mg,tabs
vasopressin 5 amp,vasopressin,0,amp
vasorin 60mg/2ml 6 amps.,vasorin,60mg/2ml,amps
vasotal 100mg/5ml 1 amp.,vasotal,100mg/5ml,amp
vasotal 300mg/15ml amp.,vasotal,300mg/15ml,amp
vasotal 400mg sr 20 f.c. tabs.,vasotal,400mg,tabs
vasotec 40 mg 14 scored f.c. tabs.,vasotec,40mg,tabs
vasotec 80 mg 14 scored f.c. tabs.,vasotec,80mg,tabs
vasotrent 400 sr 20 f.c.tabs.,vasotrent,400mg,tabs
vasoxuprine 20mg 30 tab,vasoxuprine,20mg,tab
vastaflam 25mg 20 sugar c.tabs. (n/a),vastaflam,25mg,tabs
vastaflam 50mg 20 sugar coated tab.,vastaflam,50mg,tab
vastan 10 mg 7 tab,vastan,10mg,tab
vastan 20 mg 7 tab,vastan,20mg,tab
vastan 5 mg 7 tab,vastan,5mg,tab
vastarel mr 35mg 30 f.c.tab.,vastarel,35mg,tab
vastasiero 10mg 20 f.c. tabs.,vastasiero,10mg,tabs
vastasiero 20mg 20 f.c. tabs.,vastasiero,20mg,tabs
vastatinal 10/10mg 7 tab.,vastatinal,10/10mg,tab
vastatinal 10/20mg 7 tab.,vastatinal,10/20mg,tab
vastatinal 10/40mg 7 tab.,vastatinal,10/40mg,tab
vastodipine 5/10 mg 30 f.c. tabs.,vastodipine,5/10mg,tabs
vastodipine 5/20 mg 30 f.c. tabs.,vastodipine,5/20mg,tabs
vastor 20mg 20 f.c. tab.,vastor,20mg,tab
vatex cream 50 gm,vatex,0,cream
vatex soap 80 gm,vatex,0,soap
vatorpix 105 mg 30 tabs.,vatorpix,105mg,tabs
vatorpix 35 mg 30 tabs.,vatorpix,35mg,tabs
vatroca vit d3 20 pieces,vatroca vit d3,0,pieces
vavra b neuro 30 capsules,vavra b neuro,0,capsules
vavra d3 10 000 iu 30 caps,vavra d3,10000iu,caps
vaxato 10 mg 10 tabs.,vaxato,10mg,tabs
