original_name,drug_name,dose,form
zinco-safe 100 caps,zinco-safe,100 caps,caps
zincoderm topical cream 50 gm,zincoderm,50 gm,cream
zincoderm topical lotion 120ml,zincoderm,120 ml,lotion
zincofact cream 50 gm,zincofact,50 gm,cream
zincokid lotion 120 ml,zincokid,120 ml,lotion
zincold care 10 tab,zincold care,10 tab,tab
zincold care 7 tab,zincold care,7 tab,tab
zincolive lotion 60 ml,zincolive,60 ml,lotion
zincomez 120 ml syrup,zincomez,120 ml,syrup
zincomist 10mg/5ml syrup 120 ml,zincomist,10mg/5ml,syrup
zincomycin 10ml eye drops,zincomycin,10 ml,eye drops
zincomycin eye drops 10 ml,zincomycin,10 ml,eye drops
zincopan cream 60 gm,zincopan,60 gm,cream
zincopanthen topical cream 60 gm,zincopanthen,60 gm,cream
zincorex shampoo 200ml,zincorex,200 ml,shampoo
zincorhea 20 mg syrup 80 ml,zincorhea,20 mg,syrup
zincosil cream 20 gm,zincosil,20 gm,cream
zinctron 30 caps,zinctron,30 caps,caps
zinczon lotion,zinczon,0,lotion
zinex 12 sachets,zinex,12 sachets,sachets
zinex 20 sachet,zinex,20 sachet,sachet
zinex soothing cream,zinex,0,cream
zinforo 600 mg 10 powder for iv inf. vials,zinforo,600 mg,powder for iv inf. vials
zinforo 600 mg powder for iv inf. vial,zinforo,600 mg,powder for iv inf. vial
zinkacin 10 tabs,zinkacin,10 tabs,tabs
zinkeem 20 tabs.,zinkeem,20 tabs,tabs
zinnat 1.5gm vial,zinnat,1.5 gm,vial
zinnat 125mg 10 tab,zinnat,125 mg,tab
zinnat 125mg/5ml susp 50 ml,zinnat,125mg/5ml,susp
zinnat 250mg 10 tab,zinnat,250 mg,tab
zinnat 250mg vial,zinnat,250 mg,vial
zinnat 500mg 10 tab,zinnat,500 mg,tab
zinnat 750mg vial,zinnat,750 mg,vial
zino pro soothing cream 60 gm,zino pro,60 gm,cream
zinobacilly oral drops 10 ml,zinobacilly,10 ml,oral drops
zinol 1gm i.m./i.v. vial,zinol,1 gm,i.m./i.v. vial
zinol 250mg vial i. m/i.v,zinol,250 mg,vial
zinol 500 mg i.m./i.v. vial,zinol,500 mg,i.m./i.v. vial
zinotraval 25mg/5ml syp. 120 ml,zinotraval,25mg/5ml,syp
zintard 30 tabs,zintard,30 tabs,tabs
zintol cream 75 gm,zintol,75 gm,cream
zintol topical lotion 100 ml,zintol,100 ml,lotion
ziprasidel 40 mg 14 cap,ziprasidel,40 mg,cap
ziprasidel 40mg 14 caps.,ziprasidel,40 mg,caps
zira gel 20 gm,zira,20 gm,gel
zira topical gel 20 gm,zira,20 gm,gel
zisrocin 100mg/5ml susp. 30ml,zisrocin,100mg/5ml,susp
zisrocin 500mg 3 cap,zisrocin,500 mg,cap
zitazonium 10mg 30 tab,zitazonium,10 mg,tab
zithotrac 500 mg 3 tabs.,zithotrac,500 mg,tabs
