original_name,drug_name,dose,form
thimepro d3 30 ml drops,thimepro d3,30 ml,drops
thiodio 600mg 30 caps.,thiodio,600mg,caps
thiodio comb 600mg 30 tabs.,thiodio comb,600mg,tabs
thioglu 60 caps.,thioglu,60mg,caps
thiolkan 300mg 10 tab.,thiolkan,300mg,tab
thiolkan 600mg 10 tab.,thiolkan,600mg,tab
thionerv 300mg 20 tab.,thionerv,300mg,tab
thiopental 0.5g i.v. vial,thiopental,0.5g,vial
thiopental 1 gm i v vials,thiopental,1 gm,vials
thiopental sodium-eipico 1 gm vial,thiopental sodium-eipico,1 gm,vial
thiopental sodium-eipico 500 mg vial,thiopental sodium-eipico,500 mg,vial
thiopental sodium-up pharma 1 gm iv vial,thiopental sodium-up pharma,1 gm,vial
thiopental sodium-up pharma 500 mg iv vial,thiopental sodium-up pharma,500 mg,vial
thiophenicol 250mg 16 f.c. tab.,thiophenicol,250mg,tab
thiophenicol 750mg vial,thiophenicol,750mg,vial
thiotacid 300mg 30 tab.,thiotacid,300mg,tab
thiotacid 300mg 5 i.v. amp 10 ml,thiotacid,300mg,amp
thiotacid 600 original 20 f.c. tabs,thiotacid,600mg,tabs
thiotacid 600 original 30 tab.,thiotacid,600mg,tab
thiotacid 600mg 20 f.c.tab,thiotacid,600mg,tab
thiotacid compound 300mg 30 caps,thiotacid compound,300mg,caps
thiotacid compound 600 mg 30 f.c.caplets,thiotacid compound,600 mg,caplets
thiotacid compound 600mg 20 tab.,thiotacid compound,600mg,tab
thiotex 300mg 30 caps.,thiotex,300mg,caps
thiotex forte 600mg 20 caps,thiotex forte,600mg,caps
thiozin 100 mg 20 f.c. tabs.,thiozin,100 mg,tabs
thiozin 25 mg 20 f.c. tabs.,thiozin,25 mg,tabs
thiozin 50mg 20 f.c tab,thiozin,50mg,tab
thirgecef 50mg/5ml 60ml susp.,thirgecef,50mg/5ml,susp
thirogreen 30 capsules,thirogreen,30mg,capsules
thormoxiban 10 mg 10 f.c. tabs.,thormoxiban,10 mg,tabs
thormoxiban 15 mg 10 f.c. tabs.,thormoxiban,15 mg,tabs
thormoxiban 20 mg 10 f.c. tabs.,thormoxiban,20 mg,tabs
three drops 400 i.u./0.5ml 30 ml,three drops,400 i.u./0.5ml,drops
three drops 600 i.u/0.5ml 30 ml,three drops,600 i.u/0.5ml,drops
three n 10000 i.u. 30 tabs,three n,10000 i.u.,tabs
three zed topical lotion 120ml,three zed,120ml,lotion
throcalmine 100 ml mouth wash,throcalmine,100 ml,mouth wash
throcalmine 150mg/100ml mouthwash & gargle.,throcalmine,150mg/100ml,mouthwash & gargle
thrombexx 15mg/ml s.c. 3 amp.,thrombexx,15mg/ml,amp
thrombexx dna 1120 i.u/100gm cream 40 gm,thrombexx dna,1120 i.u/100gm,cream
thrombexx dna 1120 i.u/100gm topical gel 40 gm,thrombexx dna,1120 i.u/100gm,gel
thrombo 75mg 30 f.c.tab,thrombo,75mg,tab
thrombolinta 90mg 30 f.c. tablets,thrombolinta,90mg,tablets
thrombonorm 0.5mg 100 caps.,thrombonorm,0.5mg,caps
thrombophob 60000 i.u/100gm gel (n/a),thrombophob,60000 i.u/100gm,gel
thrombophob-s 30000 i.u./100gm gel (n/a),thrombophob-s,30000 i.u./100gm,gel
thromborest 90mg 7 f. c. tabs.,thromborest,90mg,tabs
thrombostat solution for i.v.infusion,thrombostat,0,solution
thromoxiban 10 mg 10 tabs.,thromoxiban,10 mg,tabs
