original_name,drug_name,dose,form
hyalase 1500 i.u. 10 vial pd for i.m. s.c.,hyalase,1500 i.u.,vial
hyalgan 20mg/2ml intra-articular prefilled syringe,hyalgan,20mg/2ml,prefilled syringe
hyalkonex serum,hyalkonex,0,serum
hyalo 4 control cream 100 gm,hyalo 4 control,100 g,cream
hyalo 4 control cream 25 gm,hyalo 4 control,25 g,cream
hyalo 4 control spray 50 ml,hyalo 4 control,50 ml,spray
hyalo 4 skin cream 25 gm,hyalo 4 skin,25 g,cream
hyalo 4 skin gel 30 gm,hyalo 4 skin,30 g,gel
hyalo 4 start oint. 30 gm,hyalo 4 start,30 g,ointment
hyalo-fem feminine wash 250 ml,hyalo-fem feminine,250 ml,wash
hyalokonex skin serum 40 ml,hyalokonex,40 ml,skin serum
hyalomark cream 50 gm,hyalomark,50 g,cream
hyalone 60mg/4ml intra-articular prefilled syringe,hyalone,60mg/4ml,prefilled syringe
hyalotoco 30 caps,hyalotoco,0,capsule
hyalsolo vaginal gel 30 gm,hyalsolo vaginal,30 g,gel
hyalu mix skin serum 30 ml,hyalu mix skin,30 ml,serum
hyalubrix 30mg/2ml intra-articular prefilled syringe,hyalubrix,30mg/2ml,prefilled syringe
hyalugrand 0.2% eye drops 10 ml,hyalugrand,0.2%,eye drops
hyalugrand 20mg/2ml vial,hyalugrand,20mg/2ml,vial
hyaluronic acid 100 mg 120 caps. (illegal import),hyaluronic acid,100 mg,capsule
hyaluronic acid 100 mg 60 caps. (illegal import),hyaluronic acid,100 mg,capsule
hyaluronic acid cream (226g),hyaluronic acid,226g,cream
hyarnex cream,hyarnex,0,cream
hybisc 20 f.c. tab.,hybisc,0,tablet
hycamtin 3 mg 1 vial,hycamtin,3 mg,vial
hycamtin 4 mg vail,hycamtin,4 mg,vial
hycamtin 4mg vial,hycamtin,4mg,vial
hydergine 1.5mg 20 tab. (n/a),hydergine,1.5mg,tablet
hydikal 20 tab.,hydikal,0,tablet
hydra-boost facial wash 150 ml,hydra-boost facial,150 ml,wash
hydra-boost hydrating gel 150 ml,hydra-boost hydrating,150 ml,gel
hydraback 4 sachets,hydraback,0,sachet
hydrafeet cream 60 gm,hydrafeet,60 g,cream
hydraphase intense eyes cream 15 ml,hydraphase intense eyes,15 ml,cream
hydraphase uv intense light cream 50 ml,hydraphase uv intense light,50 ml,cream
hydraphase uv intense rich cream 50 ml,hydraphase uv intense rich,50 ml,cream
hydratears eye drops 10 ml,hydratears,10 ml,eye drops
hydrawell oral rehydration solution 240 ml,hydrawell oral,240 ml,rehydration solution
hydrea 500 mg 20 caps.,hydrea,500 mg,capsule
hydrensa cleansing gel,hydrensa cleansing,0,gel
hydrensa lip balm 5 gm,hydrensa lip,5 g,balm
hydrensa moisturizing cream 200 ml,hydrensa moisturizing,200 ml,cream
hydretic 12.5mg 30 tab.,hydretic,12.5mg,tablet
hydro best whitening cream 100 gm,hydro best whitening,100 g,cream
hydro lotion 100 ml,hydro,100 ml,lotion
hydro soap 80 gm,hydro,80 g,soap
hydro z cream 25 gm,hydro z,25 g,cream
hydro-safe 10 sachets,hydro-safe,0,sachet
hydroblend 0.32% eye drops 10*0.5 ml sdu,hydroblend,0.32%,eye drops sdu
hydroblend 0.32% eye drops 30*0.5 ml sdu,hydroblend,0.32%,eye drops sdu
