original_name,drug_name,dose,form
sacnel soap 90 gm,sacnel,90 gm,soap
sacnel topical lotion 120ml,sacnel topical,120ml,lotion
sacrix 1g*50 sachets,sacrix,1g,sachets
sacrofer 100mg/5ml 5 amp for i.v. inj.,sacrofer,100mg/5ml,amp
sacutrend 100mg(49/51 mg) 10 f.c. tabs. (n/a yet),sacutrend,100mg,tabs
sacutrend 200mg(97/103 mg) 10 f.c. tabs. (n/a yet),sacutrend,200mg,tabs
safa cream 30 gm,safa,30 gm,cream
safamood 20 f.c.tab.,safamood,0,tab
safamood forte 600mg 20 f.c.tab.,safamood forte,600mg,tab
safe salt 20 sachet,safe salt,0,sachet
safe white cream 25 gm,safe white,25 gm,cream
safe white cream 50 gm,safe white,50 gm,cream
safetrium 30 f.c. tabs.,safetrium,0,tabs
safetrium kids 30 pieces,safetrium kids,0,pieces
safetrium kids 60 gummies,safetrium kids,0,gummies
safinace 1.5mg 50 tab,safinace,1.5mg,tab
safinace 5mg 20 tab,safinace,5mg,tab
safinozol 100mg 10 tabs,safinozol,100mg,tabs
safinozol 500mg 10 tabs,safinozol,500mg,tabs
saflutan 15 mcg/ml eye drops 30*0.3ml sdu,saflutan,15 mcg/ml,drops
safolica hair serum 120 ml,safolica hair,120 ml,serum
safolica hair shampoo 250 ml,safolica hair,250 ml,shampoo
safwa vit 30 tabs,safwa vit,0,tabs
sageway massage gel 50 gm,sageway massage,50 gm,gel
saginkgo 30 caps.,saginkgo,0,caps
sagitrixan 2.5 mg 20 f.c. tabs.,sagitrixan,2.5 mg,tabs
sagment 300 mg 10 tabs,sagment,300 mg,tabs
saheta cream 50 gm,saheta,50 gm,cream
sahl 50 gm hair cream,sahl hair,50 gm,cream
sahl shampoo 125 ml,sahl,125 ml,shampoo
saint johnson wart,saint johnson wart,0,0
saizen liquid 20mg/2.5ml cartridge s.c. inj.,saizen liquid,20mg/2.5ml,cartridge
saizen liquid 6mg/1.03ml cartridge s.c. inj.,saizen liquid,6mg/1.03ml,cartridge
saj relax massage cream 60gm,saj relax massage,60gm,cream
saj relax massage gel 50gm,saj relax massage,50gm,gel
saja-cod syrup 120 ml,saja-cod,120 ml,syrup
saja-vit iron syrup 120 ml,saja-vit iron,120 ml,syrup
salazine 500mg 30 caps,salazine,500mg,caps
salazo-sulph pyrine 500mg 20 en-tab.,salazo-sulph pyrine,500mg,tab
salazopyrine 500mg 20 en-tab.,salazopyrine,500mg,tab
salazosin 500mg 10 enteric f.c. tab.,salazosin,500mg,tab
salbovent 0.05% 5 amp.,salbovent,0.05%,amp
salbovent 2mg 30 tab.,salbovent,2mg,tab
salbovent 2mg/5ml syrup 120ml,salbovent,2mg/5ml,syrup
salbovent forte 4mg 20 tab.,salbovent forte,4mg,tab
salbovent respirator 5mg/ml soln. 20 ml,salbovent respirator,5mg/ml,soln
salbulin 20 tab,salbulin,0,tab
salbulin syrup 120 ml,salbulin,120 ml,syrup
salbutamol 2mg/5ml syrup 120ml,salbutamol,2mg/5ml,syrup
salcodin 10mg/ml eye drops (susp.) 5 ml,salcodin,10mg/ml,drops
