original_name,drug_name,dose,form
keraflex roll-on 75 gm,keraflex,75 gm,roll-on
keraket hair shampoo 250 ml,keraket hair,250 ml,shampoo
keranty conditioner 250 ml,keranty,250 ml,conditioner
keranty shampoo 250 ml,keranty,250 ml,shampoo
keraqouz hair serum 4 amp. x 10 ml,keraqouz hair,10 ml,serum
keraqouz hair tonic 10 amp. x 5 ml,keraqouz hair,5 ml,tonic
keraqouz shampoo & conditioner 250 ml,keraqouz,250 ml,shampoo & conditioner
keratohyl 30 capsules,keratohyl,0,capsule
keratyl 1% eye drops,keratyl,1%,eye drops
keraveda hair shampoo 250 ml,keraveda hair,250 ml,shampoo
keraveda shampoo with keratin 120 ml,keraveda shampoo with keratin,120 ml,shampoo
keraveda shampoo with keratin 200 ml,keraveda shampoo with keratin,200 ml,shampoo
kerella lotion 30 ml,kerella,30 ml,lotion
kerella oint. 15 gm,kerella,15 gm,ointment
kerium anti-dandruff oily gel shampoo 200 ml,kerium anti-dandruff oily gel,200 ml,shampoo
kerium anti-dandruff shampoo 200 ml,kerium anti-dandruff,200 ml,shampoo
kerium anti-hairloss shampoo 200 ml,kerium anti-hairloss,200 ml,shampoo
kerium anti-hairloss spray 125 ml,kerium anti-hairloss,125 ml,spray
kerium ds anti-dandruff shampoo 125 ml,kerium ds anti-dandruff,125 ml,shampoo
kerobion cream 50 gm,kerobion,50 gm,cream
kerovit 15 soft gelatin caps.,kerovit,0,soft gelatin capsule
kervo shampoo 120 ml,kervo,120 ml,shampoo
kestine 10 tab,kestine,0,tablet
ketalgipan 50mg 10 tab,ketalgipan,50 mg,tablet
ketalgipan 50mg 44*10 f.c. tab.,ketalgipan,50 mg,tablet
ketam 500mg/10ml vial,ketam,500mg/10ml,vial
ketamar 50mg/ml vial.10ml,ketamar,50mg/ml,vial
ketamine 50mg/ml vial,ketamine,50mg/ml,vial
ketek 400mg 10 tab,ketek,400 mg,tablet
ketoconazol 200 mg 10 tab,ketoconazol,200 mg,tablet
ketoderm 2% gel shampoo 60 gm,ketoderm,2%,gel shampoo
ketoderm 2% top. cream 20 gm,ketoderm,2%,topical cream
ketofan 100mg 5 supp.,ketofan,100 mg,suppository
ketofan 100mg sr 30 caps.,ketofan,100 mg,SR capsule
ketofan 100mg/2ml i.m. 3 amp,ketofan,100mg/2ml,ampule
ketofan 12.5mg/5ml 120ml susp.,ketofan,12.5mg/5ml,suspension
ketofan 150 mg 30 tabs.,ketofan,150 mg,tablet
ketofan 2.5% gel 40 gm,ketofan,2.5%,gel
ketofan 200mg sr 14 cap,ketofan,200 mg,SR capsule
ketofan 25 mg 20 tabs.,ketofan,25 mg,tablet
ketofan 25mg 30 tab,ketofan,25 mg,tablet
ketofan 50mg 20 caps,ketofan,50 mg,capsule
ketofan 50mg 30 caps.,ketofan,50 mg,capsule
ketofan 75mg 30 caps.,ketofan,75 mg,capsule
ketogesic 100mg 5 supp.,ketogesic,100 mg,suppository
ketogesic 100mg/2ml 3 amp.,ketogesic,100mg/2ml,ampule
ketogesic 50mg 20 caps.,ketogesic,50 mg,capsule
ketogesic sr 200mg 14 caps.,ketogesic,200 mg,SR capsule
ketoked cream 60 gm,ketoked,60 gm,cream
ketolac 10mg 20 tab,ketolac,10 mg,tablet
