original_name,drug_name,dose,form
ecrinal nail fortifying cream with anp 10ml,ecrinal nail fortifying anp,10ml,cream
ecrinal strenthening black mascara 7 ml,ecrinal strenthening black mascara,7ml,mascara
ecrinal strenthening eyelashes gel 8ml,ecrinal strenthening eyelashes,8ml,gel
ecrinal vitamin enriched nail strenthener 10ml,ecrinal vitamin enriched nail strenthener,10ml,0
ectagor 100 mg 12 f.c. tabs.,ectagor,100mg,tabs
ectagor 50 mg 4 f.c. tabs.,ectagor,50mg,tabs
ectohylo eye drops 0.35ml * 10 amp.,ectohylo,0.35ml,drops
ectohylo eye drops 0.35ml*20 amp.,ectohylo,0.35ml,drops
ectohylo eye drops 0.35ml*30 amp.,ectohylo,0.35ml,drops
ectoin allergy adults eye drops 10 amp. x 0.5 ml,ectoin allergy,0.5ml,amp
ectoin allergy kids eye drops 10 amp. x 0.5 ml,ectoin allergy,0.5ml,amp
ectoin scalp tonic 10 amp 2.5 ml,ectoin scalp,2.5ml,tonic
ectoin scalp tonic 20 amp 2.5 ml,ectoin scalp,2.5ml,tonic
ectomethrin 2.5 % cream 20 gm,ectomethrin,20gm,cream
ectomethrin 2.5 % lotion 50 ml,ectomethrin,50ml,lotion
ectomethrin 2.5 % oint. 20 gm,ectomethrin,20gm,ointment
ectomethrin 2.5% emulsion 50 ml,ectomethrin,50ml,emulsion
ectomethrin 5% cream. 20 gm,ectomethrin,20gm,cream
ectomethrin 5% emulsion 50 ml,ectomethrin,50ml,emulsion
ectomethrin 5% lotion 50 ml,ectomethrin,50ml,lotion
ectomethrin 5% oint. 20 gm,ectomethrin,20gm,ointment
ectonex adults nasal spray 20 ml,ectonex,20ml,spray
ectonex kids nasal spray 20 ml,ectonex,20ml,spray
ectonix spray adults,ectonix,0,spray
ectonix spray kids,ectonix,0,spray
edemex 0.25mg/ml 3 amp. i.m/i.v,edemex,0.25mg/ml,amp
edemex 1 mg 20 tabs,edemex,1mg,tabs
edica 415mg 30tabs,edica,415mg,tabs
edicin 1 gm pd. for i.v. inf. vial,edicin,1gm,vial
edicin 500 mg pd for i.v. inf. vial,edicin,500mg,vial
edoxagrel 15 mg 10 f.c. tabs.,edoxagrel,15mg,tabs
edoxagrel 30 mg 10 f.c. tabs.,edoxagrel,30mg,tabs
edronax 4 mg 20 tab,edronax,4mg,tab
edronax 4 mg 60 tab,edronax,4mg,tab
eduropan 8mg 20 f.c. tabs.,eduropan,8mg,tabs
efalex 30 caps.,efalex,0,caps
efalex syrup 120 ml,efalex,120ml,syrup
efanol 10 tab,efanol,0,tab
efectinix 5 mg 20 tabs,efectinix,5mg,tabs
efedrin arsan 20 tab,efedrin arsan,0,tab
efemyo ophth. susp. 10 ml,efemyo,10ml,suspension
efexor xr 150mg 14 caps.,efexor xr,150mg,caps
efexor xr 75mg 14 caps,efexor xr,75mg,caps
effaclar duo(+) cream 40 ml,effaclar duo(+),40ml,cream
effaclar foaming gel 200 ml,effaclar,200ml,gel
effaclar foaming gel 400 ml,effaclar,400ml,gel
effaclar h cleansing cream 200 ml,effaclar h,200ml,cream
effaclar h cream 40 ml,effaclar h,40ml,cream
effaclar k(+) cream 30 ml,effaclar k(+),30ml,cream
effaclar micellar water 200 ml,effaclar,200ml,water
