original_name,drug_name,dose,form
rutin c 24cap,rutin c,24cap,capsule
rutin fort panax nutrition 30 caps.,rutin fort panax nutrition,30caps,capsule
rutin seba-c 20 tabs,rutin seba-c,20tabs,tablet
rutin vasc c 30 tabs.,rutin vasc c,30tabs,tablet
rutin-c 24 caps.,rutin-c,24caps,capsule
ruxotop 1.5% cream 60 gm,ruxotop,1.5%,cream
rx massage cream 100 gm,rx massage,100gm,cream
rx massage cream 50 gm,rx massage,50gm,cream
rx massage gel 100 gm,rx massage,100gm,gel
rx massage gel 50 gm,rx massage,50gm,gel
rx spray 100 ml,rx,100ml,spray
ryaltris nasal spray 120 metered sprays,ryaltris,120metered sprays,nasal spray
rybelsus 14 mg 30 tabs.,rybelsus,14mg,tablet
rybelsus 14mg 10 tabs,rybelsus,14mg,tablet
rybelsus 3 mg 30 tabs.,rybelsus,3mg,tablet
rybelsus 3mg 10 tabs,rybelsus,3mg,tablet
rybelsus 7mg 10 tabs,rybelsus,7mg,tablet
rybelsus 7mg 30 tabs,rybelsus,7mg,tablet
rymanta 50mg/5ml syrup 120ml,rymanta,50mg/5ml,syrup
rytmonorm 150mg 30 f.c. tabs.,rytmonorm,150mg,tablet
rytmonorm 70mg/20ml 5 amp.,rytmonorm,70mg/20ml,ampoule
ryzodeg 100 i.u./ml flextouch pre-filled pen,ryzodeg,100i.u./ml,pre-filled pen
s p man 500 mg 20 cap,s p man,500mg,capsule
s-26 gold 1 milk (pro) 400 gm,s-26 gold 1 milk (pro),400gm,milk
s-26 gold 1 milk (pro) 800 gm,s-26 gold 1 milk (pro),800gm,milk
s-26 gold ar milk 400 gm,s-26 gold ar milk,400gm,milk
s-26 gold lf milk 400 gm,s-26 gold lf milk,400gm,milk
s-26 gold pdf milk 400 gm,s-26 gold pdf milk,400gm,milk
s-26 ha milk 400 gm,s-26 ha milk,400gm,milk
s-26 progress gold 3 milk 400 gm,s-26 progress gold 3 milk,400gm,milk
s-26 progress gold 3 milk 800 gm,s-26 progress gold 3 milk,800gm,milk
s-26 promil gold 2 milk 400 gm,s-26 promil gold 2 milk,400gm,milk
s-26 promil gold 2 milk 800 gm,s-26 promil gold 2 milk,800gm,milk
s.m.r 2 mg 20 tab.,s.m.r,2mg,tablet
s.p. mix 200 gm 2 sachets,s.p. mix,200gm,sachet
s.s.s oral liquid vial(10),s.s.s,0,oral liquid vial
sabapremax topical cream 30 gm,sabapremax,30gm,topical cream
sabastatin xr 40mg 10 ext. rel. f.c. tabs.,sabastatin xr,40mg,extended release tablet
sabaxalone 800 mg 10 tab,sabaxalone,800mg,tablet
sabaxalone 800mg 10 tab.,sabaxalone,800mg,tablet
sabect 1500 mg vial,sabect,1500mg,vial
sabect 750mg vial,sabect,750mg,vial
sabfrinate 2.5 mg 2 f.c. tabs.,sabfrinate,2.5mg,tablet
sabfrinate 2.50 mg 2 tab,sabfrinate,2.50mg,tablet
saboctic 300mg 20 f.c. tab,saboctic,300mg,tablet
saboctic 600mg 20 f.c. tab,saboctic,600mg,tablet
sabotaz 0.1 % top. gel 15 gm,sabotaz,0.1%,topical gel
sabril 500mg tablets (illegal import),sabril,500mg,tablet
sacnel after shave lotion 120ml,sacnel,120ml,after shave lotion
sacnel cream 30 gm,sacnel,30gm,cream
