original_name,drug_name,dose,form
femstal vag.douche 200 ml,femstal,200 ml,vag.douche
femto oral spray 60 ml,femto,60 ml,oral spray
femtonex 30 tabs,femtonex,0,tabs
femtucam vag.douche 200 ml,femtucam,200 ml,vag.douche
fenac 1.5% topical cream 20 gm,fenac,1.5%,topical cream
fenac 100 mg 10 tab.,fenac,100 mg,tab.
fenac 100 mg 30 tab.,fenac,100 mg,tab.
fenaclomex 100mg s.r. 10 tabs.,fenaclomex,100 mg,s.r. tabs.
fengolen 20 capsules,fengolen,0,capsules
fenistil 0.01% 100ml syrup (n/a),fenistil,0.01%,syrup
fenistil 0.1% topical gel 20 gm (n/a),fenistil,0.1%,topical gel
fenistil 1mg 10 f.c.tab.,fenistil,1 mg,tab.
fenistil 1mg/ml oral drops 15 ml,fenistil,1 mg/ml,oral drops
fenistil 24 (4mg) s.r.caps. (n/a),fenistil 24,4 mg,s.r.caps.
fenno ram syrup 120ml,fenno ram,0,syrup
fenoderm lotion 20 ml,fenoderm,0,lotion
fenoderm roll 30 ml,fenoderm,0,roll
fenolact 20 cap,fenolact,0,cap
fenolip 100 mg 10 caps.,fenolip,100 mg,caps.
fenolip 300 mg 30 cap.,fenolip,300 mg,cap.
fenoprofen 300mg 30 caps.,fenoprofen,300 mg,caps.
fenoprofen 600mg 30 caps.,fenoprofen,600 mg,caps.
fenoril gel 30 gm,fenoril,0,gel
fenoril gel 50 gm,fenoril,0,gel
fentadur 25 mcg/hr 5 transdermal patch,fentadur,25 mcg/hr,transdermal patch
fentamat sandoz 100 mcg/hr 5 transdermal patch,fentamat sandoz,100 mcg/hr,transdermal patch
fentamat sandoz 25 mcg/hr 5 transdermal patch,fentamat sandoz,25 mcg/hr,transdermal patch
fentamat sandoz 50 mcg/hr 5 transdermal patch,fentamat sandoz,50 mcg/hr,transdermal patch
fentamat sandoz 75 mcg/hr 5 transdermal patch,fentamat sandoz,75 mcg/hr,transdermal patch
fentanilo 25 mcg/hr 5 transdermal patch (net price),fentanilo,25 mcg/hr,transdermal patch
fentanilo 50 mcg/hr 5 transdermal patch (net price),fentanilo,50 mcg/hr,transdermal patch
fentanilo 75 mcg/hr 5 transdermal patch (net price),fentanilo,75 mcg/hr,transdermal patch
fentanyl- hameln 0.1mg/2ml 1 amp. (net price),fentanyl- hameln,0.1 mg/2ml,amp.
fentex mouth spray 60 ml,fentex,0,mouth spray
fentoral mouth wash 200 ml,fentoral,0,mouth wash
fentorin 100 mg 10 sachets,fentorin,100 mg,sachets
fenu h 1 stripe 10 capsules,fenu h,0,capsules
fenugreek 610 mg 100 caps. (illegal import),fenugreek,610 mg,caps.
fer-in-sol drops 50 ml,fer-in-sol,0,drops
feramix 30 pieces,feramix,0,0
ferazol 6 tab 2 strib,ferazol,0,tab
fercayl 100mg/2ml 5 i.m. / i.v. amp.,fercayl,100 mg/2ml,i.m. / i.v. amp.
feridam kids 120 ml,feridam kids,0,0
feritin 24 chew. tabs.,feritin,0,chew. tabs.
ferlage 20 caps.,ferlage,0,caps.
fermata 20 sachets,fermata,0,sachets
fermed 100mg/5ml 5 amp.,fermed,100 mg/5ml,amp.
fernilar 0.5mg/ml syrup 60 ml,fernilar,0.5 mg/ml,syrup
fernilar 5 mg 20 f.c.tabs.,fernilar,5 mg,tabs.
fernisal 120 ml syp,fernisal,0,syp
