original_name,drug_name,dose,form
axibone 30 tabs.,axibone,0,tabs
axica  20 pills,axica,0,pills
axin 150 mg 20 caps.,axin,150 mg,caps
axired 20 tab.,axired,0,tab
axita 10 sachets,axita,0,sachets
ayapenam 500/500mg vial for i.v. inf.,ayapenam,500/500mg,vial
ayos skin cleanser 200 ml,ayos skin cleanser,200 ml,0
azaderm 20% cream 30 gm,azaderm,20%,cream
azalide 200mg/5ml susp. 15ml,azalide,200mg/5ml,susp.
azalide 250mg 6 caps.,azalide,250mg,caps
azalide 500mg 3 caps.,azalide,500mg,caps
azania 5 billion 10 sachets,azania,5 billion,sachets
azarga susp. eye drops 5 ml,azarga,0,susp. eye drops
azarin 50 mg 30 tab.,azarin,50 mg,tab.
azathioprine 50mg 100 tab. (n/a),azathioprine,50mg,tab.
azathioprine pch 50mg 10 tab. (n/a),azathioprine pch,50mg,tab.
azathioprine rpg 50 mg 30 tabs.,azathioprine rpg,50 mg,tabs
azathioprine rpg 50mg 100 tab,azathioprine rpg,50mg,tab
azathioprine-evapharma 25 mg 30 f.c.tabs.,azathioprine-evapharma,25 mg,tabs.
azathioprine-evapharma 50 mg 30 f.c.tabs.,azathioprine-evapharma,50 mg,tabs.
azathioprine-evapharma 75 mg 30 f.c.tabs.,azathioprine-evapharma,75 mg,tabs.
azathioprine-mylan 50mg 100 tab.,azathioprine-mylan,50mg,tab.
azatribact 200mg/5ml susp. 22.5 ml,azatribact,200mg/5ml,susp.
azatribact 250mg 6 caps.,azatribact,250mg,caps
azatribact 500mg 3 caps.,azatribact,500mg,caps
azeclear 20% cream 30 gm,azeclear,20%,cream
azelast 0.05% eye drops 5 ml,azelast,0.05%,eye drops
azelast plus 125/50 mcg nasal spray 25 ml,azelast plus,125/50 mcg,nasal spray
azemibe 10/10mg 10 f.c. tabs.,azemibe,10/10mg,tabs.
azemibe 10/20mg 10 f.c. tabs.,azemibe,10/20mg,tabs.
azetasine 10/10mg 10 f.c. tabs.,azetasine,10/10mg,tabs.
azgobion 5mg 30tab,azgobion,5mg,tab
azgoclatens ophth. sol. 5ml,azgoclatens,0,ophth. sol.
azgodiabeto 2/30 mg 20 tab.,azgodiabeto,2/30 mg,tab.
azgoflox 400mg 10 f.c. tabs.,azgoflox,400mg,tabs.
azgoflox 400mg 5 f.c. tabs,azgoflox,400mg,tabs
azgomexol 1% ophth. soln. 5 ml,azgomexol,1%,ophth. soln.
azgovanc 20mg 7 caps.,azgovanc,20mg,caps
azgovanc 40mg 7 caps.,azgovanc,40mg,caps
azha cream spf20. 30 gm,azha,spf20,cream
azha cream spf20. 60 gm,azha,spf20,cream
azha cream spf20. 75 gm,azha,spf20,cream
azi-once 200mg/5ml susp. 15 ml,azi-once,200mg/5ml,susp.
azi-once 200mg/5ml susp. 22.5ml,azi-once,200mg/5ml,susp.
azi-once 200mg/5ml susp. 30ml,azi-once,200mg/5ml,susp.
azi-once 250mg 6 caps.,azi-once,250mg,caps
azimacron 500 mg 3 f.c. tabs,azimacron,500 mg,tabs
azindamon 500mg 3 f.c. tab.,azindamon,500mg,tab.
azira 10 sachets,azira,0,sachets
azirowa 1000 mg 2 f.c. tabs.,azirowa,1000 mg,tabs.
