original_name,drug_name,dose,form
melanthenol 250ml lotion,melanthenol,250 ml,lotion
melanthenol cream 40 gm,melanthenol,40 gm,cream
melanthenol gel 40 gm,melanthenol,40 gm,gel
melanthenol ss 30gm cream,melanthenol ss,30 gm,cream
melaopti cream 25gram,melaopti,25 gm,cream
melaron 100mg 10 sachets,melaron,100 mg,sachets
melatex cream spf50+ 50 ml,melatex spf50+,50 ml,cream
melatex lightening cleanser 200 ml,melatex lightening,200 ml,cleanser
melatex lightening cream 50 ml,melatex lightening,50 ml,cream
melatex lightening mask 50 ml,melatex lightening,50 ml,mask
melatex lightening roll-on 40 ml,melatex lightening,40 ml,roll-on
melatex vitamin c 10% skin serum 30 ml,melatex vitamin c,10 %,serum
melatonin 3 mg 100 tabs. (natrol),melatonin,3 mg,tabs
melatonin 3 mg 20 caps.,melatonin,3 mg,caps
melatonin 3 mg 60 veg. caps. (now),melatonin,3 mg,veg. caps
melatonin 5 mg 100 tabs. (natrol),melatonin,5 mg,tabs
melatonin 5mg 100 tablets,melatonin,5 mg,tablets
melatonin copad 30 f.c. tabs.,melatonin copad,0,tabs
melatonine 5 mg 20 sachets,melatonine,5 mg,sachets
melatorest 30 caps.,melatorest,0,caps
melatothean 30 tab,melatothean,0,tab
melatovant 1 mg melatonin / 5 drops 10 ml oral drops,melatovant,1 mg,oral drops
melatowhite 5 mg tabs,melatowhite,5 mg,tabs
melbrosia - ginseng -10 cap,melbrosia - ginseng,0,cap
melbrosia excutive 15 cap,melbrosia excutive,0,cap
melbrosia- exceutive- 10 cap,melbrosia- exceutive,0,cap
melbrosia- princess k,melbrosia- princess k,0,0
melkego 20 caps.,melkego,0,caps
melleril retard 200mg 10 tab,melleril retard,200 mg,tab
melleril retard 30mg 20 tab,melleril retard,30 mg,tab
mellitofix 10mg 30 f.c. tabs,mellitofix,10 mg,tabs
mellitofix 25 mg 30 f.c. tabs,mellitofix,25 mg,tabs
mellitofix met 12.5/1000 mg 30 f.c. tabs.,mellitofix met,12.5/1000 mg,tabs
mellitofix met 12.5/500 mg 30 f.c. tabs,mellitofix met,12.5/500 mg,tabs
mellitofix met 5/1000 mg 30 f.c. tabs,mellitofix met,5/1000 mg,tabs
mellitofix met 5/500 mg 30 f.c. tabs,mellitofix met,5/500 mg,tabs
mellitofix trio 10/5/1000 mg 30 f.c. tabs.,mellitofix trio,10/5/1000 mg,tabs
mellitofix trio 25/5/1000 mg 30 f.c. tabs.,mellitofix trio,25/5/1000 mg,tabs
melocam 15mg 30 tab.,melocam,15 mg,tab
melocam 15mg 5 supp.,melocam,15 mg,supp
melocam 15mg/2ml 3 amp.,melocam,15mg/2ml,amp
melocam 7.5mg 20 tab.,melocam,7.5 mg,tab
meloflam 15mg 30 f.c. tabs,meloflam,15 mg,tabs
meloflam 7.5mg 5 supp.,meloflam,7.5 mg,supp
meloquin 4% cream 20 gm,meloquin,4 %,cream
meloscar gel 30 gm,meloscar,30 gm,gel
meloxicam 15mg 10 tab.,meloxicam,15 mg,tab
meloxicam 15mg 5 supp.,meloxicam,15 mg,supp
meloxicam 15mg/2ml 3 amp.,meloxicam,15mg/2ml,amp
meloxicam-elnasr 5mg/ml i.m. 3 amp. (n/a),meloxicam-elnasr,5mg/ml,amp
