original_name,drug_name,dose,form
superkids 3 in 1 shampoo & conditioner & bubble bath 300 ml,superkids 3 in 1,300 ml,shampoo & conditioner & bubble bath
superkids baby shampoo 200 ml,superkids baby,200 ml,shampoo
superkids bubble bath 300 ml,superkids bubble,300 ml,bubble bath
superkids curly shampoo 300 ml,superkids curly,300 ml,shampoo
superkids detangling spray 120 ml,superkids detangling,120 ml,spray
superkids facial foam 200 ml,superkids facial,200 ml,foam
superkids gummies 120 pieces,superkids,120 pieces,gummies
superkids gummies 60 pieces,superkids,60 pieces,gummies
superkids hair cream 200 gm,superkids hair,200 gm,cream
superkids kids shampoo 300 ml,superkids kids,300 ml,shampoo
superkids leave-in conditioner 250 ml,superkids leave-in,250 ml,conditioner
superkids nutritive hair spray 120 ml,superkids nutritive hair,120 ml,spray
superkids roll on 30 ml,superkids,30 ml,roll on
superkids sun screen lotion 200 ml,superkids sun screen,200 ml,lotion
superkids water wipes 72 pieces,superkids water,72 pieces,wipes
supermag b6 30 f.c. tablets,supermag b6,0,tablets
supermix 15 gm 7 sachets,supermix,15 gm,sachets
supervine 30 caps.,supervine,0,caps
supervine plus 10 tab,supervine plus,0,tab
suplasyn 1-shot 60mg/6ml 1 intra-articular prefilled syringe.,suplasyn 1-shot,60mg/6ml,prefilled syringe
suplasyn 20mg/2ml 3 intra-articular prefilled syringe.,suplasyn,20mg/2ml,prefilled syringe
suplfect 30 caps.,suplfect,0,caps
supolack hair shampoo 200 ml,supolack hair,200 ml,shampoo
supplevon 10 sachets 10 gm,supplevon,10 gm,sachets
suppofen 100 mg5 rectal supp.,suppofen,100 mg,rectal supp
suppofen 100mg 5 rectal supp.,suppofen,100mg,rectal supp
suppofen 25 mg5 rectal supp.,suppofen,25 mg,rectal supp
suppofen 25mg rectal supp.,suppofen,25mg,rectal supp
suppofen 50 mg 5 rectal supp.,suppofen,50 mg,rectal supp
suppofen 50mg 5 rectal supp.,suppofen,50mg,rectal supp
supportan drink (tropical fruits) 200 ml,supportan,200 ml,drink
supracycline 3% oint. 15 gm,supracycline,3%,oint
supradyn 30 cap,supradyn,0,cap
suprane 100% liquid for inhalation 240ml,suprane,100%,liquid for inhalation
supranem 500/500mg i.v.vial for i.v inf.,supranem,500/500mg,vial
supranil 25 mg 30 caps.,supranil,25 mg,caps
supranil 25mg 20 caps.,supranil,25mg,caps
supranil 50mg 20 caps.,supranil,50mg,caps
supraton h 24 caps,supraton h,0,caps
supraviran 250mg i.v vial,supraviran,250mg,vial
supravit 28 caps.,supravit,0,caps
suprax 100mg/5 ml susp. 30ml,suprax,100mg/5 ml,susp
suprax 100mg/5 ml susp. 60ml,suprax,100mg/5 ml,susp
suprax 200mg  8 cap,suprax,200mg,cap
suprax 400 mg 5 caps.,suprax,400 mg,caps
supreme 25 strips,supreme,25 strips,strips
supristol 12 tab,supristol,0,tab
supristol susp 60 ml,supristol,60 ml,susp
supusan 500mg 5 supp.,supusan,500mg,supp
surepal 10 pen (green),surepal,0,pen
