original_name,drug_name,dose,form
hydrocort 0.1% topical cream 20 gm,hydrocort,0.1%,topical cream
hydrocortisone 1% oint. 20 gm,hydrocortisone,1%,oint.
hydrocortisone roussel 10mg 25 tabs.(illegal import),hydrocortisone roussel,10mg,tabs.
hydrocortisone sodium succinate 100mg i.v./i.m.vial,hydrocortisone sodium succinate,100mg,i.v./i.m.vial
hydroferrin 100mg/2ml 3 amp.,hydroferrin,100mg/2ml,amp.
hydroferrin 50mg syrup 100 ml,hydroferrin,50mg,syrup
hydroferrin 50mg/ml oral drops 30 ml,hydroferrin,50mg/ml,oral drops
hydrofusidic cream 20 gm,hydrofusidic,0,cream
hydrolav shampoo 250 ml,hydrolav,0,shampoo
hydrolyzed collagen 1000 mg 180 caplets (illegal import),hydrolyzed collagen,1000 mg,caplets
hydromix cream 50 gm,hydromix,0,cream
hydroquine 200mg 20 tab.,hydroquine,200mg,tab.
hydrosartan 160/25mg 21 f.c. tab.,hydrosartan,160/25mg,tab.
hydrotrelon top. cream 30 gm,hydrotrelon,0,top. cream
hydrovit-b12 depot 500mcg/ml 3 amp,hydrovit-b12 depot,500mcg/ml,amp
hydroxocobalamin 1000 mcg 3 amp.,hydroxocobalamin,1000 mcg,amp.
hydroxocobalamin 1000 mcg 5 i.m. amp,hydroxocobalamin,1000 mcg,i.m. amp
hydroxocobalamin 1500 mcg 3 i.m. amp.,hydroxocobalamin,1500 mcg,i.m. amp.
hydroxy cut 30 caps,hydroxy cut,0,caps
hydroxy cut hardcore 120 caps,hydroxy cut hardcore,0,caps
hydroxytoid 200 mg 20 f.c. tabs,hydroxytoid,200 mg,tabs
hydroxyurea-medac 500mg 100caps. ss,hydroxyurea-medac,500mg,caps.
hydrozide 25 mg 30 scored tab.,hydrozide,25 mg,tab.
hyfresh 0.2% eye drops 10 ml,hyfresh,0.2%,eye drops
hygi-tadine 0.5 mg / ml syrup 120 ml,hygi-tadine,0.5 mg / ml,syrup
hygi-tadine 5 mg 20 f.c. tabs.,hygi-tadine,5 mg,tabs.
hygigastin 20 mg 14 enteric coated tabs.,hygigastin,20 mg,enteric coated tabs.
hygimaz vaginal wash 250ml,hygimaz,0,vaginal wash
hygirexal 120 mg 30 capsules,hygirexal,120 mg,capsules
hygroton,hygroton,0,0
hykomap 10 rectal supp.,hykomap,0,rectal supp.
hykomap rectal oint. 15 gm,hykomap,0,rectal oint.
hynoton 10 sachets,hynoton,0,sachets
hyosenil 20mg/ml 6 amp.,hyosenil,20mg/ml,amp.
hyospasmol 20mg/ml 1 amp.,hyospasmol,20mg/ml,amp.
hyper fruit 120 ml,hyper fruit,0,0
hyper juice syp,hyper juice,0,syp
hyper oil 30 ml gel,hyper oil,0,gel
hyper oil 5 ml vial,hyper oil,0,vial
hyper oil 50 ml glass dropping bottle,hyper oil,0,glass dropping bottle
hyper oil gel 5 ml vial,hyper oil,0,gel vial
hyper vit syrup 120 ml,hyper vit,0,syrup
hyper- cal tab,hyper- cal,0,tab
hyper- mix 20 cap,hyper- mix,0,cap
hypercapt 5mg/5ml syrup 100 ml,hypercapt,5mg/5ml,syrup
hyperium 1 mg 10tab,hyperium,1 mg,tab
hyperium 1 mg 20 tab,hyperium,1 mg,tab
hyperium 1 mg 20 tab.,hyperium,1 mg,tab.
hypervit 120ml syrup,hypervit,0,syrup
hypnor 7.5mg 10 tab.,hypnor,7.5mg,tab.
