original_name,drug_name,dose,form
florax 20 caps,florax,0,caps
floreen 100 mg lactofern 10 sachet,floreen,100 mg,0
flornith 13.9% cream 30 gm,flornith,13.9%,cream
florosin 20mg 10 caps.,florosin,20mg,caps
flotac 75mg 20 caps.,flotac,75mg,caps
flouridex 250 ml mouthwash,flouridex,250 ml,mouthwash
flowadjust 25mg 30 prolonged rel. tabs.,flowadjust,25mg,prolonged rel. tabs.
flowdon massage cream 60 gm,flowdon,0,massage cream
flown 10 sachets,flown,0,sachets
floxa west 300mg 14 f.c.tab.,floxa west,300mg,tab.
floxabact 500 mg 10 f.c.tabs.(now levofloxacin-eva,floxabact,500 mg,tabs.
floxabact 500 mg 10 f.c.tabs.(now levofloxacin-eva),floxabact,500 mg,tabs.
floxamo 500/500 mg 16 f.c.tabs,floxamo,500/500 mg,tabs
floxatav 750 mg 5 tabs,floxatav,750 mg,tabs
floxatav 750mg 5 tabs,floxatav,750mg,tabs
floxepci 400mg 10 f.c. tab,floxepci,400mg,tab
floxepci 400mg 5 f.c. tab (n/a),floxepci,400mg,tab
floxguard 320mg 5 f.c. tabs.,floxguard,320mg,tabs.
floxia 42 tablets,floxia,0,tablets
floxia deep cleansing energizing shampoo (normal to dry hair) 200ml,floxia deep cleansing energizing shampoo,200ml,shampoo
floxia deep cleansing energizing shampoo (normal to oily hair) 200ml,floxia deep cleansing energizing shampoo,200ml,shampoo
floxia disco - exfoliating soap 125 gm,floxia disco exfoliating soap,125 gm,soap
floxia disco - spot and complexion control micro emulsion 40ml,floxia disco spot and complexion control micro emulsion,40ml,micro emulsion
floxia exfac - exfoliating cream 40 ml,floxia exfac exfoliating cream,40 ml,cream
floxia hair serum 50 ml,floxia hair serum,50 ml,serum
floxia hair shampoo 200 ml,floxia hair shampoo,200 ml,shampoo
floxia juvenia - rejuvenating cream 40 ml,floxia juvenia rejuvenating cream,40 ml,cream
floxia osmosia - deep moisturizing fluid 125ml,floxia osmosia deep moisturizing fluid,125ml,fluid
floxia protexio - clear emulsion spf 50 - 50ml,floxia protexio clear emulsion spf 50,50ml,emulsion
floxia protexio - clear fluid spf 50 - 125ml,floxia protexio clear fluid spf 50,125ml,fluid
floxia protexio - tinted emulsion spf 50 - 50ml,floxia protexio tinted emulsion spf 50,50ml,emulsion
floxia regard - intense eye gel 15ml,floxia regard intense eye gel,15ml,gel
floxia regenia - gentle cleansing gel 200 ml,floxia regenia gentle cleansing gel,200 ml,gel
floxia regenia - regenerating and redness control cream 40 ml,floxia regenia regenerating and redness control cream,40 ml,cream
floxia regulator - balancing gel 40ml,floxia regulator balancing gel,40ml,gel
floxia regulator - exfoliating dermocosmetic soap 125 gm,floxia regulator exfoliating dermocosmetic soap,125 gm,soap
floxia regulator - purifying gel 200ml,floxia regulator purifying gel,200ml,gel
floxia striex - cleansing intimate fluid 200 ml,floxia striex cleansing intimate fluid,200 ml,fluid
floxia striex - restructing cream 125 ml,floxia striex restructing cream,125 ml,cream
floxin 200mg 5 tab,floxin,200mg,tab
floxin 400mg 5 tab,floxin,400mg,tab
floxotinazole 10 f.c.tabs.,floxotinazole,0,tabs.
flu cut n 20 tab.,flu cut n,0,tab.
flu-c 6 sachets.,flu-c,0,sachets.
flu-cut 20 tab,flu-cut,0,tab
fluanxol 0.5mg 50 tab,fluanxol,0.5mg,tab
fluanxol 3mg 50 tab,fluanxol,3mg,tab
fluanxol depot 40mg/2ml i.m. 10 amps,fluanxol depot,40mg/2ml,amps
fluarix 15 mcg/0.5ml i.m. or s.c. injection in prefilled syringe.,fluarix,15 mcg/0.5ml,injection in prefilled syringe
flub 100mg 6 tab.,flub,100mg,tab.
