original_name,drug_name,dose,form
cor k 60 gm cream,cor k,60 gm,cream
coraj cream 50 gm,coraj,50 gm,cream
coral calcium 1000 mg cap 20,coral calcium,1000 mg,cap
corasore 150mg 20 tab,corasore,150 mg,tab
corasore 150mg/ml oral drops 15 ml,corasore,150 mg/ml,oral drops
cordalen 100 ml oil spray,cordalen,100 ml,oil spray
cordalen 50 gm massage gel,cordalen,50 gm,massage gel
cordarone 200mg 30 scored tablets,cordarone,200 mg,scored tablets
cordo - c spray 60 ml,cordo - c,60 ml,spray
cordo hand gel 60 ml,cordo,60 ml,hand gel
cordo plus spray 60 ml,cordo plus,60 ml,spray
cordpep cream 60 gm,cordpep,60 gm,cream
core cup 20 tablets,core cup,0,tablets
core white cream 50 gm,core white,50 gm,cream
core white eye contour serum 30 ml,core white,30 ml,eye contour serum
corega super denture fixative cream 40 gm,corega super,40 gm,denture fixative cream
corega super taste denture adhesive cream 20 gm,corega super taste,20 gm,denture adhesive cream
coremend cream 50 gm,coremend,50 gm,cream
coretide 200 mg 7 sachets,coretide,200 mg,sachets
coreunity 20 tabs.,coreunity,0,tabs
corino shampoo 250 ml,corino,250 ml,shampoo
cormizal 20 tabs,cormizal,0,tabs
cornefresh 1.5% eye drops 5 ml,cornefresh,1.5 %,eye drops
cornella shampoo for women 250 ml,cornella,250 ml,shampoo
corneregel 50mg/g eye gel 5 ml,corneregel,50 mg/g,eye gel
corneregel fluid 50mg/ml eye drops 10 ml,corneregel fluid,50 mg/ml,eye drops
cornetears 1000iu/g aqueous eye gel 10 gm,cornetears,1000 iu/g,aqueous eye gel
corni krem cereal with milk 75 gm,corni krem,75 gm,cereal with milk
cornide topical solution 10ml,cornide,10 ml,topical solution
corolive cream 40 gm,corolive,40 gm,cream
coronavine 5 mg 10 tab.,coronavine,5 mg,tab
coronit 20mg 20 lentocaps.,coronit,20 mg,lentocaps
coronit 40mg 20 lentocaps.,coronit,40 mg,lentocaps
coronolax 2.5mg s.r. 10 caps.,coronolax,2.5 mg,s.r. caps
corpal anti-dandruff hair shampoo 300ml,corpal,300 ml,anti-dandruff hair shampoo
corpal hair cream 50ml,corpal,50 ml,hair cream
corpal hp shampoo 300 ml,corpal,300 ml,hp shampoo
corpal mc shampoo 300 ml,corpal,300 ml,mc shampoo
corpal pflege shampoo 300 ml m.c,corpal,300 ml,pflege shampoo m.c
corpril 1.25 mg 7 caps.,corpril,1.25 mg,caps
corpril 2.5mg 7caps.,corpril,2.5 mg,caps
corpril 5mg 7 caps.,corpril,5 mg,caps
correctol 0.1%,correctol,0.1 %,0
corsoden mouth wash 200 ml,corsoden,200 ml,mouth wash
corsoden oral spray 30 ml,corsoden,30 ml,oral spray
corsoden oral spray 60 ml,corsoden,60 ml,oral spray
corsoden toothpaste 50 gm,corsoden,50 gm,toothpaste
corta balm 50 gm,corta,50 gm,balm
cortex shampoo 120 ml,cortex,120 ml,shampoo
cortibiotan ophth. susp. 10 ml,cortibiotan,10 ml,ophth. susp.
