original_name,drug_name,dose,form
digicap 0.2 mg 20 caps,digicap,0.2 mg,caps
digicomag 30 chew. tabs.,digicomag,0,chew. tabs.
diglifloz 10mg 30 f.c. tabs.,diglifloz,10mg,f.c. tabs.
diglifloz 5mg 30 f.c. tabs.,diglifloz,5mg,f.c. tabs.
diglifloz plus 5/1000mg 30 f.c. tabs,diglifloz plus,5/1000mg,f.c. tabs
diglifloz plus 5/850mg 30 f.c. tabs.,diglifloz plus,5/850mg,f.c. tabs.
dignal 120 ml syrup,dignal,0,syrup
digoxicard 0.05mg/ml elixir 60 ml,digoxicard,0.05mg/ml,elixir
digoxin 250 mcg 100tab,digoxin,250 mcg,tab
digoxin 50mg/1ml 15ml drops,digoxin,50mg/1ml,drops
diiodohydroxyquinoline 1000tab,diiodohydroxyquinoline,0,tab
dikol 2% soln. 120 ml,dikol,2%,soln.
dilasal 250mg 30 caps.,dilasal,250mg,caps.
dilasal 500mg 30 caps.,dilasal,500mg,caps.
dilatrend 25mg 30 tab.,dilatrend,25mg,tab.
dilatrend 6.25mg 30 tab.,dilatrend,6.25mg,tab.
dilatrol 25mg 30 tab.,dilatrol,25mg,tab.
dilatrol 6.25mg 30 tab.,dilatrol,6.25mg,tab.
dilcor retard 20 mg 20 cap,dilcor retard,20 mg,cap
dilcor retard 30 mg 20 cap,dilcor retard,30 mg,cap
dilikorell 10 mg 10 tab.,dilikorell,10 mg,tab.
dilikorell 20 mg 10 tab.,dilikorell,20 mg,tab.
dillease 10mg 10 cap,dillease,10mg,cap
dillengo 120 ml syrup,dillengo,0,syrup
dilozole 20 tab.,dilozole,0,tab.
dilozole susp. 120 ml,dilozole,0,susp.
diltacor- xl 180 mg cap,diltacor- xl,180 mg,cap
diltiazem 180mg s.r. 10 cap.,diltiazem,180mg,s.r. cap.
diltiazem 60mg 20 tab.,diltiazem,60mg,tab.
diltiazem 90mg s.r. 10 cap.,diltiazem,90mg,s.r. cap.
dimaklaric 0.15/0.03mg 21 tab.,dimaklaric,0.15/0.03mg,tab.
dimetapp dm elixir cold&cough syrup 237 ml,dimetapp dm elixir cold&cough,0,syrup
dimetrol susp. 100ml,dimetrol,0,susp.
dimetrol-n 20 f.c.tab.,dimetrol-n,0,f.c.tab.
dimicap cream 50 gm,dimicap,0,cream
dimicap facial wash 250 ml,dimicap,0,facial wash
dimico massage cream 50 gm,dimico,0,massage cream
dimra 20 f.c.tab.,dimra,0,f.c.tab.
dinacer 5mg 10 f.c.tabs.,dinacer,5mg,f.c.tabs.
dinar 125mg/5ml susp. 100ml,dinar,125mg/5ml,susp.
dinar 125mg/5ml susp. 60ml,dinar,125mg/5ml,susp.
dinar 300mg 10 caps.,dinar,300mg,caps.
dinasept cream 30 gm,dinasept,0,cream
dincedatric 10 % antiseptic sol. 100 ml,dincedatric,10 %,antiseptic sol.
dindevan 50mg 20 tab,dindevan,50mg,tab
dinitra 10mg 60 tab.,dinitra,10mg,tab.
dinitra 20mg 20 tab.,dinitra,20mg,tab.
dinitra 5mg 30 sublingual tab.,dinitra,5mg,sublingual tab.
dinoglandin e2 - 3mg 2 vag. tabs.,dinoglandin e2,3mg,vag. tabs.
dioderma cream atoderm pp 200 ml,dioderma atoderm pp,0,cream
