original_name,drug_name,dose,form
omez 10mg 14 caps.,omez,10mg,caps
omez 20mg 14 caps.,omez,20mg,caps
omez 40mg 10 caps.,omez,40mg,caps
omez 40mg 20 caps.,omez,40mg,caps
omigrand 1230 mg 20 caps.,omigrand,1230 mg,caps
ominox 10 sachets,ominox,0,sachets
omisec 20mg 14caps.,omisec,20mg,caps
omit-c mouth spray 60 ml,omit-c mouth,60 ml,spray
omit-c mouth spray 60ml,omit-c mouth,60ml,spray
omnevora 8 i.m. amp. 2 ml,omnevora,2 ml,amp
omnic 0.4mg 30 modified release caps,omnic,0.4mg,caps
omnic ocas 0.4 mg 30 prolonged release f.c.tab,omnic ocas,0.4 mg,tab
omnicef 125mg/5ml susp. 40ml,omnicef,125mg/5ml,susp
omnicef 125mg/5ml susp. 80 ml,omnicef,125mg/5ml,susp
omnicef 300 mg 10 cap.,omnicef,300 mg,cap
omnipaque 300mg i/ml (100ml) intravascular/intrathecal vial,omnipaque,300mg i/ml,vial
omnipaque 300mg i/ml (50ml) intravascular/intrathecal vial,omnipaque,300mg i/ml,vial
omnipaque 350mg i/ml (100ml) intravascular/intrathecal vial,omnipaque,350mg i/ml,vial
omnipaque 350mg i/ml (200ml) intravascular/intrathecal vial,omnipaque,350mg i/ml,vial
omnipaque 350mg i/ml (50ml) intravascular/intrathecal vial,omnipaque,350mg i/ml,vial
omniscan 0.5mmol/ml (10ml) vial for i.v. inj.,omniscan,0.5mmol/ml,vial
omniscan 0.5mmol/ml (15ml) vial for i.v. inj.,omniscan,0.5mmol/ml,vial
omniscan 0.5mmol/ml (20ml) vial for i.v. inj.,omniscan,0.5mmol/ml,vial
omnitaxime 1gm vial,omnitaxime,1gm,vial
omnitrope 10mg/1.5ml s.c. cartridge,omnitrope,10mg/1.5ml,cartridge
omnitrope 5mg/1.5ml s.c. cartridge,omnitrope,5mg/1.5ml,cartridge
omthymose 120 ml syrup,omthymose,120 ml,syrup
on target cream 50 gm,on target,50 gm,cream
onaem 100 mg 10sachets,onaem,100 mg,sachets
onaj hair cream 150 gm,onaj hair,150 gm,cream
onaj hair mask 150 gm,onaj hair,150 gm,mask
onaj hair tonic lotion 100 ml,onaj hair tonic,100 ml,lotion
onbrez breezhaler 150 mcg 30 caps.+1 inhaler,onbrez breezhaler,150 mcg,caps
onbrez breezhaler 300 mcg 30 capsules+inhaler,onbrez breezhaler,300 mcg,capsules
onced 10 mg 30 tab.,onced,10 mg,tab
onced 20 mg 30 tab.,onced,20 mg,tab
onced 5 mg 10 tab.,onced,5 mg,tab
oncodox 10 mg vial,oncodox,10 mg,vial
oncodox 10mg vial,oncodox,10mg,vial
oncodox 50 mg vial,oncodox,50 mg,vial
oncodox-50 50mg vial,oncodox,50mg,vial
oncoprovera vial,oncoprovera,0,vial
oncovin 1 gm 1 vial,oncovin,1 gm,vial
oncyclopid 75mg 10 f.c.tab,oncyclopid,75mg,tab
oncyclopid 75mg 10 f.c.tab.,oncyclopid,75mg,tab
ondalenz 4 mg 5 orodispersible films,ondalenz,4 mg,films
ondalenz 8 mg 5 orodispersible films,ondalenz,8 mg,films
ondametic 4mg/2ml 5 ampoules,ondametic,4mg/2ml,ampoules
ondametic 8mg/4ml 5 amp.,ondametic,8mg/4ml,amp
ondamitaflex 8mg 10 tabs,ondamitaflex,8mg,tabs
