original_name,drug_name,dose,form
deep heat pain relief 4 patches,deep heat pain relief,0,patches
deep heat rub cream 35 gm,deep heat rub,35 gm,cream
deep heat topical spray 150 ml,deep heat,150 ml,topical spray
deep massage cream 125 gm,deep massage,125 gm,cream
deep- heat cream (large) imp,deep- heat,0,cream
deepfreeze pharmakon cold gel 125 gm,deepfreeze pharmakon,125 gm,cold gel
deepfreeze pharmakon cold spray 125 ml,deepfreeze pharmakon,125 ml,cold spray
deetrio 5000 i.u. 30 f.c.tabs.,deetrio,5000 i.u.,tabs
defence deo active 72h roll-on 50 ml,defence deo active 72h roll-on,0,ml
defence hair anti-dandruff shampoo 200 ml,defence hair anti-dandruff,200 ml,shampoo
deferoxinova 125mg 10 disp. tabs.,deferoxinova,125mg,tabs
deferoxinova 250mg 10 disp. tabs.,deferoxinova,250mg,tabs
deferoxinova 500mg 10 disp. tabs.,deferoxinova,500mg,tabs
defigapi  30capsules,defigapi,0,capsules
definil cream 30gram,definil,30gram,cream
deflax 12 sachets,deflax,0,sachets
deflazacort 30mg 10 tab.,deflazacort,30mg,tab
deflazacort 6mg 10 tab.,deflazacort,6mg,tab
defonta 10 ml oral drops,defonta,10 ml,oral drops
defucin 250mg 12 tab.,defucin,250mg,tab
defucin h topical cream 30 gm,defucin h,30 gm,topical cream
degreasian 1 gm 28 s.g. caps.,degreasian,1 gm,caps
dehydration treatment soln.,dehydration treatment,0,soln
dekadel 200mg 20 f.c.tab.,dekadel,200mg,tab
dekadel 200mg/5ml oral solution 125 ml,dekadel,200mg/5ml,oral solution
dekadel chrono 500mg 30 e.c.tab,dekadel,500mg,tab
delacol oral drops 15 ml,delacol,15 ml,oral drops
delarex 0.05g/100ml syrup 60 ml,delarex,0.05g/100ml,syrup
delarex 5mg 20 f.c.tab.,delarex,5mg,tab
delarex 5mg 30 f.c.tab.,delarex,5mg,tab
delassement topical gel 75 gram,delassement,75 gram,topical gel
delay-tiazem sr 120 mg 10 caps.,delay-tiazem,120 mg,caps
delay-tiazem sr 180 mg 10 caps.,delay-tiazem,180 mg,caps
delay-tiazem sr 90 mg 10 caps.,delay-tiazem,90 mg,caps
delcabrin 0.5 mg 2 scored tab.,delcabrin,0.5 mg,tab
delecar cream 50 gm,delecar,50 gm,cream
delecar gel 50 gm,delecar,50 gm,gel
deledark whitening cream 60 gm,deledark,60 gm,whitening cream
delendrozen 4 f.c. tabs.,delendrozen,0,tabs
delepe 30 mg 3 f.c. tabs.,delepe,30 mg,tabs
delepe 60mg 6 f.c. tabs,delepe,60mg,tabs
delera cream 150 ml,delera,150 ml,cream
delera skin cream 150 ml,delera,150 ml,skin cream
deleslam emollient cream 60 gm,deleslam,60 gm,emollient cream
delestra rectal oint. 30 gm,delestra,30 gm,rectal oint
delfat 500 mg 30 caps.,delfat,500 mg,caps
delilite cream 50 ml,delilite,50 ml,cream
delmenda 10mg 28 f.c.tab.,delmenda,10mg,tab
delmenda 5mg 21 f.c.tab.,delmenda,5mg,tab
delmonkast 10mg 14 f.c. tabs.,delmonkast,10mg,tabs
