original_name,drug_name,dose,form
kemirica 300mg 10 caps.,kemirica,300mg,caps
kemirica 50mg 30 caps,kemirica,50mg,caps
kemirica 75mg 30 caps.,kemirica,75mg,caps
kemocarb 10mg/ml 150mg vial,kemocarb,150mg,vial
kemocarb 10mg/ml 450mg vial,kemocarb,450mg,vial
kemoxetin 10 mg 10 caps.,kemoxetin,10mg,caps
kemoxetin 100 mg 10 caps,kemoxetin,100mg,caps
kemoxetin 18 mg 10 caps.,kemoxetin,18mg,caps
kemoxetin 25 mg 10 caps.,kemoxetin,25mg,caps
kemoxetin 60 mg 10 caps.,kemoxetin,60mg,caps
kemoxetin 80 mg 10 caps.,kemoxetin,80mg,caps
kempi cal d 20 sachets,kempi cal d,0,sachets
kempopim 1gm i.m/i.v vial,kempopim,1gm,vial
kemporic 20mg 2 tabs.,kemporic,20mg,tabs
kempovancom 500 mg vial,kempovancom,500mg,vial
kempoxone 1gm i.m. vial,kempoxone,1gm,vial
kempozedim 1 gm vial,kempozedim,1gm,vial
kemprost 0.4mg 20 caps.,kemprost,0.4mg,caps
kemprost sr 0.4 mg 10 caps,kemprost sr,0.4mg,caps
kenacomb topical cream 15 gm,kenacomb,15gm,cream
kenacomb topical cream 30 gm,kenacomb,30gm,cream
kenacomb topical oint. 15 gm,kenacomb,15gm,ointment
kenacomb topical ointment 30 gm,kenacomb,30gm,ointment
kenacort 4 mg 100 tab.,kenacort,4mg,tabs
kenacort-a 40mg/ml vial,kenacort-a,40mg/ml,vial
kenalog in orabase oral gel 10 gm,kenalog in orabase,10gm,gel
kenara mouth wash 250 ml,kenara,250ml,mouth wash
kenji massage cream 25 gm,kenji massage,25gm,cream
kenova sachets 10 sachets,kenova,0,sachets
kenzo 2% shampoo 60 ml,kenzo,60ml,shampoo
kepa whitening cream,kepa whitening,0,cream
kepilepsy 1000mg 10 f.c.tab.,kepilepsy,1000mg,tabs
kepilepsy 10gm/100ml oral soln. 120 ml,kepilepsy,10gm/100ml,solution
kepilepsy 250 mg 10 f.c. tabs.,kepilepsy,250mg,tabs
kepilepsy 500mg 10 f.c.tab.,kepilepsy,500mg,tabs
kepilepsy 500mg/5ml conc. sol. for i.v. 5 amp.,kepilepsy,500mg/5ml,solution
kepilepsy 750 mg 10 f.c. tabs.,kepilepsy,750mg,tabs
keppra 1000mg 30 f.c. tab.,keppra,1000mg,tabs
keppra 100mg/ml oral solution 300 ml,keppra,100mg/ml,solution
keppra 250mg 30 f.c. tab.,keppra,250mg,tabs
keppra 500mg 30 f.c. tab.,keppra,500mg,tabs
kepradil 1000mg 30 f.c. tabs.,kepradil,1000mg,tabs
kepradil 100mg/ml oral soln. 100 ml,kepradil,100mg/ml,solution
kepradil 500mg 30 f.c. tabs.,kepradil,500mg,tabs
kepradil 500mg/5ml iv vial,kepradil,500mg/5ml,vial
kepradil xr 500mg 30 extended f.c. tabs.,kepradil xr,500mg,tabs
kepradil xr 750mg 30 extended f.c. tabs.,kepradil xr,750mg,tabs
keradex 150ml cream,keradex,150ml,cream
keraflex cream 60 gm,keraflex,60gm,cream
keraflex gel 60 gm,keraflex,60gm,gel
