original_name,drug_name,dose,form
xygarot 5mg/5ml syrup 100 ml,Xygarot,5mg/5ml,syrup
xylocaine 10% pump spray 50 ml,Xylocaine,10%,spray
xylocaine jelly 2% 30 gm,Xylocaine,2%,jelly
xylotop 4 % 20 gm cream,Xylotop,4%,cream
xylotop 4% gel 20 gm,Xylotop,4%,gel
xylotop 4% top. cream 20 gm,Xylotop,4%,cream
xylotop 4% topical gel 20 gm,Xylotop,4%,gel
xyntha 1000 i.u. lyophilized powder vial,Xyntha,1000iu,powder
xyntha 250 i.u. lyophilized powder vial,Xyntha,250iu,powder
xyntha 500 i.u. lyophilized powder vial,Xyntha,500iu,powder
xyrkux 120 mg 7 tabs,Xyrkux,120 mg,tab
xyrkux 60 mg 20 tabs,Xyrkux,60 mg,tab
xyrkux 90 mg 30 tabs,Xyrkux,90 mg,tab
y-globulin kgcc i.m vial,Y-Globulin Kgcc,0,vial
yago mouth wash 250 ml,Yago,0,wash
yanmak cream,Yanmak,0,cream
yapa cream,Yapa,0,cream
yaref gel 50 gm,Yaref,0,gel
yasmin 0.03/3 mg 21 tabs.,Yasmin,0.03/3 mg,tab
yaty verfe 20 mg,Yaty Verfe,20 mg,0
yaty verfe 40mg,Yaty Verfe,40mg,0
yaz 0.02/3mg 28 tabs.,Yaz,0.02/3mg,tab
yeast mepaco 60 tabs,Yeast Mepaco,0,tab
yeast pex 60 tabs,Yeast Pex,0,tab
yellow fever vaccine 1 dose. 1 amp,Yellow Fever Vaccine,1 dose,ampoule
yervoy 50mg/10 ml vial,Yervoy,50mg/10 ml,vial
yesvt plex 120 ml syrup,Yesvt Plex,0,syrup
yogin 100 gm cream,Yogin,0,cream
yohimbe 2000 mg 50 caps. (illegal import),Yohimbe,2000 mg,cap
yohimbe fuel 100 cap,Yohimbe Fuel,0,cap
yohimbex 20 tab,Yohimbex,0,tab
yohimbine 2 mg 50 tab,Yohimbine,2 mg,tab
yohimbine 2 mg 50 tab (local),Yohimbine,2 mg,tab
yohimbine houde 2 mg 25 tab,Yohimbine Houde,2 mg,tab
yohimbine houde 2 mg 50 tab,Yohimbine Houde,2 mg,tab
yohimbine houde 2mg tab,Yohimbine Houde,2mg,tab
yohimbine houde 5.4mg 100 tab,Yohimbine Houde,5.4mg,tab
yohimbinum d4 drops 10 ml,Yohimbinum D4,0,drops
yomesan 500mg 4 tab.,Yomesan,500mg,tab
yonatone 200mg 30 tab.,Yonatone,200mg,tab
yondelis 1 mg lyoph. pd. for iv infu.,Yondelis,1 mg,infusion
yonyrex 120 ml hair tonic spray,Yonyrex,0,spray
yorayal massage gel 30 gm,Yorayal Massage,0,gel
yoster gel   50 gm,Yoster,0,gel
yostiretic 30 tab.,Yostiretic,0,tab
yosyhair shampoo 250 ml,Yosyhair,0,shampoo
your best cleanser,Your Best Cleanser,0,0
your life immune system rose hips 1000mg 500 tab,Your Life Immune System Rose Hips,1000mg,tab
yummyfort 120 ml syrup,Yummyfort,0,syrup
yutopar 10mg 20 tab.,Yutopar,10mg,tab
