original_name,drug_name,dose,form
fernisal 120 ml syr,fernisal,120 ml,syr
ferogedo 30 tabs.,ferogedo,30 mg,tabs
feroglicy baby syrup 30 ml,feroglicy baby,30 ml,syrup
feroglobin 30 caps,feroglobin,30 mg,caps
feroglobin liquid 120 ml,feroglobin,120 ml,liquid
ferolact 10 sachets,ferolact,10 mg,sachets
feromoro 20 sachets,feromoro,20 mg,sachets
feronozam 30 cap,feronozam,30 mg,cap
ferosac 100mg/5ml 5 amp.,ferosac,100mg/5ml,amp
ferosalic 24 caps.,ferosalic,24 mg,caps
feroscore 30 caps,feroscore,30 mg,caps
ferose 100mg 30 chewable tab. (cancelled),ferose,100mg,chewable tab
ferose 50mg/5ml 100ml syrup,ferose,50mg/5ml,syrup
ferose-f 30 chewable tab.,ferose-f,30 mg,chewable tab
ferotex 24 tabs,ferotex,24 mg,tabs
ferplex 12 sachets,ferplex,12 mg,sachets
ferplex 40mg 6 sachets,ferplex,40mg,sachets
ferramino syrup 100 ml,ferramino,100 ml,syrup
ferreserve 120 ml syrup,ferreserve,120 ml,syrup
ferrino 24 pieces,ferrino,24 mg,pieces
ferriprox 100mg/ml (250ml) oral solution,ferriprox,100mg/ml,oral solution
ferriprox 100mg/ml (500ml) oral solution,ferriprox,100mg/ml,oral solution
ferriprox 500mg 100 tabs.(net price),ferriprox,500mg,tabs
ferritop 100gm syrup,ferritop,100gm,syrup
ferritop 15mg/5ml syrup 100 ml,ferritop,15mg/5ml,syrup
ferrlecit 5 amp,ferrlecit,5 mg,amp
ferrmarron syrup 100 ml,ferrmarron,100 ml,syrup
ferrmol syrup 30 ml,ferrmol,30 ml,syrup
ferro mab syrup 120 ml,ferro mab,120 ml,syrup
ferro plus 20 tablets,ferro plus,20 mg,tablets
ferro sanol duodenal 30 cap.,ferro sanol duodenal,30 mg,cap
ferro sanol gyn 30 cap.,ferro sanol gyn,30 mg,cap
ferro tonic 24 tab,ferro tonic,24 mg,tab
ferro v retard 20 tab,ferro v retard,20 mg,tab
ferro-6 24 soft gelatin caps,ferro-6,24 mg,soft gelatin caps
ferro-folic 20 pcs,ferro-folic,20 mg,pcs
ferro-folic 500 15/pieces,ferro-folic 500,15 mg,pieces
ferro-max syrup 120 ml,ferro-max,120 ml,syrup
ferro-saja orange syrup 120 ml,ferro-saja orange,120 ml,syrup
ferro-z iron 120 ml syrup,ferro-z iron,120 ml,syrup
ferro-z syrup 120 ml,ferro-z,120 ml,syrup
ferrobella fortified liquid chocolate 200 gm,ferrobella fortified,200 gm,liquid chocolate
ferrobella fortified liquid chocolate 350 gm,ferrobella fortified,350 gm,liquid chocolate
ferrocal 14 caps,ferrocal,14 mg,caps
ferrodep 30 caps.,ferrodep,30 mg,caps
ferrodep syrup 150 ml,ferrodep,150 ml,syrup
ferroduonal 30 cap,ferroduonal,30 mg,cap
ferroduonal gyn 30 caps.,ferroduonal gyn,30 mg,caps
ferroeba 30caps,ferroeba,30 mg,caps
ferrofol 30 caps.,ferrofol,30 mg,caps
