original_name,drug_name,dose,form
farcobrasone ophth. susp. 5 ml,farcobrasone,0,ophth. susp.
farcocin 0.1% cream 20 gm,farcocin,0.1%,cream
farcocin 0.1% oint. 20 gm,farcocin,0.1%,oint.
farcocrom 4% eye drops 10 ml,farcocrom,4%,eye drops
farcodarone 200mg 30 tab.,farcodarone,200mg,tab.
farcodarone concentrate 50mg/ml 5 amp.,farcodarone concentrate,50mg/ml,amp.
farcodoxin 100mg 10 caps.,farcodoxin,100mg,caps.
farcolac 667gm/l syrup 120 ml,farcolac,667gm/l,syrup
farcolin 2mg 20 tab.,farcolin,2mg,tab.
farcolin respirator 0.5% soln. 20 ml,farcolin respirator,0.5%,soln.
farcolin syrup 120ml,farcolin,0,syrup
farcomethacin 1% topical gel 20 gm,farcomethacin,1%,topical gel
farcomethacin 20g gel,farcomethacin,0,gel
farcomethacin 50ml solu,farcomethacin,0,solu
farcomid 500mg 20 tab,farcomid,500mg,tab
farconcil 1 gm vial,farconcil,1gm,vial
farconcil 250mg vial,farconcil,250mg,vial
farconcil 500mg vial,farconcil,500mg,vial
farcopental 500mg i.v. vial,farcopental,500mg,i.v. vial
farcophylline 125mg 5 paed.supp.,farcophylline,125mg,paed.supp.
farcopril 25mg 20 tab.,farcopril,25mg,tab.
farcopril 50mg 20 tab.,farcopril,50mg,tab.
farcopril plus 50/25mg 20 tab.,farcopril plus,50/25mg,tab.
farcorelaxin 10mg 5 adult supp.,farcorelaxin,10mg,adult supp.
farcorelaxin 1mg/ml syrup 120ml,farcorelaxin,1mg/ml,syrup
farcorelaxin 20mg i.v./i.m. 3 amp.,farcorelaxin,20mg,i.v./i.m. amp.
farcorelaxin 7.5mg 5 infantile supp.,farcorelaxin,7.5mg,infantile supp.
farcosef 1gm i.v./i.m. vial,farcosef,1gm,i.v./i.m. vial
farcosef 250mg vial,farcosef,250mg,vial
farcosef 500mg vial,farcosef,500mg,vial
farcosolvin 120ml syrup,farcosolvin,0,syrup
farcosolvin 24 cap,farcosolvin,0,cap
farcosolvin 24 caps.,farcosolvin,0,caps.
farcosolvin syrup 120ml,farcosolvin,0,syrup
farcotilium 10mg 10 eff. sachets,farcotilium,10mg,eff. sachets
farcotilium 10mg 24 caps.,farcotilium,10mg,caps.
farcotilium 1mg/ml susp. 120ml,farcotilium,1mg/ml,susp.
farcotilium inf. 5 supp,farcotilium,0,inf. supp
farcovit b12 30 caps.,farcovit b12,0,caps.
farcozepam 5mg 20 tab.,farcozepam,5mg,tab.
farcozol plus susp,farcozol plus,0,susp
farcozol plus susp. 120ml,farcozol plus,0,susp.
fareston 60mg 100 tab,fareston,60mg,tab
farex 20 f.c.tab.,farex,20mg,tab.
fari krem cereal with milk 200 gm,fari cereal with milk,0,krem
fari krem cereal with milk 75 gm,fari cereal with milk,0,krem
farkelo cream 50 gm,farkelo,0,cream
farlutal 250mg 30 tab,farlutal,250mg,tab
farmactive silver spray 125 ml,farmactive silver,0,spray
farmagine primrose 500mg 30 cap,farmagine primrose,500mg,cap
