original_name,drug_name,dose,form
andovimpamide 50 mg 20 tabs. (n/a),Andovimpamide,50 mg,tabs.
andovimpamide 50 mg 30 tabs.,Andovimpamide,50 mg,tabs.
andovit immune vit. c 1000 mg 20 tabs.,Andovit Immune Vit. c,1000 mg,tabs.
andovit immune vit. c 500 mg 20 tabs.,Andovit Immune Vit. c,500 mg,tabs.
andovit iron 20 tabs.,Andovit Iron,0,tabs.
andovit iron plus susp. 100 ml,Andovit Iron Plus,100 ml,susp.
andovit neuro 20 f.c. tabs.,Andovit Neuro,0,tabs.
andovit neuro 30 f.c. tabs. (n/a),Andovit Neuro,0,tabs.
andovit omega 20 caps.,Andovit Omega,0,caps.
andoxezine 150 mg 30 f.c. tabs.,Andoxezine,150 mg,tabs.
andoxezine 300 mg 30 f.c. tabs.,Andoxezine,300 mg,tabs.
andractim 2.5% gel 80 gm (illegal import),Andractim,2.5 %,gel
andrin eye contour cream 30 gm,Andrin Eye Contour,0,cream
andriol 40mg 20 caps,Andriol,40 mg,caps
androcur 50mg 20 tab.,Androcur,50 mg,tab.
andromen 40mg 20 soft gelatin caps.,Andromen,40 mg,soft gelatin caps.
androxine 250mg 10 tab.,Androxine,250 mg,tab.
andy 10 sachets,Andy,0,sachets
anestacon 2mg/ml (100ml) i.v. infusion,Anestacon,2 mg/ml,i.v. infusion
anestacon 2mg/ml (25ml) i.v. infusion,Anestacon,2 mg/ml,i.v. infusion
anestacon 2mg/ml (50ml) i.v. infusion,Anestacon,2 mg/ml,i.v. infusion
anesty topical gel 15gm,Anesty Topical,0,gel
anexate 0.5mg/5ml 5 i.v. amps.,Anexate,0.5 mg/5 ml,i.v. amps.
anexnil 0.5mg/5ml 5 i.v. amps. (n/a),Anexnil,0.5 mg/5 ml,i.v. amps.
angelica cream 50 gm,Angelica,0,cream
angelica massage cream 60gm,Angelica Massage,0,cream
angiflash sore throat spray 20 ml,Angiflash Sore Throat,0,spray
angikinase 100 000 i.u. vial,Angikinase,100 000 i.u.,vial
angikinase 250 000 i.u. vial,Angikinase,250 000 i.u.,vial
angikinase 500 000 i.u. vial,Angikinase,500 000 i.u.,vial
angilow 10mg 30 tab.,Angilow,10 mg,tab.
angilow 20mg 30 tab.,Angilow,20 mg,tab.
anginitra 5 mg 10 sublingual tab.,Anginitra,5 mg,sublingual tab.
angioblock 150/12.5 mg 21 f.c. tabs.,Angioblock,150/12.5 mg,tabs.
angioblock 150/12.5 mg 30 f.c. tabs.,Angioblock,150/12.5 mg,tabs.
angioblock 300/12.5 mg 30 f.c. tabs.,Angioblock,300/12.5 mg,tabs.
angioblock 300/25 mg 30 f.c. tabs.,Angioblock,300/25 mg,tabs.
angioblock mono 150 mg 30 f.c. tabs.,Angioblock Mono,150 mg,tabs.
angioblock mono 300 mg 30 f.c. tabs.,Angioblock Mono,300 mg,tabs.
angioblock mono 75 mg 21 f.c. tabs,Angioblock Mono,75 mg,tabs
angiobradine 5mg 30 scored f.c. tabs,Angiobradine,5 mg,scored f.c. tabs
angiobradine 7.5 mg 30 f.c. tabs,Angiobradine,7.5 mg,tabs
angiobradine 7.5 mg 30 f.c. tabs.,Angiobradine,7.5 mg,tabs.
angiofox (effox) 20 mg 20 tabs.,Angiofox (effox),20 mg,tabs.
angiofox (effox) 25mg long 30 caps.,Angiofox (effox),25 mg,long caps.
angiofox (effox) 40mg 20 tabs.,Angiofox (effox),40 mg,tabs.
angiofox (effox) 50mg long 20 caps.,Angiofox (effox),50 mg,long caps.
angiografin 65% infusion 100 ml,Angiografin,65 %,infusion
angiopress 25mg 10 tab.,Angiopress,25 mg,tab.
angiopress 50mg 10 tab.,Angiopress,50 mg,tab.
