original_name,drug_name,dose,form
liptomilk plus 1 400g milk,liptomilk plus,400g,milk
liptomilk plus 2 400g milk,liptomilk plus,400g,milk
liqiveem syrup 120 ml,liqiveem,120 ml,syrup
liquid chlorophyll 120 ml,liquid chlorophyll,120 ml,0
liquie 10 sachets 2.5 gm,liquie,2.5 gm,sachets
liquifilm tears 1.4% eye drops,liquifilm tears,1.4%,eye drops
liquifilm tears 15ml eye drops,liquifilm tears,15ml,eye drops
liquorice plus,liquorice plus,0,0
liquovit cream 50 gm,liquovit,50 gm,cream
liquovit soap 100 gm,liquovit,100 gm,soap
lirimar 20 mg 10 caps.,lirimar,20 mg,caps.
lirimar 80 mg 10 caps.,lirimar,80 mg,caps.
lisinopril-10 10mg 30 tab.,lisinopril-10,10mg,tab.
lisitens 12.5/20mg 30 tab.,lisitens,12.5/20mg,tab.
lisitens 20/12.5mg 20tab,lisitens,20/12.5mg,tab
lisopril 10mg 30 tabs.,lisopril,10mg,tabs.
listerine cool mint mouth wash 250 ml,listerine cool mint,250 ml,mouth wash
listerine mouth wash 250 ml,listerine,250 ml,mouth wash
listerine mouth wash 500 ml,listerine,500 ml,mouth wash
listermaz mouth wash 250 ml,listermaz,250 ml,mouth wash
listermix plus mouth wash 250ml,listermix plus,250ml,mouth wash
lit up soap 100 gm,lit up,100 gm,soap
lit up whitening cleansing foam 200 ml,lit up whitening,200 ml,cleansing foam
lit up whitening cream 50 gm,lit up whitening,50 gm,cream
lit up whitening skin serum 50 ml,lit up whitening,50 ml,skin serum
litak 10 mg 5 vials ss,litak ss,10 mg,vials
litomen 25mg 10 f.c. tab.,litomen,25mg,tab.
litomen 50mg 10 f.c. tab.,litomen,50mg,tab.
little feet cream 50gm,little feet,50gm,cream
liv-gamma 2.5 gm vial i.v injection,liv-gamma,2.5 gm,i.v injection
liv-plus 20 caps,liv-plus,0,caps
liv.52 100 tab. (n/a),liv.52,0,tab.
liva gest (20 cap),liva gest,0,cap
liva-gest 20 capsules,liva-gest,0,capsules
livabion 6 i.m. amp. 2 ml,livabion,2 ml,amp.
livagoal 450mg 20 caps.,livagoal,450mg,caps.
livagrand 20 caps,livagrand,0,caps
livamarin 140mg 10 sachets,livamarin,140mg,sachets
livamarin 140mg 5 sachets,livamarin,140mg,sachets
livarose 20 cap,livarose,0,cap
livavit (20 cap),livavit,0,cap
liver albumin plus 20 caps,liver albumin plus,0,caps
liver-guard 30 capsules,liver-guard,0,capsules
liveraid 240 mg 30 caps,liveraid,240 mg,caps
liverin 20 caps,liverin,0,caps
livetal 20gm sachet,livetal,20gm,sachet
livia 10 sachets,livia,0,sachets
liviacool massage gel 59 gm,liviacool,59 gm,massage gel
livial 2.5mg 28 tab.,livial,2.5mg,tab.
lividemia 2 mg 10 f.c. tabs.,lividemia,2 mg,tabs.
