original_name,drug_name,dose,form
depiwhite mask 40 ml,depiwhite,40 ml,mask
depiwhite.s spf 50 - 50 ml,depiwhite.s spf 50,50 ml,0
depo-medrol 40mg/ml vial,depo-medrol,40mg/ml,vial
depo-pen 1.2 miu vial.,depo-pen,1.2 miu,vial
depo-provera 150mg/ml vial i.m.,depo-provera,150mg/ml,vial
depofort b12 1mg/ml 2 amp. (n/a),depofort b12,1mg/ml,amp
depofort b12 1mg/ml 5 amp.,depofort b12,1mg/ml,amp
depolvix b12 1000mcg i.m. 2 amp,depolvix b12,1000mcg,amp
deponit nt 10 - 7 patches.,deponit nt,10mg,patches
deponit nt 5 - 7 patches.,deponit nt,5mg,patches
deposilin 1.2 vial,deposilin,1.2mg,vial
depotvinc 30mg 20 cap,depotvinc,30mg,cap
depovit b12-1000mcg/ml 3 i.m. amps.,depovit b12,1000mcg/ml,amps
depovit b12-1000mcg/ml 5 i.m. amp,depovit b12,1000mcg/ml,amp
depr-stat 50mg 10 caps.,depr-stat,50mg,caps
depram 20mg 20 f.c. tab,depram,20mg,tab
depram 40mg 10 f.c. tab. (n/a),depram,40mg,tab
depram 40mg 20 f.c. tab,depram,40mg,tab
depratiox 10 mg 20 f.c. tabs.,depratiox,10 mg,tabs
depratiox 15 mg 20 f.c. tabs.,depratiox,15 mg,tabs
depratiox 20 mg 20 f.c. tabs.,depratiox,20 mg,tabs
depreban 20mg 10 caps.,depreban,20mg,caps
depretreve 20mg 20 caps.,depretreve,20mg,caps
depretreve 30mg 20 caps.,depretreve,30mg,caps
depretreve 60mg 20 caps.,depretreve,60mg,caps
deprezopent 10mg 30 tabs,deprezopent,10mg,tabs
depurdent tooth paste 13 ml,depurdent tooth,13 ml,paste
depurdent tooth paste 25 ml,depurdent tooth,25 ml,paste
depurdent tooth paste 50ml,depurdent tooth,50ml,paste
depzabid 0.5% eye drops 5 ml,depzabid,0.5%,eye drops
depzabid 0.5% ophth. soln. 5 ml,depzabid,0.5%,ophth soln
der-med 75 ml emulsion,der-med,75 ml,emulsion
derdera oral drops,derdera,0,oral drops
derilgy 30 mg 3 f.c. tabs.,derilgy,30 mg,tabs
derilgy 60 mg 3 f.c. tabs,derilgy,60 mg,tabs
derilgy 60 mg 6 f.c. tabs,derilgy,60 mg,tabs
derm 10 tab,derm 10,0,tab
derm clear facial wash 200 ml,derm clear,200 ml,facial wash
derm clear gel 35 gm,derm clear,35 gm,gel
derma aid topical lotion 120 ml,derma aid topical,120 ml,lotion
derma baby lotion 70 ml,derma baby,70 ml,lotion
derma mix cream 60 gm,derma mix,60 gm,cream
derma plex 10 tab,derma plex 10,0,tab
derma pure cream 30 gm,derma pure,30 gm,cream
derma pure sm cream 60 gm,derma pure sm,60 gm,cream
derma soft cream 60 ml,derma soft,60 ml,cream
derma soft plus cream 100 gm,derma soft plus,100 gm,cream
derma soft plus cream 60 gm,derma soft plus,60 gm,cream
derma v10 24/7 body lotion 200 ml,derma v10 24/7 body,200 ml,lotion
derma white cream 30 gm,derma white,30 gm,cream
