original_name,drug_name,dose,form
synoflex massage cream 60 gm,synoflex massage,60 gm,cream
synogen 10 gm 10 sachets,synogen,10 gm,sachets
synosel ace 60 coated tabs,synosel ace,0,coated tabs
synova oral pwd. 6 sachets,synova,0,oral pwd
synthecortin 40mg/ml i.m amp,synthecortin,40mg/ml,amp
synticinon 10 iu 20 amp,synticinon,10 iu,amp
syntocinon 10 i.u/ml i.m/i.v. 5 amp.,syntocinon,10 i.u/ml,amp
syntocinon 5 i.u./ml i.m/i.v 5 amp.,syntocinon,5 i.u./ml,amp
syranovo 120 ml syrup,syranovo,0,syrup
systane eye drops 30 x 0.7 ml sdu (n/a),systane,0,eye drops
systane eye gel drops 10 ml,systane,0,eye gel drops
systane hydration eye drops 10 ml,systane hydration,0,eye drops
systane hydration eye drops 30 x 0.7 ml sdu,systane hydration,0,eye drops
systane original eye drops 10 ml,systane original,0,eye drops
systane ultra eye drops 10 ml,systane ultra,0,eye drops
systymycin 500mg 3 caps.,systymycin,500mg,caps
systymycin 500mg 5 caps.,systymycin,500mg,caps
sytron 27.5mg/5ml syrup 125 ml (n/a),sytron,27.5mg/5ml,syrup
t grand 0.3% eye drops 5 ml,t grand,0.3%,eye drops
t grand plus eye drops 5 ml,t grand plus,0,eye drops
t.b tol. 100 mg- 10tab,t.b tol.,100 mg,tab
t.b.zide 100mg 50 tab.,t.b.zide,100mg,tab
t.b.zide 50 mg 100 tab,t.b.zide,50 mg,tab
t.b.zide forte 200mg 50 tab.,t.b.zide forte,200mg,tab
t.b.zide forte 300mg 10 tab.,t.b.zide forte,300mg,tab
t.rq multivitamins 60 adult gummies,t.rq multivitamins,0,adult gummies
t.rq omega 3 - 60 adult gummies,t.rq omega 3,0,adult gummies
t4-thyro 100mcg 100 tablets,t4-thyro,100mcg,tablets
t4-thyro 50 mcg 100 tabs.,t4-thyro,50 mcg,tabs
tabby cream 60 gm,tabby,60 gm,cream
"tabine 100mg/5ml 5 amps. for i.v.,s.c. inj. or intrathecal",tabine,100mg/5ml,amps
tabine 1gm vial for i.v. s.c. inj. or intrathecal,tabine,1gm,vial
tabine 2 gm vial for i.v. s.c. inj. or intrathecal(n/a yet),tabine,2 gm,vial
tabine 5 gm vial for i.v. s.c. inj. or intrathecal(n/a yet),tabine,5 gm,vial
tabnilox 30 cap,tabnilox,0,cap
tabocine 100mg 10 caps.,tabocine,100mg,caps
tabunex 50mcg/g nasal spray 120 doses,tabunex,50mcg/g,nasal spray
tacho 30 mg iron 24 tabs,tacho iron,30 mg,tabs
tada 20 mg 2 tabs,tada,20 mg,tabs
tadagold 5mg 5 f.c. tabs,tadagold,5mg,tabs
tadalasby 20 mg 2 f.c.tabs.,tadalasby,20 mg,tabs
tadaliptis 10 mg 4 f.c. tabs.,tadaliptis,10 mg,tabs
tadaliptis 20 mg 4 f.c. tabs.,tadaliptis,20 mg,tabs
tadaliptis 5 mg 30 f.c. tabs.,tadaliptis,5 mg,tabs
tadalong 20mg 4 tabs,tadalong,20mg,tabs
tadalong 5 mg 30 tabs.,tadalong,5 mg,tabs
tadamance 20 mg 4 f.c.tabs.,tadamance,20 mg,tabs
tadanerfi 10 mg 4 orodispersible films,tadanerfi,10 mg,orodispersible films
tadanerfi 20 mg 4 orodispersible films,tadanerfi,20 mg,orodispersible films
tadanerfi 5mg 20 orodispersible films,tadanerfi,5mg,orodispersible films
