original_name,drug_name,dose,form
alumag 20 tab.,alumag,Null,tab.
alumatrend oral susp. 240 ml,alumatrend,Null,oral susp.
alupent 2 mg/ml 100 ml elixir,alupent,2 mg/ml,elixir
alusprin forte 300 mg 10 tab (chew ),alusprin forte,300 mg,tab (chew )
alusprin inf 75 mg,alusprin inf,75 mg,Null
alveobreeze 12 mcg 30 caps. for inh.+inhaler,alveobreeze,12 mcg,caps.
alveofact 108mg/2.4ml intratracheal vial,alveofact,108 mg/2.4 ml,intratracheal vial
alveofact 54mg/1.2ml intratracheal vial,alveofact,54 mg/1.2 ml,intratracheal vial
alveokids syrup 120 ml,alveokids,Null,syrup
alveolin syrup 100 ml,alveolin,Null,syrup
alveolin-p syrup 100 ml,alveolin-p,Null,syrup
alveorest syrup 120 ml,alveorest,Null,syrup
alveotrack 5mg/ml inhalation solution 30 ml,alveotrack,5 mg/ml,inhalation solution
alverinspasm 24 s.g.caps.,alverinspasm,Null,s.g.caps.
alvesco 160mcg/actuation inhaler 120 doses,alvesco,160 mcg/actuation,inhaler
alvesco 160mcg/actuation inhaler 60 doses,alvesco,160 mcg/actuation,inhaler
alvesco 80mcg/actuation inhaler,alvesco,80 mcg/actuation,inhaler
alvetatalin 120 mg 30cap,alvetatalin,120 mg,cap
alvital iron syrup 120 ml,alvital iron,Null,syrup
alvital syrup 120 ml,alvital,Null,syrup
alvityl 12 vitamines 50 coated tab,alvityl 12 vitamines,Null,coated tab
alwen 100 gm massage gel,alwen,100 gm,massage gel
alwen 120 ml massage spray,alwen,Null,massage spray
alzac 10mg 20 caps.,alzac,10 mg,caps.
alzad seas syrup 120 ml,alzad seas,Null,syrup
alzaglob 10mg 10 scored f.c. tab.,alzaglob,10 mg,scored f.c. tab.
alzental 200 mg 2 f.c.tabs,alzental,200 mg,f.c.tabs
alzental 200mg 6 f.c. tab.,alzental,200 mg,f.c. tab.
alzental 20mg/ml susp. 20ml,alzental,20 mg/ml,susp.
alzepizil 10mg 14 f.c. tab.,alzepizil,10 mg,f.c. tab.
alzepizil 5mg 14 f.c. tab.,alzepizil,5 mg,f.c. tab.
alzimer 10mg 10 f.c. tab.,alzimer,10 mg,f.c. tab.
alzimer 5mg 10 f.c. tab.,alzimer,5 mg,f.c. tab.
alzixa 10 mg 30 f.c. tabs.,alzixa,10 mg,f.c. tabs.
alzmenda 10 mg 21 f.c.tab,alzmenda,10 mg,f.c.tab
alzmenda 10mg/gm oral drops 20 ml,alzmenda,10 mg/gm,oral drops
alzmenda 20 mg 21 f.c.tabs,alzmenda,20 mg,f.c.tabs
alzmenda 5 mg 14 f.c. tab,alzmenda,5 mg,f.c. tab
amadol 100 mg s.r. 10 tabs,amadol,100 mg,s.r. tabs
amadol 100mg/2ml 3 amps.,amadol,100 mg/2 ml,amps.
amadol 50 mg 20 caps,amadol,50 mg,caps
amaglust 2/30 mg 30 scored tab,amaglust,2/30 mg,scored tab
amaglust 4/30 mg 30 scored tab,amaglust,4/30 mg,scored tab
aman plus 200ml intimate feminine wash,aman plus,Null,intimate feminine wash
amantadine 100mg 10 cap,amantadine,100 mg,cap
amantine 100mg 24caps.,amantine,100 mg,caps.
amaren hair serum 120 ml,amaren hair,Null,serum
amaryl 1mg 30 tab,amaryl,1 mg,tab
amaryl 2 mg 30 tabs,amaryl,2 mg,tabs
amaryl 3 mg 30 tabs,amaryl,3 mg,tabs
