original_name,drug_name,dose,form
aromalock 2.5 mg 30 f.c. Tabs,aromalock,2.5 mg,tablet
aromasin 25 mg 30 tabs.,aromasin,25 mg,tablet
aromix 100 mg 14 sachets,aromix,100 mg,sachet
aromix plus capsule,aromix plus,0,capsule
arozole 100mg 14 caps.,arozole,100 mg,capsule
arozole 100mg 4 caps.,arozole,100 mg,capsule
arpimune me 100mg 50 s.g. caps.,arpimune me,100 mg,capsule
arpimune me 25mg 50 s.g. caps.,arpimune me,25 mg,capsule
arpimune me 50mg 50 s.g. caps.,arpimune me,50 mg,capsule
arrowsamine 30 cap,arrowsamine,0,capsule
arsenal 20 capsules,arsenal,0,capsule
art q cream 60 gm,art q,60 gm,cream
art q facial cleanser 200 ml,art q facial cleanser,200 ml,cleanser
artagone 30 h.g caps.,artagone,0,capsule
artamine 250mg 50 capsules,artamine,250 mg,capsule
artec 500/500mg 20 f.c.tabs.,artec,500/500 mg,tablet
arteflex 200 mg 20 cap,arteflex,200 mg,capsule
arteflex 300 mg 20 cap,arteflex,300 mg,capsule
arteflex 67 mg 20 cap,arteflex,67 mg,capsule
artelac ophtiole 3.2mg/ml eye drops 10 ml 2 bottles,artelac ophtiole,3.2 mg/ml,eye drops
arthenia cream 20 gm,arthenia,20 gm,cream
arthenia cream 50gm,arthenia,50 gm,cream
arthfree 100mg 3 f.c. tab.,arthfree,100 mg,tablet
arthfree 20mg 30 f.c. tab.,arthfree,20 mg,tablet
arthineur 10 caps.,arthineur,0,capsule
arthricox 15 mg 10 tab.,arthricox,15 mg,tablet
arthritis free spray topical spray.,arthritis free,0,spray
arthrofast 150 mg 14 m.r. tablets,arthrofast,150 mg,tablet
arthrosamine 30 caps.,arthrosamine,0,capsule
arti top. lotion 120 ml,arti top.,120 ml,lotion
articavol 75mg/3ml 3 amp.,articavol,75 mg/3 ml,ampoule
articu-safe 50mg 30 caps.,articu-safe,50 mg,capsule
articulage 10 sachets,articulage,0,sachet
articulage 15 sachets,articulage,0,sachet
articulage 30 sachets,articulage,0,sachet
artificial renal solution 1012,artificial renal solution 1012,0,solution
artificial saliva oral spray 30 ml,artificial saliva,30 ml,spray
artilane classic 15 bottles 10 ml,artilane classic,10 ml,bottle
artilane forte 15 bottles 10 ml,artilane forte,10 ml,bottle
artinibsa 40mg/0.005mg/ml s.c./i.m inj.,artinibsa,40 mg/0.005 mg/ml,injection
artinibsa 40mg/0.01mg/ml s.c./i.m. inj,artinibsa,40 mg/0.01 mg/ml,injection
artisoy 30 tabs,artisoy,0,tablet
artixiban 2.5 mg 30 f.c. tablets,artixiban,2.5 mg,tablet
artixiban 5 mg 30 f.c. tabs.,artixiban,5 mg,tablet
artofenac 0.09% eye drops 5 ml,artofenac,0.09 %,eye drops
artpharmadent 1:100 000- 50 cartridges 1.7 ml,artpharmadent,1.7 ml,cartridge
artpharmadent 1:200 000 - 50 cartridges 1.7 ml,artpharmadent,1.7 ml,cartridge
arythrex 100mg 10 caps.,arythrex,100 mg,capsule
arythrex 200mg 20 cap,arythrex,200 mg,capsule
arzo comp cream,arzo comp,0,cream
