original_name,drug_name,dose,form
meburide 2.5/500mg 20 f.c. tab.,meburide,2.5/500mg,tab
mecitec 30 tab,mecitec,0,tab
meclizigo 25 mg 20 orodispersible films,meclizigo,25 mg,orodispersible films
meclizigo 25 mg 30 orodispersible films,meclizigo,25 mg,orodispersible films
meclodoxine 30 tab.,meclodoxine,0,tab
meclopram 10mg 20 tab.,meclopram,10mg,tab
meclopram 10mg/2ml 5 i.m./i.v. amp.,meclopram,10mg/2ml,amp
meclopram 20mg 5 adult supp.,meclopram,20mg,adult supp
meclopram 2mg/ml oral drops 10 ml,meclopram,2mg/ml,oral drops
meclopram 5mg/5ml syp. 120 ml,meclopram,5mg/5ml,syp
mecrova. folic acid 30 tab.,mecrova. folic acid,0,tab
medalgesic 1 gm vial i.v. inf. 100 ml,medalgesic,1 gm,vial i.v. inf
medazepine 25mg 50 tab.,medazepine,25mg,tab
medebiotin forte injectables 10 ampules,medebiotin forte,0,injectables ampules
medexaflam 15mg 12 supp.,medexaflam,15mg,supp
medexaflam 15mg 20 tabs.,medexaflam,15mg,tabs
medexaflam 15mg 30 tabs.,medexaflam,15mg,tabs
medexaflam 15mg/1.5ml 3 amp.,medexaflam,15mg/1.5ml,amp
medexaflam 7.5mg 20 tabs.,medexaflam,7.5mg,tabs
medexanerv 30 tab,medexanerv,0,tab
medge gel 150 gm,medge,150 gm,gel
medi mix 8 sachets,medi mix,0,sachets
media 25g massage cream,media,25g,massage cream
media 50g cream,media,50g,cream
media cream 25 gm,media,25 gm,cream
media cream 50 gm,media,50 gm,cream
median b12 20tab,median b12,0,tab
mediaven 10mg 10 tab,mediaven,10mg,tab
mediaven 5mg 20 tab,mediaven,5mg,tab
mediceflexin 250mg/5ml susp. 100ml,mediceflexin,250mg/5ml,susp
mediceflexin 500 mg 20 caps.,mediceflexin,500 mg,caps
medifentyl 100 mcg/dose 8 metered nasal spray,medifentyl,100 mcg/dose,metered nasal spray
medihaler iso-80mcg/1dose-400 dose-1 aerosol,medihaler iso,80mcg/1dose,aerosol
medihyalo cream 30 gm,medihyalo,30 gm,cream
medijel oral 12.5 gm gel,medijel oral,12.5 gm,gel
medijel oral gel 12 gm,medijel oral,12 gm,gel
medipha d3 8000 i.u/ml 15ml oral drops,medipha d3,8000 i.u/ml,oral drops
medipha ivy 100ml syrup,medipha ivy,100ml,syrup
medipha joint 30 f.c tabs,medipha joint,0,tabs
medipha lase 450 ceipunit/ml 100ml syrup,medipha lase,450 ceipunit/ml,syrup
medipha mega 100 ml syrup,medipha mega,100 ml,syrup
medipha zyme 10mg 20 e.c tabs,medipha zyme,10mg,tabs
medirest cream 50 gm,medirest,50 gm,cream
medium 15 sachets,medium,0,sachets
medivarum10 ml drops,medivarum,10 ml,drops
medivit 100 ml syrup,medivit,100 ml,syrup
medivit syrup 100ml+1 ampoule(1ml),medivit,100ml,syrup+ampoule
mediwash,mediwash,0,0
medixir d3+k2 15 ml oral drops,medixir d3+k2,15 ml,oral drops
medmylezen syrup 100ml,medmylezen,100ml,syrup
