original_name,drug_name,dose,form
peracef 500mg vial,peracef,500mg,vial
peracef 810 gm 50 liter,peracef,810 gm,liter
peractam 1.5 g vials,peractam,1.5 g,vials
peractam 1.5g vial,peractam,1.5g,vial
perasafe 50% 162g powder,perasafe 50%,162g,powder
perasafe 50% 810g powder,perasafe 50%,810g,powder
perda 50 sachets,perda,0,sachets
perderm 0.05% cream 10 gm,perderm 0.05%,10 gm,cream
perderm 0.05% oint. 10 gm,perderm 0.05%,10 gm,oint.
perdofenex 267mg 270 caps,perdofenex,267mg,caps
perdofenex 267mg 30 caps,perdofenex,267mg,caps
perenite baby cream 75 gm,perenite baby,75 gm,cream
perfalgan 1 gm/100ml sol. for i.v. vial,perfalgan,1 gm/100ml,sol. vial
perfalgan 100 ml vial,perfalgan,100 ml,vial
perfalgan 500mg/50ml sol. for i.v. vial (n/a),perfalgan,500mg/50ml,sol. vial
perfect care solution 120 ml,perfect care,120 ml,solution
perfect hair oil 120 ml,perfect hair,120 ml,oil
perfectil max 84 tabs. / caps. (illegal import),perfectil max,0,tabs. / caps.
perfectil original 30 tabs.,perfectil original,0,tabs.
perfectil plus hair 60 tabs. (illegal import),perfectil plus hair,0,tabs.
perfectil plus nails 60 tabs. (illegal import),perfectil plus nails,0,tabs.
perfectil plus skin 56 tabs. (illegal import),perfectil plus skin,0,tabs.
perfectodil 5% top.solution 60 ml,perfectodil 5%,60 ml,solution
perform top. gel 25 gm,perform,25 gm,gel
performa extra strength 5% topical solution 60 ml,performa extra strength 5%,60 ml,solution
pergonal 500 i u 10 amp 1 ml,pergonal,500 i u,amp
perhepar 20 cap,perhepar,0,cap
peri-lactate (c) in glucose 4.25 % (1000ml),peri-lactate (c) in glucose,4.25 %,1000ml
peri-lactate (c) in glucose 4.25 % (2000ml),peri-lactate (c) in glucose,4.25 %,2000ml
periavit 120ml syrup,periavit,120ml,syrup
peridol 100mg i.m. amp.,peridol,100mg,amp.
peridol 100mg/1ml vial,peridol,100mg/1ml,vial
peridomagic 6 mg 10 ext. rel tabs.,peridomagic,6 mg,ext. rel tabs.
perimetro lightening cream 50 ml,perimetro lightening,50 ml,cream
perimetro lightening soap 90 gm,perimetro lightening,90 gm,soap
perin firming cream 220 ml,perin firming,220 ml,cream
perindocomb 2/0.625mg 10 f.c.tab,perindocomb,2/0.625mg,tab
perindocomb 4/1.25mg 10 f.c. tab.,perindocomb,4/1.25mg,tab.
periocare mouth spray 50ml,periocare,50ml,mouth spray
peripheba 30 capsule,peripheba,0,capsule
peritoneal dialysis in glucose 1.36% sol 1000 ml,peritoneal dialysis in glucose,1.36%,sol 1000 ml
peritoneal dialysis in glucose 1.36% sol 2000 ml,peritoneal dialysis in glucose,1.36%,sol 2000 ml
peritoneal dialysis in glucose 1.5% sol 1000 ml,peritoneal dialysis in glucose,1.5%,sol 1000 ml
peritoneal dialysis in glucose 1.5% sol 2000 ml,peritoneal dialysis in glucose,1.5%,sol 2000 ml
peritoneal dialysis in glucose 1.7% sol,peritoneal dialysis in glucose,1.7%,sol
peritoneal dialysis in glucose 1.7% sol 1000 ml,peritoneal dialysis in glucose,1.7%,sol 1000 ml
peritoneal dialysis in glucose 1.7% sol 2000 ml,peritoneal dialysis in glucose,1.7%,sol 2000 ml
peritoneal dialysis in glucose 4.25% sol 1000 ml,peritoneal dialysis in glucose,4.25%,sol 1000 ml
peritoneal dialysis in glucose 7% sol 1000 ml,peritoneal dialysis in glucose,7%,sol 1000 ml
peritoneal dialysis sol. with glucose 1.36 % w/v,peritoneal dialysis sol. with glucose,1.36 % w/v,0
