original_name,drug_name,dose,form
nouvelle anti-aging cream 120 ml,nouvelle anti-aging,120 ml,cream
nouvelle body lotion 120 ml,nouvelle body,120 ml,lotion
nouvelle eye contour cream 40 gm,nouvelle eye contour,40 gm,cream
nouvelle firming anti-cellulite cream 120 ml,nouvelle firming anti-cellulite,120 ml,cream
nouvelle oral gel 30 gm,nouvelle,30 gm,oral gel
nouvelle whitening cream 120 ml,nouvelle whitening,120 ml,cream
nouvonase 5 mg 30 tab.,novonase,5 mg,tab
nova - c retard 10 strips 10 tab,nova - c retard,Null,tab
nova calcium 500 mg tab,nova calcium,500 mg,tab
nova t 380 cu i.u.d,nova t,380 cu,i.u.d
nova t cu200 ag i.u.d,nova t,cu200 ag,i.u.d
nova-c-n 20 tab,nova-c-n,Null,tab
nova-profen 100mg/5ml oral susp. 100ml,nova-profen,100mg/5ml,oral susp
nova-profen 200mg 30 tabs.,nova-profen,200mg,tabs
nova-profen 400mg 30 f.c. tablets,nova-profen,400mg,tablets
novacid 120ml syrup,novacid,120ml,syrup
novacid 50mg/ml syrup 120ml,novacid,50mg/ml,syrup
novacid adult 1000 6 supp,novacid adult,1000 mg,supp
novacid inf 300 mg 6 supp,novacid inf,300 mg,supp
novacid oblong 500 mg 10 tab,novacid oblong,500 mg,tab
novacid oblong 500 mg 10 tab.,novacid oblong,500 mg,tab
novacortin 1% cream 15 gm,novacortin,1%,cream
novacortin 1% oint. 15 gm,novacortin,1%,oint
novactam 1500mg vial i.m/i.v,novactam,1500mg,vial i.m/i.v
novactam 250mg/5ml susp. 60 ml,novactam,250mg/5ml,susp
novactam 375mg 12 f.c. tab.,novactam,375mg,tab
novactam 500/250 mg (750 mg) vial i.m/i.v,novactam,500/250 mg,vial i.m/i.v
novagrik 10 sachets,novagrik,Null,sachets
novajo 500 mg 30 tabs,novajo,500 mg,tabs
novajo plus 30 tabs.,novajo plus,Null,tabs
novalaise 100 ceip unit/ml syrup 120 ml,novalaise,100 ceip unit/ml,syrup
novaldol 1000mg 15 tablets (now doliprane),novaldol,1000mg,tablets
novalgin 500mg 100 tab.,novalgin,500mg,tab
novalgin 500mg/ml 3 amp. for i.m./i.v. inj.,novalgin,500mg/ml,amp. i.m./i.v. inj.
novalgin 50mg/ml syrup 100ml,novalgin,50mg/ml,syrup
novalgin children 300mg supp.,novalgin children,300mg,supp
novalgin oblong 500mg 10 f.c tab.,novalgin oblong,500mg,tab
novantron 20mg vial,novantron,20mg,vial
novatropine 2mg drops 15 ml,novatropine,2mg,drops
novecetamol 10mg/ml vial for i.v. inf. 100 ml,novecetamol,10mg/ml,vial i.v. inf.
novel vag.douche 120ml,novel,120ml,vag.douche
novel vag.douche 250ml,novel,250ml,vag.douche
novellx massage cream 75 gm,novellx massage,75 gm,cream
novellx massage gel 75 gm,novellx massage,75 gm,gel
novellx massage spray 120 ml,novellx massage,120 ml,spray
novescar cream 30 gm,novescar,30 gm,cream
novex carbamide cream 30 gm,novex carbamide,30 gm,cream
novex inhaler,novex,Null,inhaler
novex oral spray 10 ml,novex,10 ml,oral spray
novex pastilles,novex,Null,pastilles
