original_name,drug_name,dose,form
ibidroxil 500mg powder 60 ml suspension,ibidroxil,500mg,suspension
ibimox 400 mg syp,ibimox,400 mg,syp
ibis immerse hydrating lotion 150 ml,ibis immerse hydrating,0,lotion
ibrance 100 mg 21 caps.,ibrance,100 mg,caps
ibrance 125mg 21 caps,ibrance,125mg,caps
ibrance 75 mg 21 caps.,ibrance,75 mg,caps
ibucalmin 100mg/5ml syrup 120 ml,ibucalmin,100mg/5ml,syrup
ibufen 2% susp. 120ml,ibufen,2%,susp.
ibufen 2% susp. 60ml,ibufen,2%,susp.
ibufen 200mg 10 soft gelatin caps.,ibufen,200mg,soft gelatin caps
ibufen 200mg 20 tab,ibufen,200mg,tab
ibufen 400mg 20 tab.,ibufen,400mg,tab.
ibuflam n 120 ml syrup,ibuflam n,0,syrup
ibuflam n 120ml susp.,ibuflam n,0,susp.
ibuflam plus 120ml susp,ibuflam plus,0,susp
ibuflex 20 tab.,ibuflex,0,tab.
ibuhexal 800 mg 10 tab,ibuhexal,800 mg,tab
ibuhexal 800mg 10 prolonged rel. tabs. (n/a),ibuhexal,800mg,prolonged rel. tabs
ibumentol top. gel 100 gm,ibumentol,0,top. gel
ibumentol top. gel 50 gm,ibumentol,0,top. gel
ibuprofen 100mg/5ml susp. 120 ml,ibuprofen,100mg/5ml,susp.
ibuprofen 400mg 10 tab.,ibuprofen,400mg,tab.
ibuprosol topical gel 100 gm,ibuprosol,0,topical gel
ibutop 5% top. gel 20 gm,ibutop,5%,top. gel
icandra 50 mg 30 tab.,icandra,50 mg,tab.
icandra plus 50/1000mg 30 f.c. tabs,icandra plus,50/1000mg,tabs
ice hot massage gel 50 gm,ice hot massage,0,gel
ice ramp massage gel 75 gm,ice ramp massage,0,gel
icoface facial cleanser 200 ml,icoface facial,0,cleanser
icoface facial serum 30 ml,icoface facial,0,serum
icoface whitening cream 50 gm,icoface whitening,0,cream
icohaem 30 capsules,icohaem,0,capsules
icolact 30 capsules,icolact,0,capsules
icoless 30 capsules,icoless,0,capsules
icomove 30 tabs,icomove,0,tabs
icon hair cream 120 ml,icon hair,0,cream
icon hair lotion 100 ml,icon hair,0,lotion
icon hair serum 120 ml,icon hair,0,serum
icon off anti-dandruff shampoo 250 ml,icon off anti-dandruff,0,shampoo
icosalip 1 gm 20 capsules,icosalip,1 gm,capsules
icosanectin 1 gm 20 caps.,icosanectin,1 gm,caps
ictamol acid oint,ictamol acid,0,oint
icthamol 20 mg oint,icthamol,20 mg,oint
icthamol oint 30 gm,icthamol,0,oint
idarac-d 200mg 10 tab.,idarac-d,200mg,tab.
idarelax 200 mg 10 tab,idarelax,200 mg,tab
ideal cream 30 gm,ideal,0,cream
ideal lotion,ideal,0,lotion
ideal shampoo,ideal,0,shampoo
idelma whitening cream 50 gm,idelma whitening,0,cream
