original_name,drug_name,dose,form
estoza (chocolate) 24 pieces,estoza,0,pieces
estraceptive 0.25/0.035mg 21 tabs,estraceptive,0.25/0.035mg,tabs
estracyt 140mg 100 cap,estracyt,140mg,cap
estramark 0.03/3mg 21 f.c.tabs.,estramark,0.03/3mg,tabs
estrella cream 60 gm,estrella,60gm,cream
etacynon 250 mg 10 tab,etacynon,250mg,tab
etacynon 250 mg tab,etacynon,250mg,tab
etacynone 250mg 20 tab.,etacynone,250mg,tab
etacynone 250mg/2ml 3 amp.,etacynone,250mg/2ml,amp
etacynone 500mg 20 tab.,etacynone,500mg,tab
etaphylline 100mg 5 ped. supp.,etaphylline,100mg,ped. supp
etaphylline 500mg 10 supp.,etaphylline,500mg,supp
etaphylline 500mg/5ml 6 amp.,etaphylline,500mg/5ml,amp
etaphylline phenobarbital 10 supp.,etaphylline phenobarbital,0,supp
etaphylline phenobarbital syrup 120ml,etaphylline phenobarbital,120ml,syrup
etascynon 500 mg tab,etascynon,500mg,tab
etasylsunny 250mg/2ml 5 amp.,etasylsunny,250mg/2ml,amp
ethambutol 500mg 25f.c.tabs.(n/a),ethambutol,500mg,tabs
ethambutol memphis 500 mg 20 f.c. tab.,ethambutol memphis,500mg,tab
ethanolamine oleate 5% amp,ethanolamine oleate,5%,amp
ethinyl oestradiol 50mcg 20 tab.,ethinyl oestradiol,50mcg,tab
ethoxa 250 mg 50 caps.,ethoxa,250mg,caps
ethoxa 250mg/5ml syrup 120ml,ethoxa,250mg/5ml,syrup
ethyl alcohol 70% (adco) bottle 110 ml,ethyl alcohol,70%,bottle
ethyl alcohol 70% (interpharm) spray 125 ml,ethyl alcohol,70%,spray
ethyl alcohol spray70%,ethyl alcohol,70%,spray
ethyl chloride 88gm/100ml topical spray,ethyl chloride,88gm/100ml,topical spray
ethylchloride cloruro de etilo,ethylchloride cloruro de etilo,0,0
ethyronate 200mg/5ml susp. 100 ml,ethyronate,200mg/5ml,susp
ethyronate 400mg/5ml susp. 100 ml,ethyronate,400mg/5ml,susp
eticoxia 60 mg 14 f.c.tabs.,eticoxia,60mg,tabs
eticoxia 90 mg 14 f.c.tabs.,eticoxia,90mg,tabs
etidron 200 mg 20 tab,etidron,200mg,tab
etodine 200mg 10 caps.,etodine,200mg,caps
etodine 300mg 10 caps.,etodine,300mg,caps
etodolac 300mg 10 tab.,etodolac,300mg,tab
etodolac 600mg 10 extented release tabs,etodolac,600mg,extented release tabs
etoposid 100 mg 1 vial,etoposid,100mg,vial
etoposid 50 mg 1 vial,etoposid,50mg,vial
etoposid 50mg/2.5ml vial,etoposid,50mg/2.5ml,vial
etoposid ebewe 100mg/5ml vial,etoposid ebewe,100mg/5ml,vial
etoposide 200mg/10ml 10 vial,etoposide,200mg/10ml,vial
etoposide-mylan 100mg/5ml 10 vials,etoposide-mylan,100mg/5ml,vials
etopul 100mg/5ml 5 amps. i.v inj./inf.,etopul,100mg/5ml,amps. i.v inj./inf.
etoricox-hexal 30 mg 10 f.c.tabs.,etoricox-hexal,30mg,tabs
etoricox-hexal 30 mg 30 f.c.tabs.,etoricox-hexal,30mg,tabs
etoricox-hexal 60 mg 30 f.c.tabs.,etoricox-hexal,60mg,tabs
etoricox-hexal 90 mg 10 f.c.tabs.,etoricox-hexal,90mg,tabs
etoricox-hexal 90 mg 30 f.c.tabs.,etoricox-hexal,90mg,tabs
etosid 1 vial,etosid,0,vial
