original_name,drug_name,dose,form
folate b12 30 tabs,folate b12,0,tabs
foldex cream 50 ml,foldex,50 ml,cream
foldex ph5 cream 50 ml,foldex ph5,50 ml,cream
foleses b 30 sublingual tablets,foleses b,0,sublingual tablets
folex 30 chew. tabs.,folex,0,chew. tabs.
foli-jomic 800 mg sublingual tabs,foli-jomic,800 mg,sublingual tabs
folibonin 20 caps,folibonin,0,caps
folibonin 30 caps.,folibonin,0,caps.
folic 0.8mg 50 tab.,folic,0.8mg,tab.
folic acid (amoun) 5mg 10 tab. (n/a),folic acid (amoun),5mg,tab.
folic acid (eipico) 5 mg 20 tab.,folic acid (eipico),5 mg,tab.
folic acid (el nile) 5 mg 30 tab.,folic acid (el nile),5 mg,tab.
folic acid (el nile) 5 mg 50 tab.,folic acid (el nile),5 mg,tab.
folic acid (memphis) 5 mg 30 tab.,folic acid (memphis),5 mg,tab.
folic acid (mepaco) 500 mcg 20 tabs,folic acid (mepaco),500 mcg,tabs
folic acid 400 mcg 250 tablets (illegal import),folic acid,400 mcg,tablets
folic acid 800 mcg 250 tablets (illegal import),folic acid,800 mcg,tablets
folic b complex 20 tabs,folic b complex,0,tabs
folica plus spray 120 ml,folica plus,120 ml,spray
folica- g- emulsion 120 ml,folica- g-,120 ml,emulsion
folicap 0.5mg 24 caps,folicap,0.5mg,caps
folicap 2.5mg 24 cap,folicap,2.5mg,cap
folicatoon 30 f.c. tabs.,folicatoon,0,tabs.
folicinad 5mg 50tabs,folicinad,5mg,tabs
folicron 30 caps.,folicron,0,caps.
folicurex 400 mcg 30 tabs,folicurex,400 mcg,tabs
folicyan 30 sublingual tabs (sita pharma ),folicyan,0,sublingual tabs
foliddox 400 mcg / 5 ml liquid 150 ml,foliddox,400 mcg / 5 ml,liquid
folifer 30 tab,folifer,0,tab
folifer 30 tab.,folifer,0,tab.
folinobiogen 100mg/10ml vial,folinobiogen,100mg/10ml,vial
folinobiogen 300mg/30ml vial(n/a yet),folinobiogen,300mg/30ml,vial
folinobiogen 50mg/5ml vial(n/a yet),folinobiogen,50mg/5ml,vial
foliplex 24 lozenges,foliplex,0,lozenges
foliraq 400 mcg tabs,foliraq,400 mcg,tabs
foliraq 5000 mcg 30 capsules,foliraq,5000 mcg,capsules
follidanza 30 film coated tablets,follidanza,0,film coated tablets
follifactor 75 i.u. vial,follifactor,75 i.u.,vial
folligant hair cream 100 gm,folligant hair,100 gm,cream
folligant hair lotion spray 250 ml,folligant hair,250 ml,lotion spray
folligant hair serum spray 120 ml,folligant hair,120 ml,serum spray
folligant hair shampoo 250 ml,folligant hair,250 ml,shampoo
follitone hair bath oil 150 ml,follitone hair,150 ml,bath oil
follitone hair cream 60 gm,follitone hair,60 gm,cream
follitone hair oil 120ml,follitone hair,120ml,oil
follitone hair oil 60ml,follitone hair,60ml,oil
follitone hair spray 100ml,follitone hair,100ml,spray
follitone hair spray 120ml,follitone hair,120ml,spray
follitrope 150 i.u. prefilled syringe,follitrope,150 i.u.,prefilled syringe
follitrope 150 i.u. vial,follitrope,150 i.u.,vial
