original_name,drug_name,dose,form
marovarex 120 mg 14 dela. rel. caps.,marovarex,120 mg,caps
marovarex 240 mg 56 dela. rel. caps.,marovarex,240 mg,caps
marpalene 0.1% topical cream 30 gm,marpalene,0.1%,cream
marrital lotion 120 ml,marrital,120 ml,lotion
marsalaz 500mg 30 enteric coated tab,marsalaz,500mg,tab
marshmallow acne prone skin cream 50 gm,marshmallow,50 gm,cream
marshmallow emollient cream 50 gm,marshmallow,50 gm,cream
marshmallow eye contour day cream 30 gm,marshmallow,30 gm,cream
marshmallow facial wash 200 ml,marshmallow,200 ml,wash
marshmallow feminine wash 200 ml,marshmallow,200 ml,wash
marshmallow hair cream 100 gm,marshmallow,100 gm,cream
marshmallow hair oil 100 ml,marshmallow,100 ml,oil
marshmallow hair serum 50 ml,marshmallow,50 ml,serum
marshmallow hair shampoo 250 ml,marshmallow,250 ml,shampoo
marshmallow massage gel 50 gm,marshmallow,50 gm,gel
marshmallow sunscreen cream 50+ spf 50 gm,marshmallow,50 gm,cream
marshmallow whitening cream 50 gm,marshmallow,50 gm,cream
martaviva 2/0.03mg 21 tabs.,martaviva,2/0.03mg,tabs
marvel hair cream 100 gm,marvel,100 gm,cream
marvel hair cream 50 gm,marvel,50 gm,cream
marvelon 0.15/0.03mg 21 tab.,marvelon,0.15/0.03mg,tab
marvica 20 peices,marvica,0,0
marvigoline .5 mg 2 tab,marvigoline,0.5 mg,tab
marvigoline 0.5mg 2 tab.,marvigoline,0.5mg,tab
marvit 14 capsules with antioxidants,marvit,0,capsules
marvit syrup 100 ml,marvit,100 ml,syrup
marvitense 20/5/12.5mg 30 f.c. tabs,marvitense,20/5/12.5mg,tabs
marvitense 40/10/12.5mg 30 f.c. tabs.,marvitense,40/10/12.5mg,tabs
marvitense 40/10/25mg 30 f.c. tabs,marvitense,40/10/25mg,tabs
marvitense 40/5/12.5mg 30 f.c. tab,marvitense,40/5/12.5mg,tab
marvitense 40/5/25mg 30 f.c. tabs.,marvitense,40/5/25mg,tabs
marvy 90 tab,marvy,0,tab
marvy c oral drops,marvy c,0,drops
marvy d oral drops,marvy d,0,drops
masa 50 gm cream,masa,50 gm,cream
masa cream 50 gm,masa,50 gm,cream
mascglucom 5% eye drops 10 ml,mascglucom,5%,drops
mascglucom 5% eye drops 15 ml,mascglucom,5%,drops
mascglucom 5mg/ml eye drops 5 ml,mascglucom,5mg/ml,drops
mash calamine lotion,mash calamine,0,lotion
mash sun block 20 spf lotion 125ml for kids,mash,125ml,lotion
mash sun block 45 spf lotion 125 ml,mash,125 ml,lotion
mash sun block 45 spf lotion 60ml,mash,60ml,lotion
mash sun block 95 spf lotion 125ml,mash,125ml,lotion
mash sun block 95 spf lotion 15ml 6 sachets,mash,15ml,lotion
mash sun block 95 spf lotion 60ml,mash,60ml,lotion
mash sun block lotion for kids,mash,0,lotion
mash sunscreen aquafluid 60 gm,mash,60 gm,0
mash sunscreen daily moisturizing cream 125 gm,mash,125 gm,cream
mash sunscreen daily moisturizing cream 60 gm,mash,60 gm,cream
