original_name,drug_name,dose,form
diacalderm topical oint. 20 gm,diacalderm,20 gm,oint.
diacanram 100 mg 10 f.c. tabs.,diacanram,100 mg,tabs.
diacanram 300 mg 10 f.c. tabs.,diacanram,300 mg,tabs.
diacerein 50mg 30 cap.,diacerein,50 mg,cap.
diacurimap 10 mg 30 f.c. tabs.,diacurimap,10 mg,tabs.
diacurimap 25 mg 30 f.c. tabs.,diacurimap,25 mg,tabs.
diacurimap plus 10/5 mg 30 f.c. tabs.,diacurimap plus,10/5 mg,tabs.
diacurimap plus 25/5 mg 30 f.c. tabs.,diacurimap plus,25/5 mg,tabs.
diadel cream 20 gm,diadel,20 gm,cream
diaflozimet 10/1000 mg 30 ext. rel . f.c. tabs.,diaflozimet,10/1000 mg,ext. rel. tabs.
diaflozimet 10/500 mg 30 ext. rel . f.c. tabs.,diaflozimet,10/500 mg,ext. rel. tabs.
diaflozimet 5/1000 mg 30 ext. rel . f.c. tabs.,diaflozimet,5/1000 mg,ext. rel. tabs.
diaflozimet 5/500 mg 30 ext. rel . f.c. tabs.,diaflozimet,5/500 mg,ext. rel. tabs.
diaformin 25 mg cream,diaformin,25 mg,cream
diaformin- 500 mg - 20 tab,diaformin,500 mg,tab
diafuryl cap,diafuryl,0,cap
diaglu 20 capsules,diaglu,0,capsules
diaguard 30 caps.,diaguard,0,caps.
diakan-m susp. 60ml,diakan-m,60 ml,susp.
dialy-cal 500mg 30 f.c.tab.,dialy-cal,500 mg,tab.
diamedizen 30mg mr 30 f.c.tab.,diamedizen,30 mg,mr tab.
diamedizen 60mg mr 30 f.c.tab,diamedizen,60 mg,mr tab
diami 10 sachet,diami,0,sachet
diamicron 80mg 20 scored tab,diamicron,80 mg,scored tab
diamicron mr 30 mg 30 tab.,diamicron mr,30 mg,tab.
diamicron mr 60 mg 30 scored tab.,diamicron mr,60 mg,scored tab.
diamond emifolic 20cap,diamond emifolic,0,cap
diamond emifolic 30 cap,diamond emifolic,0,cap
diamond hair lotion 200 ml,diamond hair lotion,200 ml,lotion
diamond teething gel 50 gm,diamond teething gel,50 gm,gel
diamonrecta 20 mg 2 f.c.tabs.,diamonrecta,20 mg,tabs.
diamonrecta 20 mg 4 f.c. tab,diamonrecta,20 mg,tab
diamonrecta 20 mg 5 oro-dispersible films,diamonrecta,20 mg,oro-dispersible films
diamonrecta 5 mg 30 f.c. tab.,diamonrecta,5 mg,tab.
diamox 250 mg 24 cap,diamox,250 mg,cap
diamycin dry susp 100mg,diamycin,100 mg,dry susp
diane 35 - 21 tablets (illegal import),diane 35,0,tablets
dianor 10 gm 10 sachets,dianor,10 gm,sachets
dianormal 80mg 20 tab.,dianormal,80 mg,tab.
diapella soothing cream 100ml,diapella soothing,100 ml,cream
diaphage 1000mg 30 tablets,diaphage,1000 mg,tablets
diaphage 500mg 20 tab.,diaphage,500 mg,tab.
diaphage 850mg s.r. 30 tab.,diaphage,850 mg,s.r. tab.
diapo 150 gram baby cream,diapo baby,150 gram,cream
diaquit 850mg 30 tab.,diaquit,850 mg,tab.
diarent hair serum 200 ml,diarent hair serum,200 ml,serum
diaro whitening cream 30 ml,diaro whitening,30 ml,cream
diarol 0.5mg 20 tab.,diarol,0.5 mg,tab.
diarol 1 mg 20 tab.,diarol,1 mg,tab.
diarol 2 mg 20 tab.,diarol,2 mg,tab.
