original_name,drug_name,dose,form
super artichoke 30 capsules,super artichoke,0,capsules
super beta carotene. 20%-.30 cap (soft),super beta carotene,20%,cap (soft)
super cal zinc 20 tabs.,super cal zinc,0,tabs
super citrimax 20 capsules,super citrimax,0,capsules
super e 12 cap,super e,0,cap
super eye tec 10 cap,super eye tec,0,cap
super eye tec 20 cap,super eye tec,0,cap
super formula 200 gram powder,super formula,200 gram,powder
super formula 350 gram powder,super formula,350 gram,powder
super gainer 20 cap,super gainer,0,cap
super gainer powder 200 gm banana,super gainer banana,200 gm,powder
super gainer powder 200 gm chocolate,super gainer chocolate,200 gm,powder
super gainer powder 200 gm strawber,super gainer strawber,200 gm,powder
super gainer powder 200 gm vanilla,super gainer vanilla,200 gm,powder
super gainer powder 500gm chocolate,super gainer chocolate,500gm,powder
super gainer powder 500gm vanilla,super gainer vanilla,500gm,powder
super ginko 20 caps.,super ginko,0,caps
super kids hair cream 200 gm,super kids hair,200 gm,cream
super king 2000 mg 15 cap,super king,2000 mg,cap
super mass 1000 powder vanilla,super mass 1000 vanilla,0,powder
super mega mass 4000 powder 1 kg,super mega mass 4000,1 kg,powder
super mega mass 4000 powder 3 kg,super mega mass 4000,3 kg,powder
super natural silver gel 118 ml,super natural silver,118 ml,gel
super natural silver spray 236 ml,super natural silver,236 ml,spray
super omega 20 caps.,super omega,0,caps
super omega 30 caps.,super omega,0,caps
super proto 20 tab,super proto,0,tab
super seas 120 ml syrup,super seas,120 ml,syrup
super seas 30 capsules,super seas,0,capsules
super sept antiseptic solution 200 ml,super sept antiseptic,200 ml,solution
super sept antiseptic solution 4 litre,super sept antiseptic,4 litre,solution
super slim 30 cap,super slim,0,cap
super star 20 caps.,super star,0,caps
super star 30 cap,super star,0,cap
super star general tonic 14 cap,super star general tonic,0,cap
super tech 20 cap,super tech,0,cap
super tom- 20 cap (soft),super tom-,0,cap (soft)
super tom- 30 cap (soft),super tom-,0,cap (soft)
super vega 50 mg 1 tab,super vega,50 mg,tab
super vega 50 mg 4 tabs,super vega,50 mg,tabs
super wate- on emul 450 ml,super wate- on,450 ml,emul
super wate- on syrup- 450ml- o.lip. emul,super wate- on o.lip.,450ml,syrup
super yeast 30 tablets,super yeast,0,tablets
super- hair plus 20 tab,super- hair plus,0,tab
super- rivo 30 tab,super- rivo,0,tab
super- t 15 tab,super- t,0,tab
super-s 20g cream,super-s,20g,cream
super-t green tea 15 tab,super-t green tea,0,tab
superacream -30 gm- cream,superacream,30 gm,cream
superkids 2 in 1 (shampoo & conditioner) 300 ml,superkids,300 ml,shampoo & conditioner
