original_name,drug_name,dose,form
mixolin 100 mg 7 sachets,mixolin,100 mg,sachets
mixonic syrup 120 ml,mixonic,120 ml,syrup
mixora 20 caps,mixora,20 mg,caps
mixosteride 5 mg 14 f.c. tab.,mixosteride,5 mg,tab
mixtard 30 hm 100 i.u./ml 10ml vial,mixtard,100 i.u./ml,vial
mixtard 30 hm 100 i.u./ml 5*3ml penfills,mixtard,100 i.u./ml,penfills
mixtard 50 hm 100 i.u./ml 5*3 ml penfills,mixtard,100 i.u./ml,penfills
miza 30 pieces,miza,30 mg,0
mmr ii lyophilized powder vial,mmr ii,0,lyophilized powder vial
mmr- hepatitis vaccine10 doses,mmr- hepatitis vaccine,10 doses,0
mo true 200 gm 10sachets,mo true,200 gm,sachets
mobi zome 100 gm gel,mobi zome,100 gm,gel
mobic 15 mg 30 tab.,mobic,15 mg,tab
mobic 15mg 6 supp.,mobic,15 mg,supp
mobic 15mg/1.5ml 5 amp.,mobic,15mg/1.5ml,amp
mobic 7.5mg 10 tab.,mobic,7.5mg,tab
mobiease cream 120 gm,mobiease,120 gm,cream
mobiease cream 60 gm,mobiease,60 gm,cream
mobiease gel 120 gm,mobiease,120 gm,gel
mobiease gel 60 gm,mobiease,60 gm,gel
mobilat cream 20 gm,mobilat,20 gm,cream
mobilat gel 20 gm,mobilat,20 gm,gel
mobilex 10 sachets,mobilex,10 mg,sachets
mobinorm cream 120 gm,mobinorm,120 gm,cream
mobinorm cream 60 gm,mobinorm,60 gm,cream
mobinorm spray 120 ml,mobinorm,120 ml,spray
mobitil 15mg 10 tab.,mobitil,15mg,tab
mobitil 15mg 6 supp.,mobitil,15mg,supp
mobitil 15mg/1.5ml 3 amp.,mobitil,15mg/1.5ml,amp
mobitil 7.5mg 10 tab.,mobitil,7.5mg,tab
mocavy 120 ml syrup,mocavy,120 ml,syrup
mocazix oint 30 gm,mocazix,30 gm,oint
modallerge 0.5mg/ml oral sol.,modallerge,0.5mg/ml,oral sol
modasomil 200 mg 30 tabs.,modasomil,200 mg,tabs
modazar 25/100mg 8 f.c. tabs.,modazar,25/100mg,tabs
modecate 25mg/ml vial for i.m injection,modecate,25mg/ml,vial
modecate 50mg/ml vial for i.m injection (n/a),modecate,50mg/ml,vial
model cream 150 gm,model,150 gm,cream
modern cranberry 30 capsules,modern cranberry,30 mg,capsules
modern d kids 10 ml oral drops,modern d kids,10 ml,oral drops
modern saw palmetto 30 capsules,modern saw palmetto,30 mg,capsules
modifree 200 mg 10 tab,modifree,200 mg,tab
modulen ibd milk 400 gm,modulen ibd,400 gm,milk
modulol 5 mg 14 tab.,modulol,5 mg,tab
moduretic 5/50mg 30 tabs.,moduretic,5/50mg,tabs
mofetyl 250mg 30 f.c. tab.,mofetyl,250mg,tab
mofetyl 500mg 30 f.c. tab,mofetyl,500mg,tab
moflox 400mg 10 f.c. tabs.,moflox,400mg,tabs
moflox 400mg 5 f.c. tabs.,moflox,400mg,tabs
mograflox 0.5% ophthalmic solution,mograflox,0.5%,ophthalmic solution
