original_name,drug_name,dose,form
actriazole 200mg 7 caps.,actriazole,200 mg,caps.
acucort cream 60 gm,acucort,Null,cream
acular ls 0.4% eye drops 5 ml,acular ls,0.4 %,eye drops
acupan 20mg/ml 3 amps.(n/a),acupan,20 mg/ml,amps.
acupan 30mg 20 tabs.(n/a),acupan,30 mg,tabs.
acyclostad 5% cream 10 gm,acyclostad,5 %,cream
acyclovir 1gm vial 5 ml,acyclovir,1 gm,vial
acyclovir 200mg 20 tab,acyclovir,200 mg,tab
acyclovir 250mg 3 vials,acyclovir,250 mg,vials
acyclovir 3% eye oint. 5 gm,acyclovir,3 %,eye oint.
acyclovir 400 stada 35 tabs.,acyclovir stada,400 mg,tabs.
acyclovir 800 stada 35 tab.,acyclovir stada,800 mg,tab.
acyclovir-misr 5% topical cream 10 gm,acyclovir-misr,5 %,topical cream
ad-muc oral oint. 10 gm,ad-muc,Null,oral oint.
adagel 0.1% topical gel. 30 gm,adagel,0.1 %,topical gel.
adalat la 30mg 30 f.c. tabs.,adalat la,30 mg,tabs.
adalat retard 20 mg 30 tab,adalat retard,20 mg,tab
adam 90 veg. caps. (now),adam,Null,veg. caps.
adamat 250mg 30caps.,adamat,250 mg,caps.
adamine 100mg 20 caps.,adamine,100 mg,caps.
adancor 10mg 30 breakable tabs.,adancor,10 mg,breakable tabs.
adancor 20mg 30 breakable tabs.,adancor,20 mg,breakable tabs.
adanoid 0.1% top. gel 30 gm,adanoid,0.1 %,top. gel
adant 25mg/2.5ml intra-articular prefilled syringe,adant,25 mg/2.5 ml,intra-articular prefilled syringe
adapalene 0.1% gel 30 gm,adapalene,0.1 %,gel
adapalene duo forte gel 30 gm,adapalene duo forte,Null,gel
adaptan 250mg/5ml oral solution 100 ml,adaptan,250 mg/5 ml,oral solution
adaptan 300 mg 10 soft gelatin cap.,adaptan,300 mg,soft gelatin cap.
adaptan 400 mg 10 soft gelatin caps.,adaptan,400 mg,soft gelatin caps.
adcetris 50 mg pd. conc. for i.v. inf.,adcetris,50 mg,pd. conc.
adcocare cream 20 gm,adcocare,Null,cream
adcocare cream 40 gm,adcocare,Null,cream
adcocetine 1% oint. 15 gm,adcocetine,1 %,oint.
adcoclindace 10mg/30ml top. soln.,adcoclindace,10 mg/30 ml,top. soln.
adcoclindace 150mg 16 caps.,adcoclindace,150 mg,caps.
adcoclindace 300 mg 16 caps.,adcoclindace,300 mg,caps.
adcocort 4mg 10 tab,adcocort,4 mg,tab
adcocycline 3% oint. 15 gm,adcocycline,3 %,oint.
adcoform 15 gm oint,adcoform,Null,oint
adcokion 10mg 20 chew.tab.,adcokion,10 mg,chew.tab.
adcokion 10mg/ml 5 amp. for i.m. inj.,adcokion,10 mg/ml,amp.
adcomex sterile eye drops 10 ml,adcomex,Null,sterile eye drops
adcopantin 5% topical cream 20 gm,adcopantin,5 %,topical cream
adcopantin 5% topical cream 40 gm,adcopantin,5 %,topical cream
adcostigmine 0.5mg/ml 5 amp.,adcostigmine,0.5 mg/ml,amp.
adcostigmine 5 mg 20 tab.,adcostigmine,5 mg,tab.
adcotrexin 20 caps.,adcotrexin,Null,caps.
adcozole 2% topical cr. 15 gm,adcozole,2 %,topical cr.
addamel n 20 i.v amp 10 ml,addamel n,Null,i.v amp
addo-g 30 hard gelatin capsules,addo-g,Null,hard gelatin capsules
