original_name,drug_name,dose,form
vidilol 25 mg 10 tab,vidilol,25mg,tab
vidilol 6.25 mg 10 tabs.,vidilol,6.25mg,tabs
vidisec eye gel 10 gm,vidisec,10gm,eye gel
vidisept n 50mg/ml eye drops 5 ml 2 bottles,vidisept n,50mg/ml,eye drops
vidisic 10g eye gel,vidisic,10g,eye gel
vidral hair serum 100 ml,vidral,100ml,hair serum
vidrop 2800 i.u./ml oral drops 15 ml,vidrop,2800i.u./ml,oral drops
view mouth wash 300 ml,view,300ml,mouth wash
vigadol 100 mg 4 tab,vigadol,100mg,tab
vigadol 100mg 4 f.c.tab,vigadol,100mg,tab
vigafil 5mg 10 f.c. tabs,vigafil,5mg,tabs
vigam liquid 5 % 2.5gm/50ml (100ml) vial,vigam liquid,5%,vial
vigam liquid 5 % 2.5gm/50ml (50ml) vial,vigam liquid,5%,vial
vigam-s 5 % w/v (50ml) inj.,vigam-s,5%w/v,inj
vigam-s 5 %w/v (100ml) inj.,vigam-s,5%w/v,inj
vigamox 0.5% eye drops 5 ml,vigamox,0.5%,eye drops
vigor 50mg 1 f.c.tab.,vigor,50mg,tab
vigorama 100 mg 4 f.c. tab.,vigorama,100mg,tab
vigorama 50mg 4 f.c.tab.,vigorama,50mg,tab
vigoran 50mg 4 f.c.tab.,vigoran,50mg,tab
vigorex 100mg 12 f.c.tabs.,vigorex,100mg,tabs
vigorex 50mg 4 f.c.tab.,vigorex,50mg,tab
vigoton 30 tabs,vigoton,30mg,tabs
vigoton plus 20 caps,vigoton plus,20mg,caps
vigoton plus 30 caps,vigoton plus,30mg,caps
vigran 50 tab 2 tab,vigran,50mg,tab
vihaan topical spray 60 ml,vihaan,60ml,topical spray
vilaphoria 10 mg 30 f.c. tabs.,vilaphoria,10mg,tabs
vilaphoria 20 mg 30 f.c.tabs.,vilaphoria,20mg,tabs
vilaphoria 40 mg 30 f.c.tabs.,vilaphoria,40mg,tabs
vilatriplo 100/62.5/25mcg 6 strips,vilatriplo,100/62.5/25mcg,strips
vilatriplo 200/62.5/25mcg 6 strips,vilatriplo,200/62.5/25mcg,strips
vilazoprine 10 mg 10 tabs,vilazoprine,10mg,tabs
vilazoprine 20 mg 10 tabs,vilazoprine,20mg,tabs
vilazoprine 40 mg 10 tabs,vilazoprine,40mg,tabs
vilazover 40 mg 30 tabs,vilazover,40mg,tabs
vildabetes 50/1000mg 30 tabs.,vildabetes,50/1000mg,tabs
vildaformin 50/1000mg 30 tabs,vildaformin,50/1000mg,tabs
vildaglip 50 mg 30 tabs.,vildaglip,50mg,tabs
vildagluse 50mg 30 tabs.,vildagluse,50mg,tabs
vildagluse plus 50/1000mg 30 tabs,vildagluse plus,50/1000mg,tabs
vildagluse plus 50/500 mg 30 tabs.,vildagluse plus,50/500mg,tabs
vildagluse plus 50/850 mg 30 tabs.,vildagluse plus,50/850mg,tabs
vilgat 50 mg 30 tabs,vilgat,50mg,tabs
vilgat plus 50/500 mg 30 tabs.,vilgat plus,50/500mg,tabs
villa borghini anagen-plus hair loss treatment 30 days,villa borghini anagen-plus,0,hair loss treatment
villa borghini anagen-plus shampoo 200 ml,villa borghini anagen-plus shampoo,200ml,shampoo
villa borghini anagen-plus solution 150 ml,villa borghini anagen-plus solution,150ml,solution
villa borghini anagen-plus solution 200ml,villa borghini anagen-plus solution,200ml,solution
villa borghini anti dandruff solution 60ml,villa borghini anti dandruff solution,60ml,solution
