original_name,drug_name,dose,form
ketolac 30mg/2ml 5 amp. for i.m./i.v. inf.,ketolac,30mg/2ml,amp
ketolgin 100mg 3 amp.,ketolgin,100mg,amp
ketolgin 100mg 5 supp.,ketolgin,100mg,supp
ketolgin 2.5% gel 15 gm,ketolgin,2.5%,gel
ketolgin 2.5% gel 40 gm,ketolgin,2.5%,gel
ketolgin 25mg 20 enteric coated tab.,ketolgin,25mg,tab
ketolgin 50mg 30 film coated tab,ketolgin,50mg,tab
ketolgin sr 200mg 10 caps.,ketolgin sr,200mg,caps
ketoprek 1mg/ml syrup 125 ml,ketoprek,1mg/ml,syrup
ketoprek 2.5% topical gel 20 gm,ketoprek,2.5%,gel
ketoprek 2.5% topical gel 50 gm,ketoprek,2.5%,gel
ketoprek 75 mg 20 caps.,ketoprek,75mg,caps
ketoprof 100mg/2ml 5 i.m amp.,ketoprof,100mg/2ml,amp
ketoprof 200mg 14 e.r. caps.,ketoprof,200mg,caps
ketoprofen 25mg 10 cap,ketoprofen,25mg,cap
ketoral 10mg 20 tabs.,ketoral,10mg,tabs
ketoral plus hair shampoo 125ml,ketoral plus hair,0,shampoo
ketorest 150 mg 10 s.r.f.c.tabs.,ketorest,150mg,tabs
ketorolac 0.5gm/100ml eye drops 5 ml,ketorolac,0.5gm/100ml,eye drops
ketorolin 0.5% eye drops 15 ml,ketorolin,0.5%,eye drops
ketorolin 30mg/2ml 5 amp.,ketorolin,30mg/2ml,amp
ketosteril 100 f.c. tabs.,ketosteril,0,tabs
ketoti pharco 1 mg 20 tab.,ketoti pharco,1mg,tab
ketoti pharco 1mg/5ml syrup 120ml,ketoti pharco,1mg/5ml,syrup
ketra cream 50 gm,ketra,0,cream
ketrac 10 mg 10 tab,ketrac,10mg,tab
ketrac 10 mg 10 tabs. (n/a),ketrac,10mg,tabs
kevork 500 mg 10 f.c.tabs.,kevork,500mg,tabs
kevork 500mg 5 f.c. tab.,kevork,500mg,tab
kevork 750 mg 10 f.c.tabs.,kevork,750mg,tabs
kevork 750mg 5 f.c. tab.,kevork,750mg,tab
kevzara 200 mg 2 pre-filled syringes,kevzara,200mg,pre-filled syringes
keytruda 100mg/4ml vial,keytruda,100mg/4ml,vial
kg.ron 120ml syrup,kg.ron,0,syrup
khamera 30 tabs.,khamera,0,tabs
khamera 60 tabs.,khamera,0,tabs
kiara -soft vit c skin 30ml serum,kiara -soft vit c skin,0,serum
kiara soft emollient cream 50 gm,kiara soft emollient,0,cream
kiara soft facial cleanser 250 ml,kiara soft,0,facial cleanser
kiara soft niacinamide 30ml serum,kiara soft niacinamide,0,serum
kiara- soft retinol 30 ml serum,kiara- soft retinol,0,serum
kiara-soft 120 gm cream,kiara-soft,0,cream
kiara-soft 250 ml facial cleanser,kiara-soft,0,facial cleanser
kiara-soft 50 gm cream,kiara-soft,0,cream
kiara-soft eye contour 30 ml cream,kiara-soft eye contour,0,cream
kiara-soft hyaluronic acid 30 ml skin serum,kiara-soft hyaluronic acid,0,skin serum
kid vits 120 chewables (now),kid vits,0,chewables
kiddi pharmaton syrup 60 ml,kiddi pharmaton,0,syrup
kiddijunior 120 ml syrup,kiddijunior,0,syrup
kiddo 3 oral drops 10 ml,kiddo 3,0,oral drops
