original_name,drug_name,dose,form
osteo shell 20 tab,osteo shell,0,tab
osteo zad syrup 120 ml,osteo zad,0,syrup
osteo-aid 10 caps,osteo-aid,0,cap
osteo-cal 10 tab,osteo-cal,0,tab
osteobolin 50mg/ml 1 amp.,osteobolin,50mg/ml,amp.
osteocal syrup 100 ml,osteocal,0,syrup
osteocare 30 tabs,osteocare,0,tab
osteocare liquid 120 ml,osteocare,0,liquid
osteocerein 50mg 20 caps.,osteocerein,50mg,cap
osteocomplex 30 caps.,osteocomplex,0,cap
osteolab (calcium wiyh zinc) 20 tab,osteolab (calcium wiyh zinc),0,tab
osteolage 20 tablet,osteolage,0,tab
osteomax 40mg 10 f.c.tab.,osteomax,40mg,tab
osteomepha 10mg 10 tab.,osteomepha,10mg,tab
osteomepha 70mg 2 tab.,osteomepha,70mg,tab
osteonate 10mg 10 tab. (n/a),osteonate,10mg,tab
osteonate 70mg 4 tab.,osteonate,70mg,tab
osteonate plus 4 tab. (n/a),osteonate plus,0,tab
osteonyl 14cap,osteonyl,0,cap
osteopatex 30 tabs.,osteopatex,0,tab
osteopause 2gm 7 gr. in sachets,osteopause,2gm,sachet
osteorelax 30 tabs.,osteorelax,0,tab
osteorine 50 mg 15 caps,osteorine,50mg,cap
osteorine 50 mg 15 caps.,osteorine,50mg,cap
osteorine 50 mg 30 caps.,osteorine,50mg,cap
osteosigma 2gm 14 sach.,osteosigma,2gm,sachet
osteozomet 4mg/ml vial for inf. 5 ml,osteozomet,4mg/ml,vial
oster shell calcium 20 f.c. tabs,oster shell calcium,0,tab
ostocal 100ml syrup,ostocal,0,syrup
ostocal syrup 100 ml,ostocal,0,syrup
ostonajo 30 tab,ostonajo,0,tab
ostoval 14 tabs,ostoval,0,tab
ostoval(egy ostoval) 14 tabs,ostoval(egy ostoval),0,tab
ota nice gel 50 gm,ota nice,0,gel
otaci care 30gm cream,otaci care,0,cream
otaci care top. cream 30 gm,otaci care,0,cream
otacigen 10 sachets,otacigen,0,sachet
otal ear drops 5 ml,otal,0,ear drops
otathromb 75mg 10 f.c. tabs,otathromb,75mg,tab
otathromb 75mg 10 tab,otathromb,75mg,tab
otocalm ear drops 10 ml,otocalm,0,ear drops
otocort ear drops 10 ml,otocort,0,ear drops
otophenicol 5% ear drops 10 ml,otophenicol,5%,ear drops
otosept ear . drops 10 ml,otosept,0,ear drops
otosept ear drops 10 ml,otosept,0,ear drops
otosol 2% ear drops,otosol,2%,ear drops
otoxin 3mg/ml ear drops,otoxin,3mg/ml,ear drops
otoxin ear drops 10 ml,otoxin,0,ear drops
otri (adults) 20 chewable tablets,otri (adults),0,chewable tablets
otri (kids - mums) 20 chewable tab.,otri (kids - mums),0,chewable tablets
