original_name,drug_name,dose,form
credo care anti-dandruff shampoo 250 ml,Credo Care Anti-Dandruff,250 ml,shampoo
credo care hair cream 100 gm,Credo Care Hair,100 gm,cream
credo care hair lotion 120 ml,Credo Care Hair,120 ml,lotion
credo care shampoo 250 ml,Credo Care,250 ml,shampoo
credo care sun screen spf50+ lotion 120 ml,Credo Care Sun Screen Spf50+,120 ml,lotion
credosan 100 mg 2 f.c. tabs.,Credosan,100 mg,tablets
crendanone topical gel 30 gm,Crendanone,30 gm,topical gel
crestatin 10 mg 30 f.c. tabs.,Crestatin,10 mg,tablets
crestatin 20 mg 30 f.c. tabs.,Crestatin,20 mg,tablets
crestatin 5 mg 30 f.c. tabs.,Crestatin,5 mg,tablets
crestolip 10 mg 30 f.c.tabs.,Crestolip,10 mg,tablets
crestolip 20 mg 30 f.c.tabs.,Crestolip,20 mg,tablets
crestor 10mg 14 f.c. tab,Crestor,10mg,tablet
crestor 10mg 28 f.c. tab.,Crestor,10mg,tablet
crestor 20 mg 14 f.c.tabs,Crestor,20 mg,tablets
crestor 20mg 28 f.c.tab.,Crestor,20mg,tablet
crestor 5 mg 28 f.c.tabs.,Crestor,5 mg,tablets
crestor 5mg 7 f.c. tab,Crestor,5mg,tablet
crinone 8% vag. gel 15 pre-filled applicators,Crinone,8%,vaginal gel
cripple cream 50 gm,Cripple,50 gm,cream
cripple-d cream 50 gm,Cripple-D,50 gm,cream
crisacan topical oint 20 gm,Crisacan,20 gm,topical ointment
crisotyl 90mg 6 vag. supp.,Crisotyl,90mg,vaginal suppository
crodageen gel 200 gram,Crodageen,200 gram,gel
cromolyn 100 mg 10 cap.,Cromolyn,100 mg,capsule
cronoguard 10caps.,Cronoguard,10caps.,capsules
cronomesone 0.1% cream 15 gm,Cronomesone,0.1%,cream
cronomesone 0.1% oint. 15 gm,Cronomesone,0.1%,ointment
crosaly 30 sachets,Crosaly,30 sachets,sachets
crosta hair serum 120 ml,Crosta Hair,120 ml,serum
crosta hair shampoo 250 ml,Crosta Hair,250 ml,shampoo
crotamil 120ml lotion,Crotamil,120ml,lotion
crotamitex 10gm/100gm top. cream 30 gm,Crotamitex,10gm/100gm,topical cream
crotamitex 30 mg top. cream,Crotamitex,30 mg,topical cream
crown female capsules,Crown Female,0,capsules
crown hair 50 cap,Crown Hair,50 cap,capsules
crudo iron 30 ml syrup,Crudo Iron,30 ml,syrup
cruise baby cream 120 gm,Cruise Baby,120 gm,cream
cruise zar acne cream 75 gm,Cruise Zar Acne,75 gm,cream
cryjon facial wash 100 ml,Cryjon Facial,100 ml,wash
cryoverd cold aerosol 150 ml,Cryoverd Cold,150 ml,aerosol
cryoverd massage emulgel 100 gm,Cryoverd Massage,100 gm,emulgel
cryoverd massage emulgel 50 gm,Cryoverd Massage,50 gm,emulgel
cryptonaz 100mg/5ml susp. 60ml,Cryptonaz,100mg/5ml,suspension
cryptonaz 500mg 12 f.c.tab,Cryptonaz,500mg,tablet
cryptoper 100mg/5ml pd. for oral susp. 60ml,Cryptoper,100mg/5ml,suspension
cryptoper 500mg 30 f.c. tab.,Cryptoper,500mg,tablet
cryptosept 500mg 12 f.c. tab.,Cryptosept,500mg,tablet
crystasol 300mg 10 tab,Crystasol,300mg,tablet
crystasol 300mg 10 tab.,Crystasol,300mg,tablet
