original_name,drug_name,dose,form
oxygen water 20% sol,oxygen water,20%,sol
oxygeron 15mg 20cap,oxygeron,15mg,cap
oxymeria mouth wash and gargle,oxymeria,0,mouth wash and gargle
oxymet 0.025% paed.nasal drops 15 ml,oxymet,0.025%,nasal drops
oxymet 0.05% adult nasal drops 15 ml,oxymet,0.05%,nasal drops
oxymetazoline-mup 0.5mg/ml nasal spray 20 ml,oxymetazoline-mup,0.5mg/ml,nasal spray
oxymycin 6 gm e . oint,oxymycin,6 gm,eye oint
oxynorm 10 mg 56 caps.,oxynorm,10 mg,caps
oxynorm 10 mg/ml 5 i.m./i.v. amp.,oxynorm,10 mg/ml,amp
oxynorm 10 mg/ml concentrate syrup 120 ml,oxynorm,10 mg/ml,concentrate syrup
oxynorm 5mg 56 capsules,oxynorm,5mg,capsules
oxynorm 5mg/5ml syrup 250 ml,oxynorm,5mg/5ml,syrup
oxyplex  200mg 20 cap,oxyplex,200mg,cap
oxypol 5 gm eye . oint,oxypol,5 gm,eye oint
oxypol eye oint. 5 gm,oxypol,5 gm,eye oint
oxyprogest 150mg/ml i.m. vial,oxyprogest,150mg/ml,vial
oxysept 1 disinfectant 235 ml sol,oxysept 1 disinfectant,235 ml,sol
oxytetracid 250 mg 16 caps.,oxytetracid,250 mg,caps
oxytetracid 250mg 16 tab,oxytetracid,250mg,tab
oxytetracycline 16cap,oxytetracycline,0,cap
oxytetryn oint,oxytetryn,0,oint
oxytocin-minapharm 10i.u./ml 10 amp.,oxytocin-minapharm,10i.u./ml,amp
oxytocin-minapharm 5 i.u./ml 10 amp.,oxytocin-minapharm,5 i.u./ml,amp
oxytoflex 10 i.u./ml 5 conc. amps. for i.v. inf.,oxytoflex,10 i.u./ml,conc. amps
oxytoflex 5 i.u./ml 5 conc. amps. for i.v. inf.,oxytoflex,5 i.u./ml,conc. amps
oxytrol sonteins 8,oxytrol sonteins,0,0
oxytron 60 mg 10 cap,oxytron,60 mg,cap
oxytron 60 mg 20 cap,oxytron,60 mg,cap
oxyver 30 tabs,oxyver,0,tabs
oysco 30 tab,oysco,0,tab
oyster shell calcium 500 mg 100 tab,oyster shell calcium,500 mg,tab
oyster shell calcium 500mg 20 tab,oyster shell calcium,500mg,tab
oystercal d 500mg 60 tab,oystercal d,500mg,tab
oystercal-d plus 500mg 30 tab,oystercal-d plus,500mg,tab
ozempic 0.25 mg pre-filled pen,ozempic,0.25 mg,pre-filled pen
ozempic 0.5mg prefilled pen,ozempic,0.5mg,prefilled pen
ozempic 1mg prefilled pen,ozempic,1mg,prefilled pen
ozlvip lotion 100ml,ozlvip,100ml,lotion
ozolamide 2% eye drops 5 ml,ozolamide,2%,eye drops
ozolzmide 2% eye drops,ozolzmide,2%,eye drops
ozurdex intravitreal implant 0.7 mg,ozurdex,0.7 mg,intravitreal implant
p-iron 30 mg 20 tab,p-iron,30 mg,tab
p.t.b. 500 mg 20 tab.,p.t.b.,500 mg,tab
pabal 100mcg/ml 5 amp. for i.v. inj.,pabal,100mcg/ml,amp
pacifial 20mg 21 dela. rel. caps.,pacifial,20mg,dela. rel. caps
pacifial 40mg 21 dela. rel. caps.,pacifial,40mg,dela. rel. caps
pacify massage cream 50 gram,pacify massage cream,50 gram,cream
pacinos eye contour gel 30 gm,pacinos eye contour gel,30 gm,gel
paclitax 100 mg vial,paclitax,100 mg,vial
paclitax 150 mg vial,paclitax,150 mg,vial
