original_name,drug_name,dose,form
tupair hair lotion with serum,tupair hair with serum,0,lotion
turbo vitra 20 mg 4 f.c.tabs.,turbo vitra,20 mg,tablets
turbo vitra 20mg 4 f.c. tablets,turbo vitra,20mg,tablets
turest   20  sachets,turest,0,sachets
turinal 5mg 20 tab,turinal,5mg,tablet
turmeric & ginger box 30 capsule in,turmeric & ginger box,0,capsules
turmeric curcumin 1000mg 60 caps. (illegal import),turmeric curcumin,1000mg,capsules
turmeric curcumin 60 caps.,turmeric curcumin,0,capsules
turmezym 30 capsules,turmezym,0,capsules
turnalev 2.5mg/5ml syrup 120 ml,turnalev,2.5mg/5ml,syrup
turnalev 5 mg 10 f.c. tab.,turnalev,5 mg,tablet
tussapin 20mg 10 lozenge,tussapin,20mg,lozenge
tussapin syrup 100 ml,tussapin,0,syrup
tusscapine 0.3% 100ml syrup,tusscapine,0.3%,syrup
tusscapine syrup 100 ml,tusscapine,0,syrup
tussi ibm 100 ml syrup,tussi ibm,0,syrup
tussiglobe 0.3% syrup 120 ml,tussiglobe,0.3%,syrup
tussilar 10mg 20 tab.,tussilar,10mg,tablet
tussilar compound syrup 125ml,tussilar compound,0,syrup
tussilar-m 10mg/ml drops 15 ml,tussilar-m,10mg/ml,drops
tussin syrup 100 ml,tussin,0,syrup
tussinor syrup 120 ml,tussinor,0,syrup
tussipect-n 100ml syrup,tussipect-n,0,syrup
tussipect-n syrup 100ml,tussipect-n,0,syrup
tussistop 30mg/5ml syrup 100 ml,tussistop,30mg/5ml,syrup
tussistop 60 mg 20 tabs.,tussistop,60 mg,tablets
tussivan-n syrup 125ml,tussivan-n,0,syrup
tusskan syrup 100 ml,tusskan,0,syrup
tussterm 100 ml syrup,tussterm,0,syrup
tutis syrup 120 ml,tutis,0,syrup
twin vit oral drops 30 ml,twin vit,0,oral drops
twinfast 629 gm ( vanillia ),twinfast,629 gm,0
twingo top. lotion 120 ml,twingo top.,0,lotion
twinia anti-acne cream 50 gm,twinia anti-acne,0,cream
twinidro 15ml oral drops,twinidro,0,oral drops
twinlab ripped fuel 120 cap,twinlab ripped fuel,0,capsules
twinrix adult vaccine prefilled syringe,twinrix adult vaccine,0,prefilled syringe
twins d3 drops,twins d3,0,drops
twinzol eye drops 30*0.2 ml sdu,twinzol,0,eye drops
twinzol eye drops 5 ml,twinzol,0,eye drops
twit-tear eye drops 10 ml,twit-tear,0,eye drops
twit-tear xp eye drops 10 ml,twit-tear xp,0,eye drops
twomal oil 20 cap,twomal oil,0,capsules
twynsta 80/10mg 28 tab.,twynsta,80/10mg,tablet
twynsta 80/5mg 28 tab.,twynsta,80/5mg,tablet
tygacil 50 mg pd for i.v. inf. vial,tygacil,50 mg,vial
tykerb 250 mg 70 f.c.tabs.,tykerb,250 mg,tablets
tylecare anti-dandruff shampoo 200 ml,tylecare anti-dandruff,0,shampoo
tylenol  500mg extra strength 50 caps,tylenol extra strength,500mg,capsules
tylenol 100mg 10 supp,tylenol,100mg,suppository
