original_name,drug_name,dose,form
anthelios spf 50 invisible face mist 75 ml,anthelios spf 50 invisible face mist,Null,mist
anthelios spf 50 smoothing optical blur 40 ml,anthelios spf 50 smoothing optical blur,Null,Null
anthelios xl spf 50+ bb cream comfort 50 ml,anthelios xl spf 50+ bb cream comfort,Null,cream
anthelios xl spf 50+ cream comfort 50 ml,anthelios xl spf 50+ cream comfort,Null,cream
anthelios xl spf 50+ dry touch gel-cream 50 ml,anthelios xl spf 50+ dry touch gel-cream,Null,gel-cream
anthelios xl spf 50+ fluid 50 ml,anthelios xl spf 50+ fluid,Null,fluid
anthelios xl spf 50+ invisible mist spray 200 ml,anthelios xl spf 50+ invisible mist spray,Null,mist spray
anthelios xl spf 50+ lait (lotion) 100 ml,anthelios xl spf 50+ lait,Null,lotion
anthelios xl spf 50+ nutritive oil 200 ml,anthelios xl spf 50+ nutritive oil,Null,oil
anthelios xl spf 50+ spray 200 ml,anthelios xl spf 50+ spray,Null,spray
anthelios xl spf 50+ tinted fluid 50 ml,anthelios xl spf 50+ tinted fluid,Null,fluid
anthelmin 100mg/5ml susp. 30ml,anthelmin,100 mg/5 ml,suspension
anthramash 1% cream 20 gm,anthramash,1 %,cream
anthrawest 1% cream 20 gm,anthrawest,1 %,cream
anthzon 320 mg 7 f.c. tab,anthzon,320 mg,tablet
anti dep  150 mg 20 cap,anti dep,150 mg,capsule
anti rh (d) amp,anti rh (d),Null,ampoule
anti rh 120 unit im/iv,anti rh,120 unit,Null
anti rh rhophylac,anti rh rhophylac,Null,Null
anti- a-test serum amp,anti- a-test serum,Null,ampoule
anti- d test serum amp,anti- d test serum,Null,ampoule
anti- gas gangrene amp,anti- gas gangrene,Null,ampoule
anti- gas gangrene one dose,anti- gas gangrene,Null,Null
anti- hemophilic globulin,anti- hemophilic globulin,Null,Null
anti- hemophilic plasma,anti- hemophilic plasma,Null,Null
anti- rabies vaccin 20 dose(s) . vial,anti- rabies vaccin,20 dose(s),vial
anti- scorpion serum dry amp,anti- scorpion serum,Null,ampoule
anti- scorpion serum liquid amp,anti- scorpion serum,Null,ampoule
anti- snake venom dry amp,anti- snake venom,Null,ampoule
anti- snake venom serum liquid amp,anti- snake venom serum,Null,ampoule
anti- tetanic 1500 iu- amp,anti- tetanic,1500 IU,ampoule
anti- tetanic serum 30000 iu amp,anti- tetanic serum,30000 IU,ampoule
anti-b-test serum amp,anti-b-test serum,Null,ampoule
anti-cox ii 15mg 10 supp,anti-cox ii,15 mg,suppository
anti-cox ii 15mg 20 tab,anti-cox ii,15 mg,tablet
anti-cox ii 15mg 30 tab.,anti-cox ii,15 mg,tablet
anti-cox ii 15mg/3ml 6 amp,anti-cox ii,15 mg/3 ml,ampoule
anti-cox ii 7.5mg 20 caps,anti-cox ii,7.5 mg,capsule
anti-d test serum amp,anti-d test serum,Null,ampoule
anti-haemophylic globulin (a.h.g)inj.,anti-haemophylic globulin,Null,injection
anti-tetanic 1500 iu-1 cm (10 amp),anti-tetanic,1500 IU,ampoule
antichol 10 mg 10 f.c. tab.,antichol,10 mg,tablet
antichol 20 mg 10 f.c. tab.,antichol,20 mg,tablet
antidan hair shampoo 200 ml,antidan hair shampoo,Null,shampoo
antidial 10 caps.,antidial,Null,capsule
antidiazox 100mg/5ml pd. for oral sol. 60 ml,antidiazox,100 mg/5 ml,powder for oral solution
antidiazox 500mg 12 f.c.tab.,antidiazox,500 mg,tablet
antiflam 1% emulgel 20 gm,antiflam,1 %,emulgel
antiflam 25mg 20 tab.,antiflam,25 mg,tablet
antiflam 50mg 20 tab.,antiflam,50 mg,tablet
