original_name,drug_name,dose,form
beslena cream 120 gm,beslena,120 gm,cream
best flex massage gel 75gm,best flex,75 gm,massage gel
best flex massage spray 120ml,best flex,0,massage spray
besto stark 100ml massage spray,besto stark,0,massage spray
besto stark 50 gm massage gel,besto stark,50 gm,massage gel
bestra tech syrup 120 ml,bestra tech,0,syrup
beta 10% antiseptic solution 100ml,beta,10%,antiseptic solution
beta carotene forte 15mg 20 caps.,beta carotene forte,15 mg,caps.
beta forte 12 cap,beta forte,0,cap
beta sea sanitizer spray 100 ml,beta sea,0,sanitizer spray
beta sea sanitizer spray 200 ml,beta sea,0,sanitizer spray
beta-alanine powder 500 gm,beta-alanine,500 gm,powder
betabalance 24 mg 30 tab.,betabalance,24 mg,tab.
betacare 14 cap,betacare,0,cap
betacin powder 30 grams,betacin,30 grams,powder
betaclotri cream 15 gm,betaclotri,15 gm,cream
betaclotri plus cream 15 gm,betaclotri plus,15 gm,cream
betacor 80mg 30 tab.,betacor,80 mg,tab.
betaderm 0.1% cream 15 gm,betaderm,0.1%,cream
betaderm 0.1% cream 30 gm,betaderm,0.1%,cream
betaderm 0.1% oint. 15 gm,betaderm,0.1%,oint.
betadine 10% (20g) oint,betadine,10%,oint
betadine 10% (60g) oint.,betadine,10%,oint.
betadine 10% 10 sterile gauze dressing 10*10 cm,betadine,10%,sterile gauze dressing
betadine 200mg 14 vaginal ovule,betadine,200 mg,vaginal ovule
betadine antiseptic soln. 10% 120 ml,betadine,10%,antiseptic soln.
betadine antiseptic soln. 10% 60 ml,betadine,10%,antiseptic soln.
betadine antiseptic solution 1 litre,betadine,0,antiseptic solution
betadine antiseptic solution 4 litre,betadine,0,antiseptic solution
betadine dry powder spray 2.5% 55 gm,betadine,2.5%,dry powder spray
betadine mouth wash & gargle 1% 120 ml,betadine,1%,mouth wash & gargle
betadine shampoo 7.5% 120 ml,betadine,7.5%,shampoo
betadine shampoo 7.5% 60 ml,betadine,7.5%,shampoo
betadine skin cleanser 7.5% 120 ml,betadine,7.5%,skin cleanser
betadine surgical scrub 1 litre,betadine,0,surgical scrub
betadine surgical scrub 4 litre,betadine,0,surgical scrub
betadine surgical scrub 7.5% 120 ml,betadine,7.5%,surgical scrub
betadine vaginal douche 10% 120 ml,betadine,10%,vaginal douche
betaferon 250 mcg/ml pd solutn. for inj,betaferon,250 mcg/ml,pd solutn.
betafos 1 amp. 2ml,betafos,0,amp.
betafucin cream 15 gm,betafucin,15 gm,cream
betagan 0.5% eye drops 5 ml,betagan,0.5%,eye drops
betallerge 0.25/2 mg 30 tabs.,betallerge,0.25/2 mg,tabs.
betaloc 100mg 20 tab.,betaloc,100 mg,tab.
betamethasone dipropionate 0.05% cream 20 gm,betamethasone dipropionate,0.05%,cream
betamethasone dipropionate 0.05% oint. 20 gm,betamethasone dipropionate,0.05%,oint.
betamethasone valerate 0.1 % oint. 15 gm,betamethasone valerate,0.1%,oint.
betamethasone valerate 0.1% cream 15 gm,betamethasone valerate,0.1%,cream
betanil 10% antiseptic solution 100 ml,betanil,10%,antiseptic solution
betapanthen cream 20 gm,betapanthen,20 gm,cream
