original_name,drug_name,dose,form
royal zad 500 mg 20 capsules,royal zad,500 mg,capsules
royal- bee (new formula) 10 cap,royal- bee,0,cap
royalmax 7 cap,royalmax,0,cap
royalpin (new formula) 7 cap,royalpin,0,cap
royalsteride 5 mg 20 f.c. tabs.,royalsteride,5 mg,tabs
royalsteride 5 mg 30 f.c. tabs.,royalsteride,5 mg,tabs
royanoxicam 8 mg 20 f.c. tabs,royanoxicam,8 mg,tabs
royasal cream 50 gm,royasal,50 gm,cream
royatens 10 tea bags- antihypertensive,royatens,0,tea bags
royatonic 1000 mg 20 caps,royatonic,1000 mg,caps
royaverium 100mg 30 f.c.tabs.,royaverium,100 mg,tabs
royaverium 50mg 30 f.c.tabs.,royaverium,50 mg,tabs
roysan 4mg 30 tab.,roysan,4 mg,tab
rozalia hair lotion 120 ml,rozalia hair lotion,120 ml,lotion
rozalia hair oil 120 ml,rozalia hair oil,120 ml,oil
rozalia hair serum 120 ml,rozalia hair serum,120 ml,serum
rozalia hair shampoo 200 ml,rozalia hair shampoo,200 ml,shampoo
rozo powder with rice 75 gm,rozo powder with rice,75 gm,powder
rozone 10 sachets,rozone,0,sachets
rozone forte 20 tab,rozone forte,0,tab
rozonethio 600 mg 20 f.c.tabs,rozonethio,600 mg,tabs
roztel vaginal wash 250 ml,roztel vaginal wash,250 ml,wash
rozvi ver hair oil 150ml,rozvi ver hair oil,150 ml,oil
rozvi ver hair shampoo 250,rozvi ver hair shampoo,0,shampoo
rozy cream 75 gm,rozy,75 gm,cream
rubalgine 15% topical cream 20 gm,rubalgine,15%,cream
rubaru skin cream 40 gm,rubaru skin,40 gm,cream
rubivamin 1000mcg 5 amp.,rubivamin,1000 mcg,amp
rublex 50 gm gel,rublex,50 gm,gel
rublex gel 50 gm,rublex,50 gm,gel
ruby liquid chocolate 10 sachets*10 gm,ruby liquid chocolate,10 gm,sachets
ruby liquid chocolate 20 sachets*10 gm,ruby liquid chocolate,10 gm,sachets
ruby liquid chocolate 200 gm,ruby liquid chocolate,200 gm,liquid
rudac 150 mg 20 tab.,rudac,150 mg,tab
rudac 200 mg 20 tab.,rudac,200 mg,tab
rulid 300mg 5 tab,rulid,300 mg,tab
rumatol 200 mg 10 caps.,rumatol,200 mg,caps
rumatol 400 mg 10 caps.,rumatol,400 mg,caps
rumaximap 120mg 10 f.c. tab,rumaximap,120 mg,tab
rumaximap 60mg 30 f.c. tab,rumaximap,60 mg,tab
rumaximap 90mg 30 f.c. tab,rumaximap,90 mg,tab
rumo 10 sachets 10 gm,rumo,10 gm,sachets
runa tea 10 sachets,runa tea,0,sachets
runner massage gel 50 ml,runner massage,50 ml,gel
runsage spray 50ml,runsage,50 ml,spray
runzel 75 mg cream,runzel,75 mg,cream
runzel cream 75 gm,runzel,75 gm,cream
rupatoclear 10 mg 20 tabs.,rupatoclear,10 mg,tabs
ruta-c 60mg 20 tab,ruta-c,60 mg,tab
rutalex-c 20 tab.,rutalex-c,0,tab
