original_name,drug_name,dose,form
xanase 10 cap,xanase,10 mg,capsule
xanax 0.25mg 100 tab.,xanax,0.25mg,tab
xanax 0.5 mg 100 tab.,xanax,0.5mg,tab
xanax xr 0.5mg 30 tab,xanax xr,0.5mg,tab
xanax xr 1mg 30 tab,xanax xr,1mg,tab
xandol 20mg 20 tab.,xandol,20mg,tab
xanoxiban 10 mg 10 f.c. tabs.,xanoxiban,10 mg,tab
xanoxiban 15 mg 50 f.c. tabs.,xanoxiban,15 mg,tab
xanoxiban 2.5 mg 10 f.c. tabs.,xanoxiban,2.5 mg,tab
xanoxiban 20 mg 30 f.c. tabs.,xanoxiban,20 mg,tab
xanthibux 40 mg 20 f.c. tabs.,xanthibux,40 mg,tab
xanthibux 80 mg 20 f.c. tabs.,xanthibux,80 mg,tab
xanthistop 120 mg 30 tablets,xanthistop,120 mg,tablet
xanthistop 80 mg 30 tablets,xanthistop,80 mg,tablet
xanthium sr 400mg 10 caps.,xanthium sr,400mg,capsule
xarelto 10mg 10 f.c. tab.,xarelto,10mg,tab
xarelto 15 mg 28  f.c. tab.,xarelto,15 mg,tab
xarelto 15 mg 42 f.c. tab.,xarelto,15 mg,tab
xarelto 15mg 14 f.c. tab.,xarelto,15mg,tab
xarelto 2.5 mg 56 f.c. tab.,xarelto,2.5 mg,tab
xarelto 20 mg 14 f.c. tab.,xarelto,20 mg,tab
xarelto 20 mg 28 f.c. tab.,xarelto,20 mg,tab
xatral sr 5 mg 28 f.c.tab.,xatral sr,5 mg,tab
xatral xl 10mg 30 f.c. tab.,xatral xl,10mg,tab
xecamcold 20 caps.,xecamcold,20 mg,capsule
xefo 4mg 20 f.c. tab.,xefo,4mg,tab
xefo 8mg 10 f.c. tab.,xefo,8mg,tab
xefo 8mg vial for i.m./i.v. inj.,xefo,8mg,vial
xefo rapid 8 mg 20 f.c.tabs.,xefo rapid,8 mg,tab
xeljanz 11 mg xr 30 tabs.,xeljanz xr,11 mg,tab
xeljanz 5 mg 60 tab,xeljanz,5 mg,tab
xeloda 500 mg 120 tab,xeloda,500 mg,tab
xemose cleansing syndet 200ml,xemose cleansing syndet,200ml,syndet
xemose cream 200 ml,xemose cream,200 ml,cream
xemose face cream 40 ml,xemose face cream,40 ml,cream
xemose milk 200 ml,xemose milk,200 ml,milk
xenetix 300mg/ml (50ml) vial,xenetix,300mg/ml,vial
xenetix 350mg/ml (50ml) vial,xenetix,350mg/ml,vial
xenical 120mg 84 cap.,xenical,120mg,capsule
xenomag eff. gran. 10 sachets,xenomag eff granule,10 mg,sachet
xenos fruit 6 sachets,xenos fruit,6 mg,sachet
xeracent emollient cream 75 ml,xeracent emollient cream,75 ml,cream
xeragel oint. 10 gm,xeragel,10 gm,ointment
xerexomair 100mg/5ml pd. for oral susp. 30ml,xerexomair,100mg/5ml,oral suspension
xerexomair 500mg 3 f.c.tab.,xerexomair,500mg,tab
xerodox 30 sublingual tabs.,xerodox,30 mg,sublingual tab
xeropium 0.4mg/ml 10 amp.,xeropium,0.4mg/ml,amp
xerovirinc 500mg 18 f.c. tab.,xerovirinc,500mg,tab
xerovirinic500 mg 6 tab,xerovirinic,500 mg,tab
xgeva 120 mg vial s.c. inj.,xgeva,120 mg,s.c. inj
