original_name,drug_name,dose,form
dora 60 chew. pieces,dora,60 mg,chewable pieces
dorasept vag. douch 250 ml,dorasept,250 ml,vaginal douche
dorectafil 100 mg 12 chew. tab.,dorectafil,100 mg,chewable tablet
doriance capillaire 40 cap,doriance capillaire,40 mg,capsule
dorin acne treatment cream 25 ml,dorin acne treatment,25 ml,cream
dorin emulsion with panthenol,dorin with panthenol,0,emulsion
dormant vag.douche 120 ml,dormant,120 ml,vaginal douche
dormant vag.douche 240 ml,dormant,240 ml,vaginal douche
dormicum 15 mg 5 amps.,dormicum,15 mg,ampoules
dormicum 5mg 10 amps.,dormicum,5mg,ampoules
dormival 20 caps.,dormival,20 mg,capsules
dormovarin 0.03/3mg 21 tablets,dormovarin,0.03/3mg,tablets
dorofen 30 caps.,dorofen,30 mg,capsules
dorsopt 2% eye drop 5 ml,dorsopt,2%,eye drop
dorzolamide 2% eye drop 5 ml,dorzolamide,2%,eye drop
dorzolamol eye drops 5 ml,dorzolamol,5 ml,eye drop
dosin 1mg 20 tab.,dosin,1mg,tablet
dosin 2mg 20 tab.,dosin,2mg,tablet
dosin 4mg 20 tab.,dosin,4mg,tablet
dosta 30 tables,dosta,30 mg,tablets
dostilact 0.5 mg 2 tabs.,dostilact,0.5 mg,tablets
dostinex 0.5 mg 2 tabs.,dostinex,0.5 mg,tablets
dotarem 0.5mmol/ml i.v. vial (10ml),dotarem,0.5mmol/ml,i.v. vial
dotarem 0.5mmol/ml i.v. vial (20ml),dotarem,0.5mmol/ml,i.v. vial
dott hair cream 100 gram,dott hair,100 gram,cream
double care skin gel 50 gm,double care,50 gm,skin gel
doubo calcium 10sachet,doubo calcium,10 mg,sachet
doucheal-n intimate feminine wash 250 ml,doucheal-n intimate feminine wash,250 ml,0
dovoborg-b (calcipotriol-b) top. oint. 20 gm,dovoborg-b (calcipotriol-b),20 gm,topical ointment
dovocare 10 mg 10 tabs.,dovocare,10 mg,tablets
dovoge 10 sachet,dovoge,10 mg,sachet
downoprazol 20/1100mg 14 capsules,downoprazol,20/1100mg,capsules
downoprazol 20/1680mg pd. for oral susp. 30 sachets,downoprazol,20/1680mg,powder for oral suspension
downoprazol 20/1680mg pd. for oral susp. 7 sachets,downoprazol,20/1680mg,powder for oral suspension
downoprazol 40/1100mg 14 caps.,downoprazol,40/1100mg,capsules
downoprazol 40/1680mg pd. for oral susp. 30 sachets,downoprazol,40/1680mg,powder for oral suspension
downoprazol 40/1680mg pd. for oral susp. 7 sachets,downoprazol,40/1680mg,powder for oral suspension
downsterolin 10/20mg 28 f.c. tabs.,downsterolin,10/20mg,tablets
downsterolin 10/40mg 28 f.c. tabs.,downsterolin,10/40mg,tablets
doxacor 2mg 20 tab.,doxacor,2mg,tablet
doxacor 4mg 20 tab.,doxacor,4mg,tablet
doxarelax 4mg 21 tabs,doxarelax,4mg,tablets
doxarelax 8mg 21 tabs,doxarelax,8mg,tablets
doxastine 2mg 10 tab.,doxastine,2mg,tablet
doxazin 1 mg 10 tab.,doxazin,1 mg,tablet
doxazin 4 mg 10 tab.,doxazin,4 mg,tablet
doxazosin stada 1 mg 20 tab,doxazosin stada,1 mg,tablet
doxcef 40mg/5ml susp. 50 ml,doxcef,40mg/5ml,suspension
doxiproct plus rectal oint. 30 gm,doxiproct plus,30 gm,rectal ointment
doxiproct rectal oint. 30 gm,doxiproct,30 gm,rectal ointment
