original_name,drug_name,dose,form
clindacine 1% topical gel 20 gm,clindacine,1%,topical gel
clindacine 150mg 6 caps.,clindacine,150mg,caps
clindacine art 150mg 12 caps.,clindacine art,150mg,caps
clindagram topical gel 30 gm,clindagram,0,topical gel
clindam 150 mg 16 caps.,clindam,150 mg,caps
clindam 300 mg 16 caps.,clindam,300 mg,caps
clindanoid topical gel 30 gm,clindanoid,0,topical gel
clindasol 0.3gm/30ml topical solution 30 ml,clindasol,0.3gm/30ml,topical solution
clindasol 1% topical gel 20 gm,clindasol,1%,topical gel
clindatretin topical gel 30 gm,clindatretin,0,topical gel
clindaval 2% vaginal cream 20 gm,clindaval,2%,vaginal cream
clindavert 2% vaginal cream 20 gm,clindavert,2%,vaginal cream
clinijel lubricating jelly 82 gm,clinijel,0,lubricating jelly
clinitol mouth wash,clinitol,0,mouth wash
clinocid 1% topical cream 30 gm,clinocid,1%,topical cream
clinocid 2% vag. cream 40 gm,clinocid,2%,vag. cream
clinocid 30mg vaginal cream,clinocid,30mg,vaginal cream
clinso lubricant gel 50 gm,clinso,0,lubricant gel
clinso vag.douche 200 ml,clinso,0,vag.douche
clintra vag.douche 200 ml,clintra,0,vag.douche
clinvex topical lotion 60 ml,clinvex,0,topical lotion
clinz beard oil 30 ml,clinz,0,beard oil
clinz hair oil 100 ml,clinz,0,hair oil
cliosone cream 15 gm,cliosone,0,cream
clobitat 0.05% oint. 15 gm,clobitat,0.05%,oint.
clobitat 0.05% topical cream 15 gm,clobitat,0.05%,topical cream
clobitol mouth spray 60 ml,clobitol,0,mouth spray
clobutra 0.05% cream 25 gm,clobutra,0.05%,cream
clograstat 12.5mg/50ml i.v.infusion,clograstat,12.5mg/50ml,i.v.infusion
clomid 50mg 20 tablets,clomid,50mg,tablets
clomifert 50mg 10 tab.,clomifert,50mg,tab.
clomiphene 50mg 10 tab,clomiphene,50mg,tab
clopacirc 75 mg 30 f.c.tabs.,clopacirc,75 mg,tabs.
clopam 2 mg 30 tab.,clopam,2 mg,tab.
clopex grel 75mg 30 f.c.tab,clopex grel,75mg,tab
clopidogrel 75mg 10 f.c. tab,clopidogrel,75mg,tab
clopixol acuphase 100mg/2ml 10 amp.,clopixol acuphase,100mg/2ml,amp.
clopixol depot 200mg/ml i.m. 10 amp.,clopixol depot,200mg/ml,amp.
clopram 10mg 20 tab.,clopram,10mg,tab.
cloracef mr 500mg 10 f.c. tabs. (n/a),cloracef mr,500mg,tabs.
cloracef mr 750mg 10 f.c. tabs. (n/a),cloracef mr,750mg,tabs.
clorhexitulle 1% 10 * 10 cm 2- tulle,clorhexitulle,1%,tulle
clorocef 250mg/5ml susp. 60 ml,clorocef,250mg/5ml,susp.
cloroquin phosphate 5 amp,cloroquin phosphate,0,amp
close up 100 ml green -toothbrush,close up,100 ml,green -toothbrush
close up 25 ml red hot,close up,25 ml,red hot
close up 50 ml green,close up,50 ml,green
closeas 30 s.g. caps.,closeas,0,s.g. caps.
closol 10mg/ml topical spray 40 ml,closol,10mg/ml,topical spray
clostilbegyt 50mg 10 tab,clostilbegyt,50mg,tab
