original_name,drug_name,dose,form
bariesun spf 50- cream milk 100 ml,bariesun spf 50,100 ml,cream milk
bariesun spf 50- mineral cream 50ml,bariesun spf 50- mineral,50ml,cream
barilux hd 96.805 % powder,barilux hd,96.805 %,powder
baritava 2 mg 28 f.c.tabs.,baritava,2 mg,tabs
baritava 4 mg 28 f.c.tabs.,baritava,4 mg,tabs
barium sulphate 500 gm powder,barium sulphate,500 gm,powder
barmon cream 60 gm,barmon,60 gm,cream
barnafree 30gm ointment,barnafree,30gm,ointment
barox pro gel 50gm,barox pro,50gm,gel
barrisilic 10% 20 gm cream,barrisilic,10%,cream
barrisilic cream 20 gm,barrisilic,0,cream
barty loper nasal spray 50 ml,barty loper,50 ml,nasal spray
bary care lotion spray 120 ml,bary care,120 ml,lotion spray
basebone 2 f.c. tabs,basebone,2 mg,tabs
basica antioxident 30cap,basica antioxident,0,cap
baskinta 100 mg 30 caps.,baskinta,100 mg,caps
bastab 20mg 10 tab.,bastab,20mg,tab
bath&shower 12,bath&shower,12 mg,0
batrafen 1% topical cream 10 gm,batrafen,1%,topical cream
batrafen 1% topical soln. 15 ml,batrafen,1%,topical soln.
batremost 120 ml lotion,batremost,120 ml,lotion
baumalgine oint. 20 gm,baumalgine,0,ointment
bausch and lomb 120 ml,bausch and lomb,120 ml,0
bausch and lomb 240 ml,bausch and lomb,240 ml,0
bausch and lomb protein removal 12 tab,bausch and lomb protein removal,0,tab
bausch& lomp sensitiv eyes protein remover,bausch& lomp sensitiv eyes protein remover,0,0
baycuten n cream 15 gm,baycuten n,0,cream
bayer children 81mg 36tab,bayer children,81mg,tab
bayer low dose 81gm 32tab,bayer low dose,81gm,tab
bayer low dose aspern 400tab,bayer low dose aspern,0,tab
bbs 300 mg igg 3 sachets,bbs igg,300 mg,sachets
bcg vaccin-vial 1 ml,bcg vaccin,1 ml,vial
bcg vaccin-vial 4 ml 120mg,bcg vaccin,120mg,vial
be active 30 capsules,be active,0,capsules
be diamon syrup 120 ml,be diamon,120 ml,syrup
be sure 200 ml vag.douche,be sure,200 ml,vag.douche
be-klairs skin cleansing soap 100 gm,be-klairs skin cleansing,0,soap
be-well 120 ml syrup,be-well,120 ml,syrup
bearfast hair tonic 5 vials 10 ml,bearfast hair tonic,10 ml,vials
bearo multivitamin 60 gummies,bearo multivitamin,0,gummies
beata cream 30 gm,beata,0,cream
beauticare cream,beauticare,0,cream
beauty gel 30 gm,beauty,0,gel
beautyreed cream 50 gm,beautyreed,0,cream
bebano lotion 120 ml,bebano,120 ml,lotion
bebano lotion 50 gm,bebano,50 gm,lotion
bebe-vit oral drops 30 ml,bebe-vit,30 ml,oral drops
bebejunior 400gm milk,bebejunior,400gm,milk
bebejunior 900gm milk,bebejunior,900gm,milk
bebelac 1 milk 400 gm,bebelac 1,400 gm,milk
